N	3gram	Medvedev_F_1	Problemy
1	то же время	8	10
2	в то же	8	10
3	на самом деле	6	9
4	с самого начала	1	8
5	в отношении к	1	7
6	по отношению к	4	6
7	в пределах одного	1	5
8	но в то	2	4
9	во всяком случае	4	4
10	к нему и	1	4
11	в этом смысле	1	3
12	бы то ни	3	3
13	же время не	1	3
14	то ни было	1	3
15	в высшей степени	1	3
16	с другой стороны	1	3
17	не может быть	5	3
18	может войти в	2	2
19	смысле этого слова	3	2
20	вполне понятно что	1	2
21	сводится к тому	2	2
22	и наконец в	2	2
23	как раз и	1	2
24	с точки зрения	13	2
25	и не может	2	2
26	как и все	2	2
27	и в то	1	2
28	в отличие от	1	2
29	к тому чтобы	1	2
30	и не в	2	2
31	и в этом	2	2
32	к одному знаменателю	1	2
33	в его целом	8	2
34	самом деле оно	1	2
35	так и в	4	2
36	но все же	1	2
37	в большинстве случаев	2	2
38	в том что	1	2
39	мы увидим что	1	2
40	как мы знаем	1	2
41	о мире а	1	2
42	что он в	1	2
43	все более и	2	1
44	произведение должно было	1	1
45	или хотя бы	1	1
46	еще далеко не	1	1
47	в чем же	1	1
48	все это уже	1	1
49	а вовсе не	2	1
50	а прежде всего	1	1
51	не только с	1	1
52	но даже и	1	1
53	в том и	1	1
54	может и не	1	1
55	так и не	1	1
56	художественных функций в	1	1
57	не приводит в	1	1
58	в нем и	2	1
59	правда как мы	1	1
60	оно должно быть	1	1
61	до сих пор	6	1
62	вместе с тем	1	1
63	и отчасти с	1	1
64	в строгом смысле	2	1
65	но для этого	1	1
66	а лишь в	1	1
67	возможно лишь в	1	1
68	и в каждом	2	1
69	в точке пересечения	1	1
70	со всех сторон	1	1
71	как если бы	2	1
72	получается впечатление что	1	1
73	может быть и	3	1
74	в своей статье	3	1
75	к тому что	1	1
76	в данном случае	1	1
77	но уже совсем	1	1
78	до конца и	1	1
79	что на самом	1	1
80	всех без исключения	1	1
81	одна очень существенная	1	1
82	и как бы	1	1
83	даже и на	1	1
84	это конечно не	1	1
85	прежде всего в	3	1
86	но и с	1	1
87	в каждом своем	1	1
88	его участие в	1	1
89	не может и	1	1
90	и в том	1	1
91	строгом смысле этого	1	1
92	в общем не	1	1
93	не могла не	1	1
94	определяется прежде всего	1	1
95	есть еще одна	1	1
96	в эту сторону	1	1
97	между этими двумя	1	1
98	раз и навсегда	1	1
99	совершается в пределах	1	1
100	происходит лишь перемещение	1	1
101	в свою очередь	6	1
102	как и во	1	1
103	не только не	2	1
104	и в идеологическом	1	1
105	но все эти	1	1
106	более и более	2	1
107	без исключения элементов	1	1
108	резко отличается от	1	1
109	сочетать его с	1	1
110	как бы ни	3	1
111	друг от друга	2	1
112	тем не менее	1	1
113	по себе но	1	1
114	какого бы то	1	1
115	мог бы быть	1	1
116	сама по себе	2	1
117	как мы видели	2	1
118	и может стать	1	1
119	этом смысле можно	1	1
120	друг для друга	1	1
121	еще одна очень	1	1
122	что и в	1	1
123	в этом отношении	1	1
