N	2gram	Nazirov_Vr_1	Problema
1	и в	8	44
2	и не	5	35
3	не есть	1	35
4	может быть	4	28
5	потому что	1	25
6	не просто	1	23
7	то что	7	23
8	в том	3	21
9	в этом	8	17
10	также и	1	16
11	для нас	4	16
12	и то	2	14
13	не только	9	14
14	и даже	6	14
15	то же	5	13
16	но в	6	12
17	том что	3	12
18	отнюдь не	2	10
19	так и	1	10
20	как и	6	10
21	тем не	1	10
22	не менее	2	10
23	в виду	4	10
24	но и	7	10
25	не имеет	1	9
26	в нем	6	9
27	и с	6	9
28	это не	4	9
29	в то	5	9
30	и это	2	9
31	в его	3	9
32	что он	4	9
33	как бы	4	9
34	таким образом	2	9
35	и от	1	9
36	во всяком	1	9
37	у гоголя	1	8
38	в себе	2	8
39	он не	3	8
40	было бы	1	8
41	но это	2	8
42	и вообще	1	8
43	как раз	2	8
44	связи с	3	8
45	того что	1	8
46	при помощи	2	8
47	что же	1	8
48	что в	7	8
49	это и	1	7
50	в связи	3	7
51	ничего общего	1	7
52	с ним	4	7
53	и что	8	7
54	с другой	1	7
55	уже не	2	7
56	мы находим	1	7
57	не может	2	7
58	в целом	1	6
59	все же	6	6
60	о том	4	6
61	ясно что	1	6
62	никогда не	2	6
63	всяком случае	1	6
64	нет ничего	1	6
65	жизни и	1	6
66	и есть	1	5
67	едва ли	1	5
68	еще не	2	5
69	что они	1	5
70	в своем	3	5
71	хотя и	1	5
72	и сам	1	5
73	точки зрения	2	5
74	в своей	2	5
75	тем самым	1	5
76	как о	1	5
77	и его	3	5
78	и о	3	5
79	в ней	4	5
80	крайней мере	1	5
81	в конце	3	5
82	не было	5	5
83	по крайней	1	5
84	так же	4	5
85	как в	1	5
86	да и	1	5
87	все это	4	5
88	а в	2	5
89	другой стороны	1	5
90	в таком	1	5
91	он сам	2	4
92	в чем	3	4
93	но как	2	4
94	только при	1	4
95	тут же	1	4
96	то время	1	4
97	при этом	4	4
98	заключается в	1	4
99	на первый	2	4
100	раз и	1	4
101	отличается от	1	4
102	в ее	1	4
103	имеется в	1	4
104	ни с	1	4
105	тем что	3	4
106	это будет	1	4
107	нас в	1	4
108	на этот	1	4
109	или по	1	4
110	а также	2	4
111	в каком	1	4
112	отношения к	2	3
113	же как	2	3
114	то в	1	3
115	говорить о	1	3
116	и ее	2	3
117	это же	1	3
118	но не	1	3
119	и как	3	3
120	в самом	1	3
121	что это	1	3
122	в этой	2	3
123	на то	3	3
124	конце концов	1	3
125	что у	3	3
126	одно и	1	3
127	об этом	5	3
128	его в	3	3
129	только о	1	3
130	все равно	1	3
131	человека но	1	3
132	знаком и	1	3
133	ничего не	1	3
134	у чехова	1	3
135	во всей	1	3
136	быть и	1	3
137	в качестве	1	3
138	указания на	1	3
139	уже в	4	3
140	а это	1	3
141	этот раз	1	3
142	для него	2	3
143	тогда это	1	3
144	что для	1	3
145	прежде всего	1	3
146	с первого	1	3
147	в той	2	3
148	это за	1	3
149	в условиях	1	3
150	и все	7	3
151	тем более	2	3
152	же в	2	3
153	но вот	1	3
154	из этого	1	3
155	точно так	1	3
156	того же	1	2
157	говорилось выше	1	2
158	пока только	1	2
159	а еще	1	2
160	не был	1	2
161	во всех	1	2
162	совсем не	1	2
163	то он	1	2
164	в известном	2	2
165	первый взгляд	1	2
166	с этим	1	2
167	дает нам	1	2
168	не являются	1	2
169	себе не	1	2
170	с нею	2	2
171	что слово	1	2
172	не будем	1	2
173	у тургенева	11	2
174	время и	2	2
175	всех этих	1	2
176	ведь не	1	2
177	из него	1	2
178	же не	2	2
179	во внимание	1	2
180	он и	1	2
181	в этих	1	2
182	первый план	1	2
183	в котором	6	2
184	с точки	2	2
185	в их	1	2
186	однако в	1	2
187	в процессе	1	2
188	мертвые души	1	2
189	могут быть	1	2
190	с ее	1	2
191	и образ	1	2
192	это можно	1	2
193	том как	1	2
194	жизнь и	1	2
195	не стоит	1	2
196	это было	1	2
197	доходит до	1	2
198	и во	3	2
199	и можно	1	2
200	но с	1	2
201	сразу же	1	2
