N	3gram	Trubetskoy_1	OGranits
1	с точки зрения	8	5
2	не может быть	3	4
3	до тех пор	1	4
4	по отношению к	9	3
5	одно и то	1	3
6	но так как	2	2
7	в самом деле	5	2
8	в зависимости от	1	2
9	в данном случае	3	2
10	с одной стороны	2	2
11	и то же	1	2
12	с другой стороны	4	2
13	ничего общего с	2	2
14	с самого начала	1	2
15	в том что	15	2
16	между тем мы	1	1
17	и более или	1	1
18	этой точки зрения	1	1
19	иметь в виду	1	1
20	более или менее	7	1
21	на самом деле	7	1
22	только одно из	1	1
23	те же самые	1	1
24	то же самое	1	1
25	из него все	1	1
26	и не может	1	1
27	нет и не	1	1
28	между тем как	1	1
29	только то что	2	1
30	элементов входящих в	1	1
31	можно было бы	1	1
32	может быть и	4	1
33	с этой точки	1	1
34	так как все	1	1
35	вместе с ними	1	1
36	не говорить о	1	1
37	и помимо этого	1	1
38	иметь не может	1	1
39	для того чтобы	7	1
40	себя и все	1	1
41	так же как	3	1
42	в каждом индивидуальном	1	1
43	может быть не	1	1
44	мы все же	2	1
45	состоит в том	1	1
46	в процессе подражания	1	1
47	тем не менее	4	1
48	но и его	1	1
49	в связи с	3	1
50	так и для	2	1
51	все то что	1	1
52	в тех случаях	1	1
53	будут с одной	1	1
54	мы утверждаем что	1	1
55	то же время	2	1
56	таким образом мы	1	1
57	все же остается	1	1
58	та или иная	1	1
59	хотя бы в	1	1
60	несмотря на все	1	1
61	свидетелями того как	1	1
62	на то что	7	1
63	тех случаях когда	1	1
64	в то же	2	1
65	к тому что	1	1
66	как и в	2	1
