N	2gram	Vygotskiy__3	EvropaiC
1	таким образом	12	32
2	в том	25	31
3	и в	38	24
4	том что	14	20
5	все эти	4	19
6	не может	7	18
7	то что	35	17
8	может быть	19	15
9	все же	8	15
10	точки зрения	16	13
11	самом деле	21	12
12	в своем	5	12
13	до сих	6	12
14	в этом	13	12
15	сих пор	5	12
16	с этим	8	11
17	между тем	7	11
18	все это	3	11
19	во всех	4	10
20	так и	1	10
21	мы знаем	1	10
22	как бы	14	10
23	все что	1	10
24	того же	3	9
25	на то	16	9
26	при этом	4	9
27	как и	8	9
28	в результате	1	9
29	что в	20	9
30	в самом	25	8
31	с точки	9	8
32	мы говорили	3	8
33	знаем что	1	8
34	не в	12	8
35	идет речь	1	8
36	ясно что	6	8
37	если бы	14	8
38	так же	2	8
39	и все	10	8
40	а между	1	7
41	на самом	2	7
42	из этих	3	7
43	из элементов	1	7
44	в силу	2	7
45	о которых	9	7
46	или менее	1	7
47	по существу	2	7
48	того чтобы	9	7
49	к тому	6	7
50	для этого	2	7
51	о том	6	7
52	и что	18	7
53	что он	11	7
54	для того	8	7
55	но и	5	7
56	и не	10	7
57	более или	1	7
58	о котором	5	7
59	из этого	8	7
60	должна быть	5	6
61	еще не	1	6
62	и на	6	6
63	в общем	2	6
64	в этой	13	6
65	несмотря на	5	6
66	и при	1	6
67	с ним	2	6
68	что и	4	6
69	того что	4	6
70	говорили выше	1	6
71	только в	4	6
72	все они	2	6
73	так что	8	6
74	так как	6	6
75	мы можем	7	6
76	с другой	7	6
77	вместе с	5	6
78	отличается от	1	6
79	у них	2	6
80	как на	3	6
81	между двумя	1	5
82	из всех	3	5
83	бороться с	1	5
84	столь же	2	5
85	как к	2	5
86	и к	3	5
87	но в	3	5
88	в которой	5	5
89	что это	10	5
90	в целом	4	5
91	в себе	4	5
92	тому же	1	5
93	не только	12	5
94	и если	6	5
95	но все	1	5
96	не будет	1	5
97	что все	3	5
98	и с	1	5
99	его в	3	5
100	что с	4	5
101	в то	3	5
102	как будто	4	5
103	что при	1	5
104	по сравнению	1	5
105	в пользу	1	5
106	в его	5	5
107	потому что	14	5
108	и их	1	5
109	у него	4	5
110	именно в	1	5
111	далеко не	3	5
112	ничем не	1	5
113	другой стороны	5	5
114	по своему	4	5
115	сравнению с	1	5
116	быть и	1	5
117	и для	4	5
118	случае если	1	5
119	к этому	3	5
120	одним из	1	4
121	в такой	3	4
122	и то	8	4
123	то же	10	4
124	мы уже	7	4
125	та же	3	4
126	между собой	2	4
127	что его	2	4
128	отношение к	1	4
129	что как	3	4
130	хотя и	1	4
131	ни один	1	4
132	чем больше	1	4
133	он не	6	4
134	всех этих	2	4
135	в одну	1	4
136	факт что	1	4
137	том случае	1	4
138	из них	6	4
139	должно быть	1	4
140	иначе говоря	5	4
141	в их	1	4
142	оказывается что	1	4
143	признать что	2	4
144	из которых	4	4
145	что эта	4	4
146	что та	2	4
147	никогда не	4	4
148	на вопрос	1	4
149	все прочие	2	4
150	пор не	1	4
151	и у	1	4
152	если мы	6	4
153	не есть	1	4
154	в виде	2	4
155	не так	3	4
156	в конце	2	4
157	а с	2	4
158	которых мы	6	4
159	тот факт	1	4
160	не могут	2	4
161	в течение	4	4
162	это есть	2	4
163	мы должны	1	4
164	хотя бы	2	4
165	совершенно не	5	4
166	в таком	3	4
167	как известно	1	3
168	же как	1	3
169	с более	1	3
170	своему развитию	1	3
171	но по	1	3
172	в данном	2	3
173	мы будем	1	3
174	очевидно что	2	3
175	которые не	1	3
176	в истории	2	3
177	еще больше	1	3
178	целый ряд	2	3
179	что по	3	3
180	и наконец	2	3
181	в тех	4	3
182	в нем	4	3
183	и по	2	3
184	и может	2	3
185	в совершенно	2	3
186	на этой	1	3
187	заключается в	7	3
188	это не	1	3
189	в жизни	1	3
190	с тем	8	3
191	в этих	2	3
192	что если	4	3
193	таким же	1	3
194	даже в	1	3
195	лучше и	1	3
196	для нас	8	3
197	всякой другой	1	3
198	за ними	1	3
199	у нас	2	3
200	этой истории	1	3
201	что оно	2	3
202	ничего общего	1	3
203	и это	8	3
204	данном случае	2	3
205	и вообще	1	3
206	с одной	6	3
207	то из	1	3
208	может не	1	3
209	тот же	3	3
210	сказали что	1	3
211	очень много	1	3
212	конечно не	4	3
213	в начале	1	3
214	при помощи	4	3
215	и других	1	3
216	может служить	7	3
217	каждый из	1	3
218	отличие от	1	3
219	как у	1	3
220	или иначе	1	3
221	и потому	1	3
222	по одному	1	3
223	целом ряде	1	3
224	сейчас же	1	3
225	что только	2	3
226	не то	4	3
227	от него	1	3
228	бы в	3	3
229	только что	2	3
230	а в	7	3
231	гораздо больше	1	3
232	что мы	1	3
233	указывают на	2	3
234	можно назвать	2	3
235	он считает	1	2
236	которые вытекают	1	2
237	в котором	6	2
238	и до	1	2
239	что эти	4	2
240	со своей	2	2
241	по его	3	2
242	в сущности	10	2
243	так чтобы	1	2
244	с ее	2	2
245	и ее	2	2
246	в ней	15	2
247	свою очередь	2	2
248	что оба	1	2
249	от себя	1	2
250	во всяком	2	2
251	но как	2	2
252	в сторону	1	2
253	совершенно ясно	13	2
254	более как	1	2
255	что они	4	2
256	части в	1	2
257	есть в	2	2
258	и где	1	2
259	то в	1	2
260	и там	1	2
261	и те	1	2
262	если он	4	2
263	что она	16	2
264	не следует	1	2
265	он все	2	2
266	том чтобы	1	2
267	одной и	2	2
268	из него	4	2
269	а затем	1	2
270	конечно в	3	2
271	то есть	15	2
272	всех остальных	2	2
273	в глазах	1	2
274	только одно	1	2
275	в них	3	2
276	и особенно	1	2
277	и уже	2	2
278	мы видели	6	2
279	такой же	2	2
280	в один	3	2
281	в эту	2	2
282	но если	4	2
283	следует что	2	2
284	представить себе	1	2
285	можно ли	1	2
286	на каждом	1	2
287	что до	1	2
288	в которых	6	2
289	образом и	2	2
290	и более	2	2
291	том и	2	2
292	тому что	6	2
293	она не	6	2
294	то с	1	2
295	тем меньше	1	2
296	тем самым	1	2
297	этими двумя	2	2
298	одна из	4	2
299	на него	1	2
300	в основе	3	2
301	мы все	4	2
302	только не	1	2
303	в самой	4	2
304	этих двух	1	2
305	в противоречие	2	2
306	на этом	5	2
307	заключает в	1	2
308	доказать что	1	2
309	что на	1	2
310	всех прочих	2	2
311	к таким	1	2
312	это конечно	1	2
313	понять что	1	2
314	имеет место	2	2
315	должен быть	3	2
316	как мы	7	2
317	как не	1	2
318	только при	1	2
319	в себя	1	2
320	что у	7	2
321	те же	1	2
322	случай с	1	2
323	из одного	3	2
324	при том	2	2
325	в виду	4	2
326	все дело	1	2
327	в другом	5	2
328	которой мы	1	2
329	было бы	12	2
330	показывают что	1	2
331	но с	1	2
332	этот вопрос	1	2
333	и так	1	2
334	между этими	1	2
335	жизни и	1	2
336	то и	3	2
337	тем сильнее	2	2
338	к своим	2	2
339	одно из	2	2
340	не будут	1	2
341	для него	2	2
342	всяком случае	2	2
343	вовсе не	8	2
344	к ним	3	2
345	из нее	2	2
346	к той	1	2
347	и только	3	2
348	не было	1	2
349	только один	1	2
350	себя и	1	2
351	что для	1	2
352	одной стороны	5	2
353	что несмотря	1	2
354	вытекают из	1	2
355	отнюдь не	2	2
356	ближе к	1	2
357	для этой	1	2
358	в частности	1	2
359	все то	7	2
360	независимо от	1	2
361	но не	1	2
362	всякое новое	1	2
363	что же	2	2
364	из этой	1	2
365	этого слова	2	2
366	только то	2	2
367	с этой	2	2
368	между прочим	1	2
369	ни для	1	2
370	при таком	2	2
371	том виде	1	2
372	в отдельных	1	2
373	не более	2	2
374	не от	1	2
375	страсть к	3	2
376	между ними	1	2
377	в свою	4	2
378	ко всему	1	2
379	что под	3	2
380	однако мы	3	2
381	всех тех	1	2
382	они не	2	2
383	гораздо более	1	2
384	себя как	2	1
385	от этой	2	1
386	например в	2	1
387	он может	2	1
388	силы и	1	1
389	это и	1	1
390	время вызывает	1	1
391	том именно	1	1
392	на деле	4	1
393	и всеми	1	1
394	что когда	2	1
395	ему что	1	1
396	в первом	1	1
397	которую они	2	1
398	только эти	1	1
399	по которым	1	1
400	смысл этого	3	1
401	из его	1	1
402	сам автор	3	1
403	все те	2	1
404	высшей степени	1	1
405	в зависимости	1	1
406	собою в	1	1
407	той же	2	1
408	отношения к	2	1
409	совершенно в	2	1
410	есть не	1	1
411	выше в	1	1
412	из всего	2	1
413	мы не	5	1
414	нашу мысль	1	1
415	которую мы	4	1
416	и тут	1	1
417	из своих	1	1
418	что многие	1	1
419	догадаться что	1	1
420	именно те	1	1
421	время как	4	1
422	отдельных частей	1	1
423	с детства	1	1
424	на себя	1	1
425	на практике	1	1
426	я не	5	1
427	сложнее и	1	1
428	зависимости от	1	1
429	большей частью	2	1
430	к своему	2	1
431	на их	2	1
432	если так	2	1
433	всю свою	1	1
434	с его	1	1
435	это имеет	2	1
436	бы не	3	1
437	истинный смысл	2	1
438	и другие	2	1
439	можем не	2	1
440	со стороны	2	1
441	имеет другой	1	1
442	нет и	1	1
443	вызывает в	1	1
444	как в	4	1
445	что именно	2	1
446	этому надо	1	1
447	перед нами	8	1
448	кроме того	1	1
449	тех случаях	1	1
450	и как	8	1
451	его к	2	1
452	обобщение относительно	1	1
453	что сказанное	1	1
454	для ее	1	1
455	впечатление совершенно	1	1
456	ряде случаев	1	1
457	самой природе	1	1
458	он в	2	1
459	непременно будет	1	1
460	рассказ о	1	1
461	нами в	2	1
462	не могла	2	1
463	на его	1	1
464	чем сильнее	3	1
465	главным образом	3	1
466	ее совершенно	1	1
467	сделанных им	1	1
468	которая вытекает	1	1
469	образом для	1	1
470	на одну	1	1
471	силу общих	1	1
472	когда все	1	1
473	и еще	1	1
474	однако он	1	1
475	течение своей	1	1
476	и вот	2	1
477	исходит от	1	1
478	наших глазах	2	1
479	одно и	3	1
480	всех отношениях	1	1
481	тут не	1	1
482	этом последнем	1	1
483	других видов	1	1
484	здесь мы	4	1
485	тем в	2	1
486	правильнее было	1	1
487	для своей	1	1
488	все их	1	1
489	знает что	1	1
490	это было	1	1
491	с другими	1	1
492	каждого из	3	1
493	каждой новой	2	1
494	и тем	3	1
495	чаще всего	1	1
496	кажется что	1	1
497	самые различные	1	1
498	она и	1	1
499	на второй	1	1
500	элементы которые	1	1
501	а за	1	1
502	и впоследствии	1	1
503	не мог	4	1
504	и ко	1	1
505	бы на	1	1
506	в своей	5	1
507	что такое	1	1
508	нас не	1	1
509	как все	2	1
510	это делает	1	1
511	с к	1	1
512	во времена	1	1
513	и благодаря	1	1
514	станет для	1	1
515	то для	1	1
516	его мнению	2	1
517	не к	3	1
518	иначе как	2	1
519	и нужно	1	1
520	основании этих	1	1
521	из области	3	1
522	и той	2	1
523	но он	2	1
524	друг другу	2	1
525	состоит в	3	1
526	а всегда	1	1
527	и эти	2	1
528	борьбу с	1	1
529	их в	2	1
530	в корне	1	1
531	ставит себя	1	1
532	однако в	1	1
533	с такими	1	1
534	что этот	4	1
535	на всю	2	1
536	намека на	1	1
537	случае мы	1	1
538	дело только	1	1
539	а от	1	1
540	стоит в	1	1
541	и другое	4	1
542	самого начала	6	1
543	как о	1	1
544	не имеет	6	1
545	принадлежат к	1	1
546	на два	1	1
547	и притом	1	1
548	ее с	1	1
549	к этим	1	1
550	не по	1	1
551	что каждое	1	1
552	в уме	1	1
553	борьба невозможна	1	1
554	мы воспринимаем	1	1
555	вытекает из	2	1
556	нельзя не	2	1
557	дело в	1	1
558	больше чем	4	1
559	именно с	1	1
560	будем признать	1	1
561	к концу	3	1
562	к ней	2	1
563	видим что	8	1
564	уже говорили	3	1
565	это слово	1	1
566	и его	6	1
567	которые часто	1	1
568	вся картина	1	1
569	ли это	2	1
570	не потому	1	1
571	конечно только	1	1
572	одному пути	1	1
573	с и	6	1
574	становится как	1	1
575	и заключается	1	1
576	относиться к	1	1
577	есть только	2	1
578	и другой	1	1
579	не знаем	2	1
580	бы он	1	1
581	конца не	1	1
582	всегда в	1	1
583	двух детей	1	1
584	но при	1	1
585	вывод что	1	1
586	что составляет	1	1
587	здесь не	3	1
588	не могу	2	1
589	которые все	1	1
590	а другая	1	1
591	себе больше	1	1
592	они стараются	1	1
593	ниже по	1	1
594	основной цели	1	1
595	мысль о	1	1
596	каждый раз	1	1
597	что впечатление	2	1
598	на той	1	1
599	с самого	6	1
600	говорили что	1	1
601	то время	2	1
602	роль в	1	1
603	и которую	1	1
604	учит нас	1	1
605	и другими	2	1
606	же эти	1	1
607	именно этот	1	1
608	к тем	3	1
609	не исчерпывается	1	1
610	нет вовсе	1	1
611	ничего не	2	1
612	будет уже	1	1
613	и та	2	1
614	время в	5	1
615	язык и	1	1
616	но мы	2	1
617	никак не	7	1
618	еще дальше	1	1
619	и просто	1	1
620	все та	1	1
621	образом мы	4	1
622	котором они	1	1
623	образом все	1	1
624	а у	2	1
625	и всю	1	1
626	у таких	1	1
627	не считаясь	1	1
628	раньше чем	1	1
629	у другого	1	1
630	ним и	1	1
631	когда дело	1	1
632	в другой	1	1
633	принципиальной разницы	1	1
634	и главное	1	1
635	у всех	4	1
636	на наших	2	1
637	и следовательно	2	1
638	и всякое	1	1
639	в лучшем	2	1
640	узнать ее	1	1
641	один из	6	1
642	же все	1	1
643	видели что	2	1
644	совсем не	3	1
645	мы видим	12	1
646	считаясь с	1	1
647	вступить в	1	1
648	каждом шагу	1	1
649	по мнению	2	1
650	нам удалось	2	1
651	что так	2	1
652	по этому	1	1
653	согласно с	2	1
654	приводятся в	1	1
655	с которыми	1	1
656	в качестве	2	1
657	для всех	2	1
658	уже не	2	1
659	только на	1	1
660	так точно	2	1
661	в нашей	1	1
662	целого ряда	1	1
663	и выводов	1	1
664	но совершенно	1	1
665	за ним	1	1
666	что борьба	1	1
667	к каким	2	1
668	который как	2	1
669	является именно	1	1
670	своих собственных	1	1
671	для меня	1	1
672	ее не	3	1
673	у этих	3	1
674	друг друга	1	1
675	истинную сущность	2	1
676	заметить что	2	1
677	тем что	3	1
678	в других	1	1
679	указание на	1	1
680	само собой	1	1
681	параллельно с	3	1
682	бы это	1	1
683	этим двум	1	1
684	на стороне	1	1
685	смотря по	1	1
686	были бы	3	1
687	именно как	1	1
688	из двух	3	1
689	к совершенно	2	1
690	и заключает	1	1
691	и вредные	1	1
692	ней и	1	1
693	и даже	4	1
694	в высшей	1	1
695	же часто	1	1
696	а именно	1	1
697	будет ли	1	1
698	к которому	1	1
699	и между	4	1
700	как же	2	1
701	еще и	2	1
702	к его	2	1
703	и затем	2	1
704	с ней	1	1
705	деле если	1	1
706	на основании	1	1
707	тем чтобы	1	1
708	а на	1	1
709	а сам	1	1
710	до конца	2	1
711	а не	7	1
712	зависит от	1	1
713	вывода из	1	1
714	долго и	1	1
715	и оно	1	1
716	на эту	1	1
717	когда же	1	1
718	когда она	3	1
719	он и	1	1
720	тем больше	2	1
721	виде в	1	1
722	именно поэтому	1	1
723	все более	2	1
724	вступает в	1	1
725	эти слова	2	1
726	должна была	1	1
727	смысл что	1	1
728	решение вопроса	1	1
729	в область	1	1
730	что за	2	1
731	а если	1	1
732	наряду с	3	1
733	смысле этого	2	1
734	совершенно одинаковой	1	1
735	уже указали	2	1
736	дать картину	1	1
737	эту мысль	1	1
738	в тот	1	1
739	быть не	2	1
740	дело идет	1	1
741	серьезный и	1	1
742	художественное произведение	1	1
743	благодаря этому	2	1
744	только для	3	1
745	оба они	1	1
746	лучшем случае	2	1
747	же самое	10	1
748	и практическая	1	1
749	все остальные	1	1
750	противоречие с	2	1
751	с простым	1	1
752	пока еще	1	1
753	она должна	3	1
754	всего в	1	1
755	и часто	2	1
756	ли в	1	1
757	в самые	1	1
758	с удивлением	1	1
759	на время	2	1
760	тогда не	1	1
761	последнего что	1	1
762	он признает	1	1
763	развития и	2	1
764	соединяются в	1	1
765	или нет	1	1
766	еще более	1	1
767	мы попытаемся	1	1
768	мысль на	1	1
769	будто бы	1	1
770	что следовательно	1	1
771	или не	2	1
772	этим он	1	1
773	это все	1	1
774	необходимое условие	1	1
775	сказать что	4	1
776	была бы	2	1
777	от всех	1	1
778	прибавим еще	1	1
779	количество возможных	1	1
780	нет но	1	1
781	на гибель	2	1
782	всех других	1	1
783	что ни	1	1
784	с каждым	2	1
785	но еще	1	1
786	увидим что	9	1
787	ее в	4	1
788	в своих	4	1
789	нет что	1	1
790	и эта	1	1
791	с такой	5	1
