N	3gram	Bakhtin_Pr_1	Analitik
1	в том что	7	7
2	по отношению к	11	7
3	так и не	1	5
4	с другой стороны	2	5
5	о том что	2	5
6	по крайней мере	2	4
7	до известной степени	1	3
8	в данном случае	2	3
9	то же время	7	3
10	не только не	1	3
11	в то же	7	3
12	в этом отношении	5	3
13	дело в том	1	2
14	как нам кажется	2	2
15	подобно тому как	3	2
16	том что он	4	2
17	с точки зрения	15	2
18	в отличие от	2	2
19	в значительной степени	1	2
20	не только к	1	2
21	тем или иным	1	2
22	во всяком случае	3	2
23	авторской позиции и	1	2
24	а в том	1	2
25	можно сказать что	2	2
26	и в форме	1	2
27	и в сущности	1	1
28	под этим углом	2	1
29	даже в пределах	1	1
30	хотя и не	1	1
31	к себе самому	1	1
32	то есть не	2	1
33	а потому и	1	1
34	чего нет в	1	1
35	из этих трех	1	1
36	на самом деле	3	1
37	одно из самых	1	1
38	в самом деле	2	1
39	в этом смысле	9	1
40	как если бы	1	1
41	до сих пор	2	1
42	в романе достоевского	6	1
43	в зависимости от	3	1
44	хотя бы и	2	1
45	и т.п все	1	1
46	между тем как	4	1
47	о себе самом	6	1
48	по нашему убеждению	2	1
49	несмотря на свою	1	1
50	с самим собою	1	1
51	перед нами не	1	1
52	на этот вопрос	1	1
53	этим углом зрения	2	1
54	по себе а	1	1
55	позицию по отношению	1	1
56	в том чтобы	1	1
57	не только в	1	1
58	так и в	1	1
59	не столько в	1	1
60	в известном смысле	1	1
61	не могут быть	1	1
62	которые могли бы	1	1
63	и как бы	1	1
64	по природе своей	1	1
65	а не как	3	1
66	всяком случае не	1	1
67	по этому пути	1	1
68	углом зрения мы	1	1
69	не в том	1	1
70	по себе еще	2	1
71	для него самого	3	1
72	как бы в	2	1
73	в полной мере	1	1
74	для того чтобы	2	1
75	в первой и	1	1
76	по ту сторону	1	1
77	того или иного	1	1
78	себе еще не	2	1
79	не может быть	3	1
80	внешних и внутренних	1	1
81	но с другой	1	1
82	хотя он и	1	1
83	и для автора	1	1
84	в первом случае	1	1
85	само по себе	2	1
86	в одном из	2	1
87	то есть в	3	1
88	именно потому что	2	1
89	тем более что	1	1
90	заключается в том	2	1
91	в большинстве случаев	2	1
92	в каждом отдельном	1	1
93	было бы сказать	1	1
94	что и в	1	1
