N	3gram	Potebnia_M_4	RusskieA
1	в том что	7	18
2	в этом случае	5	6
3	в данном случае	2	6
4	для того чтобы	4	6
5	и т д	3	5
6	вместе с тем	3	4
7	о том что	5	4
8	там же в	1	4
9	мы видели что	1	4
10	в этих случаях	2	3
11	не может быть	5	3
12	это показывает что	1	3
13	подобно тому как	2	3
14	только тогда когда	4	3
15	тем не менее	4	2
16	что иное как	2	2
17	может быть только	1	2
18	и многие другие	1	2
19	не что иное	2	2
20	в том чтобы	1	2
21	мы не можем	3	2
22	в то время	1	2
23	после того как	2	2
24	с одной стороны	1	2
25	кроме того в	1	2
26	на нее как	1	1
27	а между тем	4	1
28	отсюда видно что	1	1
29	потому что в	3	1
30	иметь в виду	1	1
31	в виду что	1	1
32	но так как	1	1
33	в настоящее время	1	1
34	так что в	1	1
35	в том же	2	1
36	о том как	1	1
37	так как при	1	1
38	может быть назван	3	1
39	и во многих	1	1
40	связи с другими	1	1
41	не отличаются от	1	1
42	и то и	1	1
43	во многих других	1	1
44	почвы на которой	1	1
45	но и в	1	1
46	между тем как	2	1
47	а может быть	1	1
48	в этом отношении	1	1
49	таким образом в	1	1
50	то что в	2	1
51	следует обратить внимание	1	1
52	что чем больше	1	1
53	приписывалось влияние на	1	1
54	может быть и	1	1
55	в это время	1	1
56	что в первый	1	1
57	в ту сторону	1	1
58	здесь мы имеем	1	1
59	может быть не	1	1
60	во всяком случае	3	1
61	на первый взгляд	1	1
62	смысле этого слова	1	1
63	на доску и	1	1
64	и в этом	4	1
65	так как оно	2	1
66	состоять в том	1	1
67	той и другой	1	1
68	очевидно что и	1	1
69	то что по	1	1
70	дело в том	1	1
71	с другой стороны	1	1
72	и в том	2	1
73	все то что	1	1
74	и в таком	1	1
75	выше мы видели	1	1
76	в свою очередь	1	1
77	тем и другим	3	1
78	и все это	1	1
79	в связь с	1	1
80	нее как на	1	1
81	можно сказать что	4	1
82	с тем и	2	1
83	на то что	4	1
84	вопрос о том	2	1
85	и таким образом	3	1
86	дело не в	1	1
87	но и эта	1	1
88	как и в	1	1
89	особое значение и	1	1
