N	3gram	Propp_Isto_4	formyVre
1	в связи с	2	7
2	не только в	2	5
3	и в особенности	1	3
4	в том числе	1	3
5	в средние века	2	3
6	о том как	1	3
7	но и в	1	3
8	во всех этих	1	3
9	в большинстве случаев	1	3
10	и т д	24	3
11	что в этом	1	2
12	то же самое	2	2
13	в этом случае	3	2
14	до сих пор	5	2
15	друг на друга	1	2
16	может быть и	1	2
17	у него есть	1	2
18	мы имеем в	2	2
19	тем более что	1	2
20	мы скажем в	1	1
21	во время путешествия	1	1
22	они основаны на	1	1
23	а не за	1	1
24	и связанные с	1	1
25	и целый ряд	1	1
26	и не только	1	1
27	как и все	1	1
28	что он не	1	1
29	имеет отношение к	1	1
30	как мы увидим	1	1
31	но он не	1	1
32	иной мир но	1	1
33	он не мог	1	1
34	обращаем внимание на	1	1
35	здесь еще не	1	1
36	вместе с тем	1	1
37	одно и то	1	1
38	так как он	2	1
39	здесь мы видим	1	1
40	то время как	1	1
41	в загробном мире	1	1
42	как и в	1	1
43	в данном случае	3	1
44	с полной ясностью	1	1
45	в критический момент	1	1
46	таким образом и	1	1
47	и в большинстве	1	1
48	мы здесь не	1	1
49	в иной мир	6	1
50	и то же	1	1
51	по сравнению с	3	1
52	приведем несколько примеров	2	1
53	все же еще	1	1
54	но и другие	1	1
55	в наши задачи	1	1
56	объясняется тем что	1	1
57	с другой стороны	4	1
58	не может быть	4	1
59	в широком смысле	1	1
60	в то время	1	1
61	том что они	1	1
62	и вместе с	1	1
63	и никому не	1	1
64	о том что	2	1
65	в фольклоре не	1	1
66	но все же	4	1
67	можно сказать что	1	1
68	за тридевять земель	1	1
69	в другом случае	2	1
70	и во всем	1	1
71	к тому что	1	1
72	те же функции	1	1
73	всех этих случаях	1	1
74	что и в	1	1
75	как мы видели	3	1
76	только с помощью	1	1
