N	2gram	Tiupa_Anal_1	Problema
1	то есть	11	39
2	то что	6	38
3	вовсе не	2	37
4	и не	21	37
5	и в	18	35
6	не есть	8	33
7	не только	15	24
8	том что	12	19
9	о том	5	18
10	может быть	29	18
11	в этом	13	17
12	но и	17	16
13	такого рода	5	15
14	что мы	3	14
15	только в	6	14
16	не менее	1	13
17	потому что	2	13
18	не может	22	13
19	и что	1	13
20	во всяком	1	13
21	также и	2	12
22	того что	4	12
23	в том	27	12
24	хотя бы	3	12
25	не просто	2	11
26	не будет	3	11
27	и даже	1	11
28	так что	1	11
29	прежде всего	6	11
30	что в	5	11
31	в таком	3	11
32	таком случае	3	10
33	и то	2	10
34	еще не	3	10
35	всяком случае	1	10
36	ничего не	1	10
37	и с	2	10
38	а не	17	10
39	в данном	2	10
40	да и	1	10
41	тем более	2	10
42	едва ли	2	9
43	в этой	5	9
44	для себя	2	9
45	только на	1	9
46	что же	2	9
47	для нас	1	9
48	тут же	1	8
49	все же	4	8
50	по себе	4	8
51	в виду	1	8
52	было бы	2	8
53	уже не	4	8
54	при помощи	2	8
55	как раз	1	8
56	смысле слова	1	7
57	есть нечто	1	7
58	все эти	2	7
59	того или	3	7
60	мы не	1	7
61	тем самым	7	7
62	не является	2	7
63	так и	4	7
64	в его	13	7
65	так как	2	7
66	и т	3	6
67	есть не	8	6
68	мы и	1	6
69	с другой	4	6
70	но как	1	6
71	а только	1	6
72	но в	8	6
73	что все	1	6
74	по крайней	1	6
75	не о	2	6
76	как будто	3	6
77	крайней мере	1	6
78	же самое	2	6
79	можно сказать	2	6
80	в виде	1	6
81	ни в	4	6
82	в области	4	6
83	или иначе	1	6
84	а именно	3	6
85	о чем	1	6
86	но это	1	6
87	при условии	1	6
88	и для	1	6
89	в то	9	6
90	то же	9	5
91	между собой	2	5
92	по своему	1	5
93	отнюдь не	15	5
94	в самом	6	5
95	в себе	11	5
96	с другими	4	5
97	этом смысле	1	5
98	как и	13	5
99	и более	4	5
100	раз и	1	5
101	под этим	1	5
102	связи с	1	5
103	будто бы	3	5
104	той или	6	5
105	как мы	2	5
106	данном случае	2	5
107	языка и	1	5
108	и на	5	5
109	с одной	3	5
110	одной стороны	3	5
111	или иной	6	5
112	что не	3	5
113	другой стороны	2	5
114	в частности	19	5
115	в связи	1	5
116	или другой	1	5
117	и все	3	5
118	или иного	3	5
119	предполагает что	1	4
120	самом деле	2	4
121	на самом	2	4
122	и есть	3	4
123	и значение	1	4
124	не вполне	1	4
125	и самого	2	4
126	но не	10	4
127	не все	2	4
128	и той	1	4
129	и как	5	4
130	более или	1	4
131	всех этих	1	4
132	их в	1	4
133	таким образом	3	4
134	заключается в	1	4
135	и тем	1	4
136	далеко не	6	4
137	между собою	1	4
138	на первый	1	4
139	или менее	1	4
140	в этих	1	4
141	самое время	2	4
142	собой и	1	4
143	в отношении	1	4
144	до сих	1	4
145	в каком	1	4
146	уже о	1	4
147	не могут	3	4
148	все еще	1	4
149	и о	2	4
150	говоря уже	1	4
