N	2gram	Propp_Isto_5	DiskursI
1	в себе	1	19
2	при этом	1	17
3	в этом	10	16
4	как и	7	16
5	состоит в	1	16
6	и в	25	16
7	в качестве	7	16
8	может быть	17	16
9	и не	11	15
10	а не	2	14
11	отличие от	1	12
12	в отличие	1	12
13	в частности	7	12
14	но в	1	11
15	представляет собой	7	11
16	но и	13	11
17	со стороны	2	10
18	не только	13	10
19	том что	8	10
20	не может	6	9
21	такого рода	1	9
22	как в	6	8
23	в том	6	8
24	а также	1	8
25	но не	5	7
26	в данном	3	7
27	в нем	7	7
28	не менее	4	7
29	прежде всего	6	7
30	то же	4	6
31	еще не	8	6
32	данном случае	2	6
33	себя в	6	6
34	отнюдь не	1	6
35	все же	10	6
36	в своей	2	6
37	тем самым	1	6
38	в своих	1	6
39	и на	8	5
40	в своем	1	5
41	в противоположность	1	5
42	в то	3	5
43	с другой	9	5
44	же время	1	5
45	что в	8	5
46	для него	1	5
47	то что	7	5
48	а с	1	5
49	героя в	9	5
50	по отношению	2	4
51	в этой	3	4
52	роль в	2	4
53	человека в	3	4
54	в основе	1	4
55	потому что	7	4
56	о том	7	4
57	в пределах	4	4
58	одного из	1	4
59	с одной	7	4
60	одно из	1	4
61	в одном	1	4
62	одной стороны	7	4
63	как бы	2	4
64	мира и	1	4
65	точки зрения	2	4
66	к его	2	4
67	к этому	2	4
68	отношению к	2	4
69	можно назвать	1	4
70	также и	1	3
71	например в	5	3
72	и ее	1	3
73	перед нами	2	3
74	и как	3	3
75	и наконец	1	3
76	все эти	8	3
77	он не	4	3
78	его в	9	3
79	это не	6	3
80	соответствии с	1	3
81	в этих	6	3
82	в котором	1	3
83	не в	6	3
84	в русской	3	3
85	мире и	1	3
86	могут быть	6	3
87	приводит к	1	3
88	еще в	2	3
89	в его	12	3
90	восходит к	1	3
91	только в	7	3
92	и его	9	3
93	уже не	11	3
94	из них	2	3
95	из двух	2	3
96	или иной	1	3
97	здесь в	1	3
98	не было	1	3
99	не знает	1	3
100	как будто	1	3
101	можно сказать	2	3
102	но это	7	3
103	и все	3	3
104	жизни и	2	3
105	как на	1	3
106	же как	4	2
107	того же	2	2
108	и это	4	2
109	той же	1	2
110	потом и	1	2
111	место в	1	2
112	в ней	5	2
113	к своему	1	2
114	мы имеем	14	2
115	не нужно	1	2
116	время в	2	2
117	не требует	1	2
118	легко может	1	2
119	уже как	1	2
120	отношение к	1	2
121	стороны и	1	2
122	что как	1	2
123	как уже	1	2
124	в целом	3	2
125	должна быть	1	2
126	подобно тому	1	2
127	за которым	1	2
128	и с	3	2
129	входит в	5	2
130	на почве	1	2
131	но уже	3	2
132	такой же	2	2
133	все это	4	2
134	этом случае	7	2
135	в ходе	1	2
136	с точки	1	2
137	пока еще	1	2
138	их в	3	2
139	верхний мир	1	2
140	никогда не	3	2
141	со своим	1	2
142	сводится к	1	2
143	что на	1	2
144	здесь не	1	2
145	говорит об	1	2
146	в себя	3	2
147	живет в	5	2
148	что и	6	2
149	в верхний	1	2
150	в соответствии	1	2
151	а сам	2	2
152	может иметь	1	2
153	вместе с	22	2
154	о чем	2	2
155	тому как	1	2
156	а потом	1	2
157	в свое	2	2
158	в формах	2	2
159	в наше	2	2
160	и для	2	2
161	а в	3	2
162	с ней	2	2
163	другой стороны	8	2
164	что он	22	2
165	все люди	1	2
166	а герой	2	2
167	себя как	1	1
168	является для	1	1
169	одним из	2	1
170	очень близка	1	1
171	самом деле	2	1
172	тех же	2	1
173	переход от	1	1
174	и есть	1	1
175	на две	1	1
176	проникает в	1	1
177	но если	1	1
178	и могут	1	1
179	встречается и	2	1
180	есть не	1	1
181	из рассказов	1	1
182	в особой	1	1
183	мы не	5	1
184	оно означает	1	1
185	вопрос о	2	1
186	я не	1	1
187	они были	1	1
188	но даже	1	1
189	ему в	3	1
190	в некотором	2	1
191	это время	2	1
192	произведениях как	1	1
193	больно и	2	1
194	он сам	1	1
195	во всех	2	1
196	как правило	1	1
197	в ее	4	1
198	о смерти	1	1
199	не то	1	1
200	если в	3	1
201	ответ на	1	1
202	в истории	4	1
203	и сюжет	1	1
204	вследствие чего	1	1
205	в одной	1	1
206	некоторое время	2	1
207	пределах одной	1	1
208	дает себя	1	1
209	себе не	1	1
210	которых является	1	1
211	то в	2	1
212	таких произведениях	1	1
213	в самом	1	1
214	в которой	4	1
215	так в	2	1
216	право на	1	1
217	рассказ содержит	1	1
218	по имени	1	1
219	но на	1	1
220	как у	2	1
221	не имеют	1	1
222	задний план	1	1
223	и только	1	1
224	на мысль	1	1
225	и еще	1	1
226	он должен	1	1
227	не изучены	1	1
228	не как	4	1
229	в предыдущих	2	1
230	в силу	1	1
231	не исчерпывают	1	1
232	на этом	3	1
233	с этой	2	1
234	таким образом	9	1
235	мы его	1	1
236	об этом	2	1
237	на спине	2	1
238	не соответствует	1	1
239	еще одно	1	1
240	в жизни	1	1
241	героя или	1	1
242	она и	1	1
243	этого не	1	1
244	несмотря на	2	1
245	самых ранних	1	1
246	которую он	1	1
247	позднего происхождения	1	1
248	с магическими	1	1
249	о герое	2	1
250	наводит на	1	1
251	пределах одного	1	1
252	в которых	3	1
253	бы мы	2	1
254	героя с	1	1
255	одном лице	1	1
256	тем не	4	1
257	героя но	2	1
258	и более	1	1
259	перед ним	1	1
260	что этот	2	1
261	чудовищем которое	1	1
262	же может	1	1
263	изнутри в	1	1
264	случае мы	1	1
265	и герой	2	1
266	на три	1	1
267	но они	1	1
268	в таких	3	1
269	она не	2	1
270	здесь невозможно	1	1
271	виду что	1	1
272	самого начала	1	1
273	как о	1	1
274	дело не	1	1
275	одна из	2	1
276	я буду	1	1
277	на него	8	1
278	в процессе	1	1
279	xix века	1	1
280	близок к	1	1
281	в самых	1	1
282	о них	1	1
283	в поздних	1	1
284	например не	1	1
285	и всегда	1	1
286	ничего не	2	1
287	не вполне	1	1
288	того как	4	1
289	обратим внимание	2	1
290	нас же	1	1
291	как новый	2	1
292	к ней	1	1
293	целое в	1	1
294	во всем	2	1
295	однако это	1	1
296	и картина	1	1
297	к себе	1	1
298	она во	1	1
299	не оставляют	1	1
300	но все	5	1
