N	2gram	Losev_Vlad_1	Tragedij
1	и в	31	18
2	в году	30	9
3	в этом	14	9
4	не только	24	8
5	он сам	2	7
6	и с	14	7
7	и на	3	7
8	может быть	6	7
9	и не	17	7
10	но в	12	6
11	и его	7	6
12	же время	4	6
13	что он	12	6
14	у него	15	6
15	то же	6	5
16	все же	3	5
17	это не	1	5
18	как и	4	5
19	несмотря на	4	5
20	в то	8	5
21	в дальнейшем	8	5
22	так и	6	5
23	не может	6	5
24	к жизни	2	5
25	он всегда	1	4
26	я не	4	4
27	еще не	2	4
28	в себе	4	4
29	в целом	3	4
30	в этой	4	4
31	в нем	4	4
32	об этом	7	4
33	том что	14	4
34	что я	2	4
35	и что	6	4
36	но и	19	4
37	и даже	15	4
38	прежде всего	1	4
39	так же	1	4
40	но это	3	4
41	все это	5	4
42	что в	14	4
43	и все	4	4
44	то что	18	4
45	к людям	1	3
46	и он	3	3
47	отнюдь не	3	3
48	как в	3	3
49	в своем	4	3
50	и как	4	3
51	все эти	3	3
52	при этом	2	3
53	то есть	3	3
54	тем самым	2	3
55	что с	2	3
56	о чем	1	3
57	своего отца	1	3
58	с ее	1	3
59	и сам	6	3
60	жизнь и	3	3
61	с ним	5	3
62	на страницах	1	3
63	к нему	4	3
64	в его	12	3
65	один из	4	3
66	уже в	7	3
67	для него	7	3
68	в конце	9	3
69	как это	7	3
70	что за	1	3
71	в основном	1	3
72	и до	2	2
73	и за	2	2
74	никогда не	9	2
75	и то	10	2
76	он был	14	2
77	не был	5	2
78	и личность	2	2
79	столь же	1	2
80	с его	11	2
81	отношение к	3	2
82	тут же	7	2
83	не просто	1	2
84	так что	10	2
85	и я	2	2
86	это был	5	2
87	говорит что	4	2
88	с г	1	2
89	в самом	2	2
90	то и	2	2
91	жизнью и	1	2
92	он не	10	2
93	что она	2	2
94	но все	1	2
95	что все	2	2
96	знает что	1	2
97	отца и	3	2
98	в это	2	2
99	ни в	2	2
100	с тем	2	2
101	сам говорит	1	2
102	не мог	3	2
103	любви и	1	2
104	длинные и	1	2
105	вопрос о	1	2
106	но эта	1	2
107	не в	5	2
108	что этот	3	2
109	вместе со	1	2
110	раз и	3	2
111	к обществу	1	2
112	этими двумя	1	2
113	одна из	1	2
114	xix веке	1	2
115	не могут	1	2
116	он и	6	2
117	к тому	3	2
118	и это	2	2
119	году в	2	2
120	первого же	3	2
121	веру в	1	2
122	раз он	1	2
123	еще в	4	2
124	как у	1	2
125	а что	1	2
126	ничего не	3	2
