N	2gram	Savitsky_P_1	Dialekti
1	т е	3	46
2	не есть	1	40
3	и не	12	30
4	и есть	2	19
5	а не	2	18
6	и т	3	17
7	может быть	5	17
8	то что	4	16
9	т д	1	15
10	и в	14	15
11	как бы	4	14
12	точки зрения	3	14
13	не имеет	1	14
14	что это	1	13
15	по себе	4	13
16	того что	2	13
17	это не	3	12
18	в этом	10	11
19	и вот	2	11
20	говорить о	2	11
21	ясно что	1	11
22	в том	9	11
23	прежде всего	3	11
24	не может	4	11
25	о личности	1	10
26	том что	4	10
27	потому что	3	10
28	с ее	1	10
29	она есть	3	10
30	то же	9	9
31	мы не	3	9
32	было бы	6	9
33	с точки	3	9
34	и –	1	9
35	и что	1	9
36	и пр	5	9
37	все это	2	9
38	не в	5	8
39	в себе	3	8
40	не только	17	8
41	и это	2	8
42	и о	5	8
43	и ее	1	8
44	должна быть	1	7
45	не просто	1	7
46	что именно	1	7
47	и мы	2	7
48	как и	1	7
49	что оно	1	7
50	только в	7	7
51	что мы	3	7
52	что в	4	7
53	хотя и	3	6
54	и тем	2	6
55	если бы	4	6
56	в то	7	6
57	же время	7	6
58	что и	1	6
59	веры и	1	6
60	нет ничего	1	6
61	в результате	1	6
62	тем более	2	6
63	ни на	1	6
64	в сфере	2	5
65	и на	1	5
66	с его	1	5
67	в своем	4	5
68	на то	1	5
69	в нем	3	5
70	есть не	2	5
71	в жизни	2	5
72	в ней	6	5
73	того чтобы	1	5
74	тогда когда	1	5
75	в каком	1	5
76	в себя	1	5
77	именно в	2	5
78	в свете	1	5
79	если мы	1	5
80	для того	3	5
81	в смысле	6	5
82	также и	1	4
83	оно есть	1	4
84	хотя бы	8	4
85	в этой	1	4
86	и как	3	4
87	идеи и	1	4
88	не как	1	4
89	в силу	2	4
90	и с	2	4
91	этом смысле	1	4
92	с тем	3	4
93	и уже	1	4
94	она не	1	4
95	что все	1	4
96	идет речь	1	4
97	еще не	1	4
98	она всегда	1	4
99	в его	2	4
100	мы должны	4	4
101	мы видим	1	4
102	с ними	3	4
103	есть в	2	4
104	не о	2	4
105	само по	1	4
106	как раз	2	4
107	отнюдь не	2	4
108	так же	1	4
109	именно о	1	4
110	но и	6	4
111	отношения к	2	3
112	и то	1	3
113	что если	1	3
114	со стороны	2	3
115	в истории	1	3
116	с этим	2	3
117	но в	9	3
118	бы и	1	3
119	и если	4	3
120	от нее	1	3
121	в данном	1	3
122	чтобы это	1	3
123	в предыдущем	1	3
124	нет никакого	1	3
125	иной раз	1	3
126	есть прежде	1	3
127	и притом	1	3
128	мы можем	1	3
129	та или	1	3
130	могут быть	3	3
131	в собственном	1	3
132	к жизни	1	3
133	без того	1	3
134	в виде	2	3
135	в области	11	3
136	в природе	1	3
137	что не	1	3
138	на основании	1	3
139	и потому	4	3
140	– все	1	3
141	в сравнении	3	3
142	есть и	1	3
143	тем самым	3	3
144	одних и	2	2
145	можно говорить	1	2
146	и без	3	2
147	и само	1	2
148	что уже	1	2
149	вопрос о	1	2
150	науки и	1	2
151	есть нечто	2	2
152	бы ни	2	2
153	не нужно	2	2
154	во всех	2	2
155	но как	1	2
156	и чем	1	2
157	вот как	1	2
158	все же	1	2
159	что по	1	2
160	в самом	1	2
161	в которой	1	2
162	из этих	1	2
163	думать что	2	2
164	собственном смысле	1	2
165	заключается в	3	2
166	весь мир	1	2
167	в них	2	2
168	осуществляется в	2	2
169	реальность и	2	2
170	должно быть	2	2
171	нисколько не	1	2
172	в котором	4	2
173	по сравнению	2	2
174	что было	1	2
175	что с	1	2
176	что есть	1	2
177	в отношении	10	2
178	не менее	2	2
179	или что	1	2
180	что эта	1	2
181	и именно	1	2
182	можно судить	1	2
183	никогда не	1	2
184	или иная	1	2
185	и по	1	2
186	она должна	1	2
187	может и	2	2
188	по характеру	2	2
189	в ее	2	2
190	совершенно ясно	1	2
191	для этого	1	2
192	находится в	1	2
193	иного и	1	2
194	никак не	2	2
195	говорить об	1	2
196	во всей	2	2
197	и только	1	2
198	интеллигенции и	1	2
199	мы хотим	1	2
200	в качестве	9	2
201	история и	1	2
202	себя в	1	2
203	реальное и	1	2
204	но о	2	2
205	из них	2	2
206	отличие от	1	2
207	и веры	1	2
208	не было	2	2
209	т н	1	2
210	и тех	1	2
211	идеи в	1	2
212	другой стороны	1	2
213	в частности	2	2
214	вместе с	1	2
215	сравнению с	1	2
216	да и	2	2
217	сравнении с	3	2
218	время есть	1	2
219	где бы	2	2
220	но для	1	2
221	только мы	1	2
222	прежде чем	1	2
223	главным образом	2	2
224	только что	1	2
225	отношении к	5	2
226	и при	1	2
227	видим в	1	2
228	во всяком	1	2
229	равным образом	1	1
230	же как	1	1
231	и через	1	1
232	и движение	1	1
233	но чтобы	1	1
