N	3gram	Bakhtin_Pr_3	Freidism
1	с точки зрения	2	11
2	по отношению к	1	8
3	во всяком случае	1	7
4	не может быть	1	7
5	в большинстве случаев	4	5
6	и прежде всего	5	5
7	в зависимости от	2	4
8	то же время	5	4
9	в то же	5	4
10	можно сказать что	4	4
11	как мы уже	3	4
12	теперь мы должны	2	3
13	в собственном смысле	2	3
14	и тот же	1	3
15	в следующей главе	1	3
16	и той же	1	3
17	один и тот	1	3
18	мы можем сказать	1	3
19	с самого начала	3	3
20	одной и той	1	3
21	можем сказать что	1	3
22	и связанных с	1	2
23	а потому и	1	2
24	то же самое	1	2
25	до сих пор	5	2
26	и не может	1	2
27	в отличие от	1	2
28	может быть и	2	2
29	в предыдущей главе	1	2
30	но в то	1	2
31	так и в	2	2
32	в его целом	1	2
33	все то что	2	2
34	в этом отношении	1	2
35	на этом мы	1	2
36	в ее целом	1	2
37	тем не менее	2	2
38	мы уже знаем	1	2
39	в конце концов	1	2
40	мы видели что	2	2
41	и может быть	1	1
42	мы остановимся только	1	1
43	нет и не	1	1
44	или хотя бы	1	1
45	к себе самому	6	1
46	основе их лежит	1	1
47	да и не	1	1
48	и поступки человека	1	1
49	ничего не было	1	1
50	равно как и	1	1
51	в котором он	1	1
52	и даже не	1	1
53	мы должны перейти	1	1
54	непосредственно связано с	1	1
55	но тем не	1	1
56	в нем и	1	1
57	о которой мы	1	1
58	мы находим в	1	1
59	как и все	1	1
60	в эту эпоху	1	1
61	должны перейти к	1	1
62	по отношению ко	1	1
63	в основе их	1	1
64	является одним из	1	1
65	на самом же	1	1
66	не менее он	1	1
67	получить только в	1	1
68	он связан с	1	1
69	по крайней мере	1	1
70	нужно отметить что	1	1
71	и этим как	1	1
72	еще не знает	1	1
73	даже и не	2	1
74	мы конечно не	1	1
75	на этой почве	1	1
76	не чем иным	1	1
77	очень важный момент	1	1
78	остановимся только на	1	1
79	продолжает жить и	1	1
80	таким образом и	1	1
81	в беседе с	1	1
82	в себя и	1	1
83	а также и	3	1
84	и на всех	1	1
85	но при этом	1	1
86	по сравнению с	4	1
87	легли в основу	1	1
88	а может быть	1	1
89	внешней и внутренней	1	1
90	и все другие	1	1
91	это было бы	1	1
92	чем иным как	1	1
93	мы не будем	1	1
94	каждого из этих	1	1
95	в некоторых отношениях	1	1
96	самого начала его	1	1
97	о том что	2	1
98	той или иной	1	1
99	или во всяком	1	1
100	как мы видим	1	1
101	смысле этого слова	1	1
102	но вовсе не	1	1
103	которой мы говорили	1	1
104	в этом смысле	1	1
105	и на протяжении	1	1
106	этим как бы	1	1
107	поэтому они и	1	1
108	и в нем	1	1
109	самом же деле	1	1
110	во всех его	1	1
111	в том что	3	1
112	но не может	1	1
113	конечно не можем	1	1
114	может быть даже	1	1
115	ту роль которую	1	1
116	и все его	1	1
117	только с помощью	1	1
