N	3gram	Voloshinov_2	KulturaY
1	с точки зрения	13	16
2	в самом деле	5	11
3	для того чтобы	6	11
4	тем не менее	1	9
5	до сих пор	3	8
6	в том что	6	8
7	в зависимости от	2	7
8	той или иной	4	5
9	в этом случае	1	4
10	с одной стороны	3	4
11	в связи с	7	4
12	на самом деле	4	3
13	того или иного	2	3
14	сам по себе	1	3
15	не только в	1	3
16	а с другой	1	3
17	в первую очередь	1	3
18	с другой стороны	1	3
19	не может быть	10	3
20	так и в	1	3
21	о том что	3	3
22	смысле этого слова	4	2
23	какой мере не	1	2
24	в той или	3	2
25	в какой мере	1	2
26	и того же	4	2
27	одним и тем	2	2
28	и тем же	2	2
29	по отношению к	8	2
30	не говоря уже	1	2
31	в том числе	1	2
32	говоря уже о	1	2
33	в таком случае	3	2
34	в отличие от	3	2
35	том что не	1	2
36	ничего не значит	1	2
37	ни в какой	2	2
38	в двух направлениях	2	2
39	не могут быть	1	2
40	лишь с точки	1	2
41	в русском языке	4	2
42	двух направлениях во-первых	1	2
43	более или менее	2	2
44	то или иное	1	2
45	одного и того	4	2
46	тот или иной	1	2
47	к тому же	2	2
48	как мы видели	3	2
49	только в особых	1	1
50	эпохи когда в	1	1
51	которое в этом	1	1
52	русского литературного языка	1	1
53	языка какую дает	1	1
54	ровно ничего не	1	1
55	чуть ли не	1	1
56	а вовсе не	1	1
57	есть прежде всего	1	1
58	то же самое	5	1
59	они не могут	1	1
60	о слове и	1	1
61	какой точки зрения	1	1
62	и не может	3	1
63	мы были бы	1	1
64	в другом месте	1	1
65	ни в коем	2	1
66	является не только	2	1
67	но для того	1	1
68	бы то ни	4	1
69	но и в	2	1
70	что все эти	1	1
71	каждой из этих	1	1
72	а может быть	1	1
73	но в этом	1	1
74	в собственном смысле	2	1
75	с тем что	1	1
76	по крайней мере	2	1
77	лежат в основе	1	1
78	языка как и	1	1
79	не иначе как	1	1
80	или иной степени	2	1
81	какую дает нам	1	1
82	лишь в процессе	1	1
83	если мы вспомним	1	1
84	самом деле как	1	1
85	может быть и	5	1
86	в коем случае	2	1
87	принимая во внимание	1	1
88	ясно также что	1	1
89	если же мы	1	1
90	не может обойтись	1	1
91	коем случае нельзя	1	1
92	был бы не	1	1
93	тому или иному	1	1
94	во французском языке	2	1
95	языка в их	1	1
96	на первых порах	1	1
97	в противном случае	2	1
98	или иной форме	1	1
99	с нашей точки	2	1
100	слове и не	1	1
101	тем или иным	1	1
102	или иного языкового	1	1
103	собственном смысле слова	2	1
104	во всяком случае	2	1
105	он не знает	1	1
106	то же слово	2	1
107	и пр и	4	1
108	если мы возьмем	1	1
109	утверждения что синтаксические	1	1
110	то же время	8	1
111	но также и	1	1
112	же самое что	1	1
113	зависимости от той	1	1
114	никогда не может	1	1
115	в свою очередь	5	1
116	само по себе	1	1
117	с какой точки	1	1
118	в конечном счете	1	1
119	одно только слово	1	1
120	и прежде всего	2	1
121	с помощью которых	1	1
122	те моменты в	1	1
123	но все же	1	1
124	нашей точки зрения	2	1
125	речи и не	1	1
126	не с точки	1	1
127	в данном отношении	1	1
128	в то же	8	1
129	к тому что	3	1
130	друг от друга	1	1
131	пр и пр	3	1
132	это не есть	1	1
133	быть не может	1	1
134	уже о том	1	1
