N	3gram	Bakhtin_Pr_3	Komedia
1	до сих пор	1	9
2	в том что	1	9
3	в самом деле	3	6
4	для того чтобы	1	6
5	в свою очередь	1	6
6	в то же	12	4
7	о том что	2	4
8	то же время	12	4
9	с самого начала	8	4
10	к тому же	2	4
11	если бы он	1	3
12	по отношению к	5	3
13	с точки зрения	4	3
14	на месте преступления	1	3
15	и т п	6	3
16	вместе с тем	2	3
17	во всяком случае	5	3
18	и в самом	3	3
19	тем не менее	2	3
20	хотя и не	1	2
21	в этом случае	2	2
22	что он не	1	2
23	бы то ни	4	2
24	он и не	2	2
25	в этом отношении	1	2
26	и с этой	1	2
27	то ни было	4	2
28	в конце концов	3	2
29	с другой стороны	3	2
30	но все же	1	2
31	на этот раз	1	2
32	что и в	1	2
33	именно потому что	2	2
34	может быть с	1	1
35	и в своей	1	1
36	и к тому	2	1
37	у меня в	1	1
38	и для самого	1	1
39	подобно тому как	2	1
40	так и не	1	1
41	сих пор еще	1	1
42	так что он	1	1
43	себе в этом	1	1
44	как можно скорее	1	1
45	между собой две	1	1
46	и в то	5	1
47	не было и	1	1
48	в отличие от	2	1
49	он должен быть	1	1
50	за то что	1	1
51	и не может	2	1
52	и нуждается в	1	1
53	на то что	1	1
54	несмотря на то	1	1
55	по крайней мере	3	1
56	потому что с	1	1
57	его отношение к	4	1
58	но при этом	1	1
59	и в отношении	1	1
60	пор еще не	1	1
61	таким образом на	1	1
62	в этот момент	1	1
63	то что он	1	1
64	все равно что	1	1
65	как бы в	1	1
66	не могла не	1	1
67	нет ни одного	1	1
68	так и в	2	1
69	можно сказать что	1	1
70	отношения к нему	1	1
71	он нисколько не	1	1
72	и не должен	1	1
73	и не хочет	1	1
74	вопрос о том	1	1
75	и остается в	1	1
76	как мы знаем	2	1
77	жизнь в которой	1	1
78	это я тебе	1	1
79	к тому что	1	1
80	в отношении к	7	1
81	друг с другом	2	1
82	и в этом	2	1
83	вовсе не является	1	1
84	не зная о	1	1
85	лицом к лицу	1	1
86	и все его	1	1
87	в том же	1	1
88	и т д	2	1
89	думают что он	1	1
90	в конце третьего	1	1
