N	2gram	Bakhtin_Pr_1	Formalny
1	и в	29	38
2	в этом	22	27
3	т е	21	26
4	может быть	24	23
5	и его	14	21
6	и пр	3	21
7	таким образом	12	20
8	и не	31	20
9	в самом	10	16
10	не в	7	15
11	прежде всего	7	15
12	и т	4	14
13	не может	12	14
14	в нем	19	13
15	связи с	2	13
16	но и	14	13
17	в пределах	13	12
18	с его	9	11
19	в том	8	11
20	вовсе не	7	11
21	с другими	7	10
22	в его	24	10
23	с помощью	1	10
24	не только	15	9
25	при этом	2	9
26	и с	4	9
27	как и	12	9
28	т п	3	9
29	на почве	3	9
30	в процессе	4	9
31	самом деле	6	8
32	все же	9	8
33	точки зрения	19	8
34	так и	7	8
35	что и	4	8
36	тем что	4	8
37	в первом	1	7
38	как мы	4	7
39	лишь в	1	7
40	по себе	8	7
41	для него	18	7
42	в своей	8	7
43	с точки	13	7
44	во втором	1	7
45	уже не	13	7
46	этом отношении	3	7
47	в других	1	7
48	не могут	6	7
49	по существу	3	7
50	слова и	1	7
51	что в	8	7
52	художественного произведения	1	6
53	и ее	2	6
54	в ней	2	6
55	в истории	2	6
56	все эти	9	6
57	в этой	4	6
58	то же	14	6
59	было бы	5	6
60	он не	5	6
61	в их	3	6
62	могут быть	6	6
63	для понимания	2	6
64	все время	2	6
65	только в	10	6
66	то что	15	6
67	не было	4	6
68	а не	22	6
69	как раз	6	6
70	в результате	4	6
71	хотя бы	2	6
72	художественной конструкции	1	6
73	а в	7	6
74	это и	5	5
75	по преимуществу	2	5
76	должна быть	5	5
77	в первый	1	5
78	во всех	1	5
79	т д	1	5
80	в то	10	5
81	в основе	4	5
82	же время	9	5
83	если бы	9	5
84	говорит он	6	5
85	и только	1	5
86	что он	8	5
87	всяком случае	3	5
88	если мы	1	5
89	именно в	5	5
90	с этим	2	5
91	что же	4	5
92	более того	5	5
93	и для	4	5
94	бы в	3	5
95	или иного	1	5
96	во всяком	5	5
97	все остальное	2	4
98	высшей степени	1	4
99	в сущности	5	4
100	что оно	2	4
101	что они	1	4
102	независимо от	1	4
103	как в	6	4
104	и наконец	4	4
105	и к	2	4
106	не следует	1	4
107	в статье	1	4
108	не как	14	4
109	от нее	1	4
110	входит в	7	4
111	в высшей	1	4
112	мы видели	1	4
113	восприятия и	1	4
114	не столько	1	4
115	раз и	4	4
116	ничего не	5	4
117	конструкции и	1	4
118	к тому	1	4
119	здесь не	1	4
120	того или	1	4
121	каждый элемент	3	4
122	но в	7	4
123	в большинстве	2	4
124	что не	1	4
125	из них	1	4
126	так как	6	4
127	не о	2	4
128	лишь для	1	4
129	в особенности	1	4
130	и даже	2	4
131	другой стороны	3	4
132	там где	10	4
133	вот как	1	4
134	как бы	19	4
135	дело идет	5	4
136	известной степени	1	4
137	лишь как	7	4
138	совершенно не	1	4
139	оно не	3	4
140	к этому	1	4
141	они не	4	4
142	б м	3	3
143	например в	3	3
144	же как	1	3
145	и отчасти	1	3
146	тем же	1	3
147	и до	3	3
148	в зависимости	5	3
149	а как	7	3
150	мы не	1	3
151	то это	1	3
152	зависимости от	5	3
153	и на	7	3
154	не входит	3	3
155	как к	3	3
156	однако не	2	3
157	хотя и	1	3
158	и как	7	3
159	от этого	1	3
160	не приходится	1	3
161	что это	1	3
162	в целом	6	3
163	из этих	1	3
164	роль в	1	3
165	так сказать	4	3
166	время и	1	3
167	но именно	3	3
168	всех этих	2	3
169	его в	6	3
170	это было	1	3
171	в художественную	1	3
172	для них	1	3
173	он и	5	3
174	такой же	1	3
175	как таковой	2	3
176	следует что	1	3
177	к предмету	1	3
178	место в	1	3
179	произведения и	2	3
180	до известной	1	3
181	она ни	1	3
182	только и	1	3
183	а лишь	2	3
184	в области	1	3
185	но все	5	3
186	его с	1	3
187	не есть	2	3
188	того чтобы	1	3
189	произведения не	1	3
190	и здесь	3	3
191	к нему	6	3
192	того что	1	3
193	в какой	1	3
194	именно на	2	3
195	то и	2	3
196	большинстве случаев	2	3
197	менее всего	6	3
198	и их	1	3
199	для того	1	3
200	с другой	3	3
201	а о	1	3
202	и др	5	3
203	не то	1	3
204	он становится	1	3
205	материал и	3	3
206	быть и	1	3
207	все это	6	3
208	на самом	5	3
209	и все	1	3
210	была бы	3	3
211	всей полноты	1	3
212	жизни и	2	3
213	относится и	1	2
214	идет о	4	2
215	к другому	2	2
216	едва ли	1	2
217	его не	1	2
218	эти определения	2	2
219	этой статье	1	2
220	не была	1	2
221	функции в	1	2
222	совпадает с	2	2
223	первый план	1	2
224	но не	9	2
225	но как	3	2
226	а только	1	2
227	от характера	3	2
