N	2gram	Bakhtin_fo_1	Vladivir
1	и в	50	31
2	не только	9	24
3	но и	8	19
4	то что	6	18
5	и не	14	17
6	и даже	2	15
7	у него	6	15
8	в этом	25	14
9	том что	4	14
10	и с	4	14
11	он был	1	14
12	что в	5	14
13	но в	10	12
14	в его	13	12
15	что он	1	12
16	с его	9	11
17	о том	1	11
18	в том	9	11
19	философии и	1	11
20	между прочим	1	11
21	потому что	4	11
22	и то	4	10
23	также и	2	10
24	он не	5	10
25	так что	1	10
26	как мы	14	9
27	никогда не	2	9
28	в конце	9	9
29	только в	4	9
30	в течение	2	9
31	а в	3	9
32	в те	1	8
33	и по	2	8
34	в то	9	8
35	в дальнейшем	6	8
36	так как	6	8
37	в доме	1	7
38	тут же	1	7
39	кроме того	4	7
40	мы уже	11	7
41	и его	16	7
42	для него	2	7
43	об этом	2	7
44	в эти	1	7
45	уже в	2	7
46	как раз	13	7
47	еще и	2	7
48	сказать что	3	7
49	того же	8	6
50	то же	11	6
51	и был	1	6
52	не без	2	6
53	то он	1	6
54	и к	2	6
55	это было	1	6
56	в котором	4	6
57	иной раз	1	6
58	у нас	1	6
59	и сам	1	6
60	так и	12	6
61	разного рода	2	6
62	его жизни	8	6
63	в качестве	3	6
64	может быть	11	6
65	и потому	3	6
66	не может	6	6
67	к этому	3	6
68	не был	1	5
69	но как	1	5
70	это был	1	5
71	на то	1	5
72	которой он	1	5
73	не в	5	5
74	что и	3	5
75	вовсе не	13	5
76	но он	2	5
77	не было	7	5
78	все это	4	5
79	и от	1	5
80	а также	2	5
81	с ним	2	5
82	жизни и	8	5
83	в своих	1	5
84	я не	1	4
85	мы и	4	4
86	совсем не	2	4
87	в этой	1	4
88	в истории	2	4
89	в своем	4	4
90	хотя и	3	4
91	и как	10	4
92	в этот	2	4
93	в которой	2	4
94	в нашем	2	4
95	в себе	3	4
96	как он	2	4
97	в нем	24	4
98	главным образом	1	4
99	как и	8	4
100	ни с	2	4
101	в своей	2	4
102	и вообще	2	4
103	дело в	2	4
104	же время	9	4
105	к ней	2	4
106	во всем	2	4
107	да и	3	4
108	по своей	1	4
109	один из	3	4
110	себя в	1	4
111	и у	5	4
112	в особенности	9	4
113	и все	6	4
114	для нас	2	4
115	и через	1	3
116	но она	2	3
117	на себя	2	3
118	и он	1	3
119	это время	7	3
120	и на	8	3
121	но не	5	3
122	отношение к	2	3
123	и речи	5	3
124	отнюдь не	5	3
125	как в	6	3
126	все же	6	3
127	со своей	3	3
128	в целом	2	3
129	все эти	9	3
130	но на	4	3
131	о которой	1	3
132	и вот	1	3
133	здесь мы	1	3
134	то есть	33	3
135	в египте	1	3
136	во время	1	3
137	что касается	1	3
138	что этот	1	3
139	и очень	1	3
140	раз и	2	3
141	в отношении	3	3
142	ничего не	9	3
143	всей жизни	2	3
144	таким образом	11	3
145	к тому	3	3
146	время он	1	3
147	в жизни	6	3
148	здесь не	4	3
