N	4gram	Losev_Vlad_3	StatiiOP
1	в то время как	2	4
2	в то же время	2	3
3	и тем не менее	1	2
4	заключается в том что	1	2
5	и в этом смысле	3	2
6	это объясняется слишком большой	1	1
7	отличается тем что в	1	1
8	что это есть не	1	1
9	с этой точки зрения	1	1
10	нельзя сказать что это	1	1
11	а с другой стороны	2	1
12	независимо от того кто	1	1
13	отчет в том что	1	1
14	себе отчет в том	1	1
15	в его работе о	1	1
16	на то что в	1	1
17	с начала до конца	1	1
18	то можно сказать так	1	1
19	обращает на себя внимание	2	1
