N	2gram	Ircho_Kome_2	Psycholo
1	в том	11	37
2	и в	26	32
3	и что	2	22
4	том что	9	21
5	потому что	6	21
6	таким образом	6	21
7	в искусстве	1	21
8	то что	6	21
9	что в	9	20
10	может быть	11	18
11	так же	1	18
12	точки зрения	4	17
13	что и	7	17
14	не может	3	17
15	самом деле	1	16
16	что она	2	16
17	того чтобы	6	14
18	то же	3	13
19	в этом	10	13
20	для того	5	13
21	что он	5	13
22	в самом	4	12
23	не только	7	12
24	по себе	1	12
25	с и	4	12
26	если мы	1	12
27	так как	4	12
28	было бы	8	11
29	с тем	5	11
30	в основе	1	11
31	и т	2	10
32	когда он	1	10
33	с точки	1	10
34	но и	10	10
35	как и	4	10
36	и не	14	10
37	как в	3	9
38	никогда не	1	9
39	тем что	3	9
40	той же	3	8
41	что это	4	8
42	не в	2	8
43	не менее	4	8
44	дело с	3	8
45	т п	2	8
46	в сущности	1	7
47	и как	1	7
48	все эти	1	7
49	ясно что	8	7
50	и его	12	7
51	как будто	4	7
52	к тому	12	7
53	можно было	4	7
54	только в	4	7
55	мы знаем	3	7
56	что для	4	7
57	а не	1	7
58	сказать что	1	7
59	в этой	3	6
60	в художественном	1	6
61	целый ряд	2	6
62	он не	2	6
63	если бы	9	6
64	о том	6	6
65	все время	2	6
66	и мы	1	6
67	тот же	2	6
68	и из	1	6
69	как бы	2	6
70	и на	7	5
71	что его	3	5
72	только на	1	5
73	что у	4	5
74	на все	1	5
75	все это	3	5
76	в то	6	5
77	в ней	3	5
78	и даже	1	5
79	до сих	2	5
80	вслед за	2	5
81	отнюдь не	2	5
82	он говорит	1	5
83	сих пор	2	5
84	как раз	1	5
85	как на	1	5
86	едва ли	14	4
87	мы имеем	2	4
88	столь же	9	4
89	в чем	1	4
90	с этим	5	4
91	все же	4	4
92	в действительности	2	4
93	с той	2	4
94	в целом	4	4
95	в нем	6	4
96	том случае	1	4
97	и с	5	4
98	в жизни	1	4
99	несмотря на	1	4
100	образом и	1	4
101	которые в	2	4
102	и более	1	4
103	тому что	4	4
104	не имеет	3	4
105	того как	3	4
106	ничего не	1	4
107	в сознании	1	4
108	что на	3	4
109	и для	4	4
110	тем не	1	4
111	и это	2	4
112	и сам	3	4
113	и поэтому	3	4
114	никак не	1	4
115	между тем	4	4
116	мы видим	1	4
117	из них	7	4
118	от того	2	4
119	таким путем	1	4
120	а на	2	4
121	в творчестве	1	4
122	как это	4	4
123	наряду с	6	4
124	материал для	1	4
125	с этой	3	4
126	поэтического творчества	1	4
127	случае если	1	4
128	при таком	1	4
129	и все	2	4
130	а в	3	4
131	из этого	2	4
132	жизни и	3	4
133	например в	3	3
134	приходит к	1	3
135	мы не	2	3
136	время как	2	3
137	то это	2	3
138	во всех	3	3
139	в общем	1	3
140	что именно	2	3
141	как к	1	3
142	на нас	1	3
143	и к	2	3
144	но в	3	3
145	с на	1	3
146	та же	1	3
147	думать что	1	3
148	главным образом	1	3
149	евгения онегина	1	3
150	на этом	2	3
151	об этом	2	3
152	это было	4	3
153	в своей	3	3
154	в их	3	3
155	представление о	2	3
156	том чтобы	1	3
157	не могли	1	3
158	мы можем	3	3
159	в каком	1	3
160	и другой	1	3
161	само собой	1	3
162	отказаться от	1	3
163	на это	2	3
164	в виду	2	3
165	то время	3	3
166	так и	12	3
167	жизнь и	1	3
168	с другой	2	3
169	бы и	2	3
170	один из	5	3
171	действующих лиц	5	3
172	и ее	2	3
173	так что	5	3
174	существу своему	1	3
175	что не	1	3
176	конечном счете	1	3
177	и их	3	3
178	представить себе	3	3
179	в конце	2	3
180	может служить	1	3
181	были бы	1	3
182	до конца	1	3
183	в частности	4	3
184	согласии с	1	3
185	того или	1	3
186	по своему	2	3
187	что же	1	3
188	по существу	1	3
189	при всем	3	3
190	само по	1	3
191	еще более	2	3
192	хотя бы	2	3
193	только как	1	3
194	в свою	1	3
195	точно так	1	3
196	того же	3	2
197	и без	1	2
198	нет другой	1	2
199	только потому	2	2
200	не имеют	1	2
201	и этот	1	2
202	еще не	6	2
203	ни у	1	2
204	который видит	1	2
205	из того	1	2
206	но даже	1	2
207	как не	2	2
208	же что	1	2
209	них по	1	2
210	к своему	1	2
211	бы то	2	2
212	с его	5	2
213	в ее	2	2
214	но не	3	2
215	значение и	1	2
216	если в	2	2
217	ответ на	3	2
218	отличие от	2	2
219	меньше всего	4	2
220	однако не	1	2
221	в очень	1	2
222	что по	2	2
223	из самых	2	2
224	в которой	5	2
225	в себе	1	2
226	как он	3	2
227	всех остальных	2	2
228	на его	1	2
229	в каждом	3	2
230	то ни	2	2
231	в ход	1	2
232	это не	2	2
233	в них	4	2
234	не так	1	2
235	и при	1	2
236	всяком случае	2	2
237	вывод что	1	2
238	место в	4	2
239	это произошло	1	2
240	их в	1	2
241	вещей и	1	2
242	том же	1	2
243	в этих	4	2
244	для нее	1	2
245	этой области	1	2
246	все более	1	2
247	как можно	1	2
248	лиц и	1	2
249	начинает с	2	2
250	его от	1	2
251	в самой	3	2
252	же время	3	2
253	не вполне	2	2
254	больше того	4	2
255	ни в	5	2
256	в полном	1	2
257	отличается от	1	2
258	его с	1	2
259	из их	1	2
260	свою очередь	1	2
261	сводится к	1	2
262	действия и	1	2
263	так в	2	2
264	роль в	2	2
265	по сравнению	1	2
266	и здесь	6	2
267	во всяком	2	2
268	убеждаемся в	1	2
269	после того	2	2
270	этих двух	1	2
271	за основу	1	2
272	в его	4	2
273	даже для	1	2
274	и следовательно	1	2
275	людей с	1	2
276	к нему	3	2
277	показывают что	1	2
278	в новой	1	2
279	философии и	2	2
280	в какой	2	2
281	место из	1	2
282	и у	2	2
283	у того	2	2
284	говорит о	1	2
285	могло бы	1	2
286	содержания и	1	2
287	мы находим	2	2
288	в одном	2	2
289	вовсе не	2	2
290	в состоянии	1	2
291	отношение к	2	2
292	в других	2	2
293	на примере	1	2
294	к которому	1	2
295	а с	1	2
296	не было	3	2
297	она является	1	2
298	не на	1	2
299	была бы	1	2
300	в руках	4	2
301	там где	1	2
302	вместе с	9	2
303	если она	1	2
304	из которых	3	2
305	сравнению с	1	2
306	его жизни	1	2
307	стоит только	1	2
308	для нас	3	2
309	из себя	1	2
310	интерес к	3	2
311	тем более	1	2
312	вот этот	1	2
313	с он	1	2
314	другой стороны	1	2
315	на этот	4	2
316	или иного	1	2
317	и от	4	2
318	все что	1	2
319	как известно	2	1
320	речь идет	3	1
321	говоря о	1	1
322	одним из	2	1
323	стали бы	2	1
324	или к	1	1
325	мере в	1	1
326	тем же	1	1
327	в первом	2	1
328	и чрезвычайно	1	1
329	на две	1	1
330	самому существу	1	1
331	отношения к	1	1
332	и за	2	1
333	обойтись без	1	1
334	женщин с	1	1
335	в уста	2	1
336	впечатление от	1	1
337	а для	1	1
338	похожи на	3	1
339	нетрудно увидеть	1	1
340	откажется от	1	1
341	власть над	1	1
342	чтобы у	1	1
343	большей частью	1	1
344	которые он	1	1
345	история с	1	1
346	в а	1	1
347	чтобы по	1	1
348	время в	1	1
349	все больше	2	1
350	они опять	1	1
351	с одной	2	1
352	чем это	2	1
353	другой пример	1	1
354	с отцом	1	1
355	с совершенно	1	1
356	должны были	1	1
357	друг от	1	1
358	менее важно	1	1
359	отношениям с	1	1
360	чем же	1	1
361	в истории	5	1
362	идет о	2	1
363	более чем	4	1
364	независимо от	5	1
365	общего с	1	1
366	для всех	3	1
367	что касается	3	1
368	собственное чувство	1	1
369	более или	1	1
370	следующим образом	1	1
371	этой цели	1	1
372	себе как	1	1
373	не приходится	1	1
374	она занимает	1	1
375	что нас	1	1
376	в нашем	2	1
377	из этих	4	1
378	удалось установить	1	1
379	то обстоятельство	1	1
380	в большинстве	1	1
381	остановиться на	1	1
382	тому же	11	1
383	не могла	1	1
384	не следует	2	1
385	его лежит	1	1
386	в принципе	2	1
387	в силу	2	1
388	и если	2	1
389	чувства в	1	1
390	что ни	2	1
391	к выводу	1	1
392	в основу	1	1
393	но все	3	1
394	совпадают с	1	1
395	же не	2	1
396	считается что	1	1
397	в другом	1	1
398	его не	1	1
399	а по	1	1
400	с целью	1	1
401	его в	4	1
402	в и	1	1
403	в глазах	2	1
404	служит средством	1	1
405	и дает	2	1
406	всю свою	1	1
407	люди не	1	1
408	в стихах	1	1
409	он же	1	1
410	мы имели	1	1
411	которое имеет	1	1
412	и определяет	1	1
413	образы в	1	1
414	и уже	1	1
415	которой он	1	1
416	одна и	1	1
417	он и	1	1
418	мы видели	1	1
419	с такой	1	1
420	чем в	2	1
421	элемента в	1	1
422	и почему	2	1
423	и тогда	1	1
424	в эту	1	1
425	которую он	1	1
426	по месту	1	1
427	земли и	1	1
428	на дорогу	1	1
429	но если	3	1
430	для содержания	1	1
431	таким же	1	1
432	нас не	1	1
433	за которым	1	1
434	в котором	3	1
435	бы к	2	1
436	относящихся к	1	1
437	то для	1	1
438	из которой	1	1
439	это что	1	1
440	не столько	1	1
441	в отличие	2	1
442	от его	1	1
443	этого сюжета	1	1
444	стало быть	1	1
445	из области	1	1
446	сам же	1	1
447	однако в	2	1
448	в устах	1	1
449	и очень	1	1
450	на самые	1	1
451	слов то	1	1
452	важно что	4	1
453	что эта	1	1
454	самого начала	1	1
455	одну лишь	1	1
456	одна из	2	1
457	что их	2	1
458	не по	4	1
459	работах по	1	1
460	было у	1	1
461	или еще	1	1
462	в общих	1	1
463	благодаря тому	1	1
