N	2gram	Berdyaev_M_2	Problema
1	то что	5	42
2	и в	46	32
3	и не	18	31
4	не есть	13	29
5	в этом	20	19
6	не только	18	17
7	потому что	12	16
8	в себе	10	15
9	по себе	2	15
10	а не	13	15
11	но в	10	14
12	у нас	11	14
13	может быть	21	14
14	как бы	8	14
15	в нем	22	13
16	и тем	1	13
17	сказать что	3	13
18	вещи и	1	12
19	том что	4	12
20	что в	4	12
21	так и	4	12
22	также и	4	11
23	так как	8	11
24	о том	3	11
25	то же	5	10
26	в этой	7	10
27	об этом	1	10
28	ничего не	2	10
29	прежде всего	12	10
30	нет ничего	3	10
31	того чтобы	4	9
32	и это	5	9
33	и что	2	9
34	но и	15	9
35	по своему	1	9
36	это есть	2	9
37	что же	2	9
38	в том	3	9
39	так же	6	9
40	и ее	1	8
41	и на	3	8
42	есть знак	1	8
43	все эти	1	8
44	на то	1	8
45	для того	5	8
46	было бы	1	8
47	в своей	5	8
48	не может	15	8
49	но это	8	8
50	смысле слова	3	7
51	сам по	2	7
52	во всех	2	7
53	ни в	3	7
54	в них	3	7
55	никогда не	18	7
56	того что	6	7
57	что он	7	7
58	только в	3	7
59	тем что	3	7
60	такого рода	2	7
61	все это	1	7
62	и все	5	7
63	и то	1	6
64	самом деле	1	6
65	на самом	1	6
66	и есть	8	6
67	есть не	5	6
68	говорить о	1	6
69	за пределы	1	6
70	и как	1	6
71	в самом	5	6
72	и если	2	6
73	его в	3	6
74	это не	5	6
75	что такое	1	6
76	и здесь	6	6
77	в его	5	6
78	так что	2	6
79	в конце	5	6
80	о чем	1	6
81	не существует	3	6
82	хотя и	2	6
83	всегда есть	2	6
84	не имеют	2	5
85	она есть	2	5
86	в своем	8	5
87	то в	2	5
88	что она	5	5
89	все равно	3	5
90	с тем	1	5
91	в котором	1	5
92	есть ни	1	5
93	можно ли	3	5
94	связи с	2	5
95	в сознании	1	5
96	той или	1	5
97	есть в	3	5
98	или иной	2	5
99	не знал	3	5
100	мы должны	1	5
101	это совершенно	1	4
102	совсем не	5	4
103	есть по	2	4
104	сама по	1	4
105	как в	7	4
106	как он	3	4
107	после этого	1	4
108	их в	1	4
109	входит в	1	4
110	он есть	1	4
111	что всякий	3	4
112	не в	9	4
113	тому что	4	4
114	и весь	1	4
115	а в	2	4
116	и искусства	1	4
117	если бы	3	4
118	с целью	1	4
119	а также	1	4
120	и только	1	4
121	один из	5	4
122	не было	11	4
123	ни на	1	4
124	и для	7	4
125	конце концов	1	4
126	по поводу	1	4
127	только потому	1	3
128	не хочет	1	3
129	но она	2	3
130	того же	1	3
131	в чем	3	3
132	в ее	1	3
133	что они	3	3
134	которые не	1	3
135	с этим	1	3
136	в действительности	2	3
137	что это	6	3
138	но он	11	3
139	да и	2	3
140	он не	10	3
141	и чисто	1	3
142	но все	1	3
143	что все	5	3
144	в жизни	4	3
145	как и	13	3
146	и уже	1	3
147	в этих	2	3
148	точки зрения	2	3
149	с точки	1	3
150	в которых	1	3
151	есть еще	2	3
152	для которого	1	3
153	в отношении	5	3
154	того как	3	3
155	в самой	1	3
156	закон и	1	3
157	или как	1	3
158	и его	5	3
159	как будто	2	3
160	и делает	1	3
161	к тому	5	3
162	для себя	1	3
163	можно было	2	3
164	для этого	4	3
165	только и	4	3
166	к нему	2	3
167	и во	3	3
168	будь то	1	3
169	мы увидим	2	3
170	известного рода	1	3
171	же и	2	3
172	уже не	4	3
173	уже в	2	3
174	уже и	1	3
175	есть также	2	3
176	до сих	3	3
177	с другой	1	3
178	оно не	2	3
179	что не	2	3
180	и менее	1	3
181	быть и	2	3
182	сих пор	3	3
183	но для	2	3
184	хотя бы	7	3
185	с ним	3	3
186	есть и	3	3
187	я и	2	2
188	он стоит	1	2
189	же как	3	2
190	и потому	7	2
191	о любви	1	2
192	что иван	1	2
193	по преимуществу	5	2
194	из подполья	2	2
195	мы не	1	2
196	что если	1	2
197	науки и	2	2
198	в сущности	2	2
199	совсем иное	2	2
200	что иное	3	2
201	на себя	1	2
202	и этого	1	2
203	он сам	6	2
204	иное как	3	2
205	с его	4	2
206	то он	2	2
207	не то	1	2
208	и все-таки	1	2
209	его во	1	2
210	нет и	1	2
211	идея и	3	2
212	в которой	2	2
213	он в	3	2
214	вопроса о	4	2
215	поскольку в	1	2
216	говорят о	1	2
217	во многих	1	2
218	на его	2	2
219	все другие	1	2
220	он должен	1	2
221	например о	1	2
222	что ни	1	2
223	не будет	3	2
224	и с	3	2
225	для них	1	2
226	может нас	1	2
227	этой борьбы	1	2
228	для чего	3	2
229	должно быть	2	2
230	но если	1	2
231	нас не	2	2
232	у пушкина	1	2
233	которые в	2	2
234	она не	8	2
235	не имеет	4	2
236	во всякой	1	2
237	для всего	1	2
238	следовательно и	1	2
239	учения о	1	2
240	не о	2	2
241	не потому	1	2
242	его для	1	2
243	не могут	1	2
244	для такого	1	2
245	и другим	1	2
246	в окончательном	1	2
247	несет с	1	2
248	подобно тому	2	2
249	смысл но	1	2
250	говорили что	1	2
251	с собой	2	2
252	и всегда	3	2
253	не стоит	3	2
254	ничего подобного	3	2
255	на что	1	2
256	и должно	3	2
257	и который	1	2
258	нас в	2	2
259	и всю	1	2
260	между тем	2	2
261	стоит и	1	2
262	все время	2	2
263	только одной	1	2
264	мы видим	2	2
265	а потому	1	2
266	со всеми	1	2
267	для него	18	2
268	есть та	1	2
269	не для	3	2
270	но что	1	2
271	есть выражение	2	2
272	момент в	3	2
273	но есть	1	2
274	вместе с	2	2
275	можно будет	1	2
276	но такое	1	2
277	на тот	1	2
278	тому как	2	2
279	а потом	1	2
280	что нет	3	2
281	через то	1	2
282	и часто	1	2
283	сознания и	2	2
284	тот кто	5	2
285	но когда	2	2
286	только что	1	2
287	ли сказать	1	2
288	от всех	1	2
289	для нашего	1	2
290	не что	3	2
291	а может	1	2
292	ее в	2	2
293	а между	1	1
294	чтобы не	3	1
295	идея в	1	1
296	только самых	1	1
297	ивана карамазова	7	1
298	из самых	1	1
299	проникает в	1	1
300	от которых	1	1
301	значение но	1	1
302	отношения к	2	1
303	той же	3	1
304	не встречает	1	1
305	очень далеко	1	1
306	еще до	1	1
307	отказывается от	1	1
308	который был	2	1
309	требует от	1	1
310	я не	5	1
311	и считает	1	1
312	и наказание	1	1
313	еще у	1	1
314	и самого	3	1
315	и отличается	1	1
316	подобного нет	1	1
317	а еще	1	1
318	быть в	1	1
319	на их	1	1
320	во имя	16	1
321	ее внутреннюю	1	1
322	а следовательно	1	1
323	он может	1	1
324	нельзя понимать	1	1
325	пройти через	2	1
326	есть своя	1	1
327	друг на	1	1
328	и всякий	1	1
329	только тогда	1	1
330	преступление и	2	1
331	россия есть	1	1
332	и поэтому	2	1
333	нас прежде	1	1
334	под этой	1	1
335	и нет	3	1
336	кто не	1	1
337	вопросом о	1	1
338	говорит что	2	1
339	его к	1	1
340	всего как	1	1
341	духа и	3	1
342	есть ли	2	1
343	от этого	2	1
344	идеи но	1	1
345	не сам	1	1
346	не знает	9	1
347	бы и	5	1
348	как то	2	1
349	ни один	1	1
350	бы не	2	1
351	ее как	1	1
352	думать что	4	1
353	найти того	1	1
354	ничего и	1	1
355	и те	2	1
356	о других	1	1
357	на смену	3	1
358	если он	2	1
359	в братьях	2	1
360	но на	2	1
361	его вовсе	1	1
362	должна быть	1	1
363	идеи и	3	1
364	ведь не	1	1
365	этого вопроса	2	1
366	не к	2	1
367	отношений между	1	1
368	было глубоко	1	1
369	на этом	2	1
370	одной впрочем	1	1
371	в нее	1	1
372	человека в	14	1
373	тут не	2	1
374	в каждом	3	1
375	этом втором	1	1
376	если нет	8	1
377	они должны	1	1
378	чувств только	1	1
379	самых гадких	1	1
380	говорил что	1	1
381	в глубине	3	1
382	лишь в	2	1
383	и других	2	1
384	на протяжении	1	1
385	на путь	4	1
386	а без	1	1
387	на почве	3	1
388	обычно слишком	1	1
389	то все	2	1
390	от всякой	1	1
391	мог бы	1	1
392	иного но	1	1
393	впрочем моей	1	1
394	не люблю	1	1
395	нет в	4	1
396	в бесконечные	1	1
397	жизни то	1	1
398	доброе дело	1	1
399	на друга	1	1
400	заходящее солнце	1	1
401	и чувств	1	1
402	потому и	1	1
403	человека мы	1	1
404	и тогда	3	1
405	же есть	3	1
406	и становится	1	1
407	не так	3	1
408	другим и	2	1
409	соприкосновение с	1	1
410	в такой	3	1
411	и без	1	1
412	не подозревает	1	1
413	прийти к	1	1
414	всего только	1	1
415	место в	2	1
416	революции не	1	1
417	признать что	1	1
418	вопрос о	6	1
419	и той	2	1
420	мир и	2	1
421	вот уже	1	1
422	что было	3	1
423	сам достоевский	3	1
424	имеет смысл	1	1
425	есть всегда	1	1
426	сам он	2	1
427	же такое	1	1
428	я вас	1	1
429	идея которая	1	1
430	он остается	1	1
431	иной раз	1	1
432	природа не	1	1
433	есть прежде	5	1
434	как о	1	1
435	тогда когда	2	1
436	если в	1	1
437	в основе	2	1
438	зосима говорит	1	1
439	здравому смыслу	1	1
440	та или	1	1
441	это с	1	1
442	на путях	1	1
443	правда в	2	1
444	мыслей и	1	1
445	к ней	2	1
446	х годов	1	1
447	на заходящее	1	1
448	на человеческую	1	1
449	сами не	1	1
450	было не	2	1
451	только с	3	1
452	этом отношении	1	1
453	что на	1	1
454	не мыслится	1	1
455	представляется нам	1	1
456	иван карамазов	13	1
457	в момент	1	1
458	должны быть	4	1
459	что наш	1	1
460	с проблемой	1	1
461	его с	2	1
462	бы он	1	1
463	мысли о	1	1
464	как человек	1	1
465	все еще	1	1
466	должен быть	4	1
467	они стали	2	1
468	моих мыслей	1	1
469	можно и	1	1
470	но по	1	1
471	не всякая	1	1
472	само понятие	1	1
473	черту ты	1	1
474	нет то	2	1
475	сама природа	1	1
476	самим собою	2	1
477	мысль о	2	1
478	идеи для	1	1
479	в пределах	1	1
480	самого только	1	1
481	и сам	1	1
482	на нее	1	1
483	действительности это	1	1
484	не с	1	1
485	с самим	3	1
486	начала и	1	1
487	о природе	1	1
488	в тихом	1	1
489	в которые	2	1
490	он был	9	1
491	них есть	2	1
492	мысль не	1	1
493	находится в	1	1
494	в другое	1	1
495	гадких и	1	1
496	в другом	1	1
497	говорит черту	1	1
498	и та	2	1
499	как ее	2	1
500	одно то	1	1
501	ее и	2	1
502	до известной	1	1
503	за собою	1	1
504	как нет	1	1
505	доходит до	6	1
506	это в	1	1
507	которой мы	1	1
508	идет к	1	1
509	вся россия	1	1
510	переходит в	8	1
511	и хочет	1	1
512	во втором	1	1
513	стояли на	1	1
514	тотчас же	1	1
515	и можно	3	1
516	тот момент	1	1
517	нем и	1	1
518	слова для	1	1
519	наук и	2	1
520	и об	1	1
521	и борьбы	1	1
522	ни к	1	1
523	по своей	3	1
524	этот роковой	1	1
525	которое было	2	1
526	не случайно	2	1
527	но с	2	1
528	же все	1	1
529	речи о	1	1
530	в стороне	1	1
531	сознания для	1	1
532	в голове	1	1
533	которая была	1	1
534	меня самого	1	1
535	себя в	4	1
536	раз в	1	1
537	ни одного	2	1
538	стоит на	2	1
539	записках из	1	1
540	и лизы	2	1
541	не из	1	1
542	не дает	1	1
543	он существует	1	1
544	его и	1	1
545	уже нет	1	1
546	мир в	1	1
547	стороны моих	1	1
548	только это	2	1
549	царской власти	1	1
550	в прошлом	1	1
551	друг друга	12	1
552	братьях карамазовых	2	1
553	дело и	1	1
554	из нее	1	1
555	карамазова достоевский	1	1
556	и начал	1	1
557	от того	3	1
558	бы это	1	1
559	к самому	2	1
560	это будет	1	1
561	в свои	1	1
562	в записках	1	1
563	на примере	1	1
564	хоть и	1	1
565	что человек	2	1
566	же о	1	1
567	мы еще	2	1
568	больше и	1	1
569	чувствовал что	1	1
570	к человеку	12	1
571	в картине	3	1
572	и возможно	2	1
573	и глупых	1	1
574	с которым	3	1
575	человек в	3	1
576	человек есть	1	1
577	была бы	1	1
578	в россии	3	1
579	он становится	1	1
580	с предметом	1	1
581	решения вопроса	3	1
582	но идея	1	1
583	пустое и	1	1
584	мира в	1	1
585	в идиоте	2	1
586	он уже	2	1
587	человека к	8	1
588	свои права	1	1
589	у человека	1	1
590	в подростке	3	1
591	в разговоре	1	1
592	к своему	2	1
593	и к	7	1
594	xix века	1	1
595	что за	2	1
596	не считали	1	1
597	воплощение меня	1	1
598	образ и	5	1
599	революции он	2	1
600	понял что	2	1
601	сам не	2	1
602	многих других	1	1
603	в бесах	6	1
604	и хотели	1	1
605	с этой	1	1
606	будет и	1	1
607	ничего кроме	2	1
608	остается в	1	1
609	она должна	1	1
610	многие из	1	1
611	от человека	1	1
612	в мысли	2	1
613	и от	3	1
614	а все	1	1
615	своей собственной	1	1
616	никакого тут	1	1
617	из себя	1	1
618	знак того	1	1
619	у достоевского	34	1
620	и самое	2	1
621	ведь есть	1	1
622	бы за	2	1
623	все они	1	1
624	есть уже	4	1
625	тот же	2	1
626	это все	2	1
627	да не	1	1
628	не быть	1	1
629	алеши и	1	1
630	природой и	3	1
631	как люди	1	1
632	по которой	1	1
633	ко всему	1	1
634	т е	4	1
635	бы его	2	1
636	закона и	2	1
637	друга а	1	1
638	есть то	1	1
639	не выходит	1	1
640	моей стороны	1	1
641	них чем	1	1
642	жизни и	6	1
643	но эти	1	1
644	к этой	1	1
645	и соединение	1	1
646	и эта	2	1
647	к этому	1	1
648	как на	1	1
649	дает для	1	1
650	которая не	1	1
