N	3gram	Bakhtin_Fr_2	Myshleni
1	в том что	1	21
2	с точки зрения	5	18
3	для того чтобы	1	10
4	с одной стороны	3	7
5	во всяком случае	2	6
6	не может быть	4	6
7	на то что	1	6
8	по отношению к	1	5
9	по сравнению с	2	5
10	в том чтобы	1	4
11	о том что	3	4
12	в предисловии к	1	4
13	в собственном смысле	2	3
14	как мы уже	3	3
15	мы уже говорили	5	3
16	мы видели что	1	3
17	в этом отношении	3	3
18	в другом месте	2	2
19	на самом деле	1	2
20	подобно тому как	2	2
21	в том же	1	2
22	одной стороны и	1	2
23	или во всяком	1	2
24	вовсе не в	1	2
25	на протяжении всего	5	2
26	друг с другом	1	2
27	только тогда когда	1	2
28	но ни в	1	1
29	и целый ряд	1	1
30	разумеет прежде всего	1	1
31	прежде всего как	1	1
32	там где нет	1	1
33	дело в том	1	1
34	имеем в виду	2	1
35	в этом последнем	1	1
36	и т.п то	1	1
37	один и тот	1	1
38	становится на точку	1	1
39	предисловии к своему	1	1
40	но все это	1	1
41	до сих пор	4	1
42	в своей книге	2	1
43	на точку зрения	1	1
44	не входит в	1	1
45	в игре и	1	1
46	на самом же	1	1
47	только то что	2	1
48	то что в	1	1
49	что в них	1	1
50	как если бы	1	1
51	именно в этом	1	1
52	что здесь на	1	1
53	в коем случае	1	1
54	таким образом и	1	1
55	в сущности это	1	1
56	и тот же	1	1
57	линии в развитии	1	1
58	мы говорили выше	1	1
59	не могут быть	1	1
60	до некоторой степени	1	1
61	все более и	1	1
62	и во всей	1	1
63	целый ряд других	1	1
64	являются как бы	1	1
65	его никогда не	1	1
66	с другой стороны	3	1
67	рядом друг с	1	1
68	во время пребывания	1	1
69	ни в коем	1	1
70	без всякого исключения	1	1
71	в борьбе с	1	1
72	будет находиться в	1	1
73	которого можно было	1	1
74	в сущности и	1	1
75	и теперь в	1	1
76	не только не	1	1
77	включает в себя	2	1
78	более и более	1	1
79	можно сказать что	2	1
80	о мире в	2	1
81	мы имеем в	1	1
82	но в отношении	1	1
83	к действительности и	1	1
84	то что для	2	1
85	после того как	1	1
86	как бы внешним	1	1
87	не только то	1	1
88	самом же деле	1	1
89	не только от	1	1
90	самой жизни в	1	1
91	как и в	1	1
92	как именно в	2	1
93	как мы видели	2	1
94	в свое время	3	1
