N	3gram	Tiupa_Narr_1	Myslijsy
1	более или менее	1	8
2	сами по себе	2	7
3	во всяком случае	2	7
4	в том что	5	7
5	и того же	1	6
6	в свою очередь	2	6
7	одного и того	1	6
8	по крайней мере	1	5
9	тем не менее	3	5
10	подобно тому как	3	4
11	по мере того	1	4
12	до сих пор	2	4
13	сам по себе	1	4
14	мере того как	1	4
15	заключает в себе	2	4
16	на то что	2	3
17	с одной стороны	1	3
18	может быть не	2	3
19	мы не можем	1	3
20	и т д	1	3
21	и в жизни	1	2
22	на самом деле	1	2
23	не может обойтись	1	2
24	было для него	1	2
25	одно и то	2	2
26	только потому что	1	2
27	то что мы	1	2
28	с другой стороны	1	2
29	для того чтобы	3	2
30	то же время	4	2
31	само по себе	1	2
32	не может быть	4	2
33	в то же	4	2
34	и то же	2	2
35	один и тот	1	1
36	в нашем сознании	1	1
37	внимания то есть	1	1
38	свидетельствует не только	1	1
39	состоит в том	2	1
40	потому что в	1	1
41	дело в том	2	1
42	выражается в слове	1	1
43	большей или меньшей	1	1
44	что и для	1	1
45	друг от друга	1	1
46	не говорит нам	1	1
47	не отличается от	1	1
48	том случае если	1	1
49	во втором случае	1	1
50	том как именно	1	1
51	в отличие от	2	1
52	друг на друга	2	1
53	при этом что	1	1
54	бы то ни	1	1
55	из того что	1	1
56	и не может	1	1
57	не то что	1	1
58	в том случае	1	1
59	как и в	1	1
60	между ними не	1	1
61	то ни было	1	1
62	мы не знаем	1	1
63	так как это	1	1
64	мы тем не	1	1
65	она входит в	1	1
66	в большей или	1	1
67	мы не видим	1	1
68	в связи с	2	1
69	из них не	1	1
70	столь же мало	1	1
71	не только на	2	1
72	и тот же	1	1
73	быть не только	1	1
74	и как бы	1	1
75	что не только	1	1
76	на том как	1	1
77	о том что	2	1
78	и тем самым	4	1
79	что у него	1	1
80	слова должны были	1	1
81	и в самом	1	1
82	но все же	1	1
83	в целом как	1	1
84	собственно говоря и	1	1
85	если бы не	1	1
86	не о том	1	1
87	что одно и	2	1
88	не только от	2	1
89	обратим внимание на	1	1
90	при этом по	1	1
