N	3gram	Losev_Prob_5	Marksizm
1	с точки зрения	8	20
2	не может быть	2	13
3	в самом деле	1	9
4	до сих пор	2	8
5	бы то ни	2	8
6	то ни было	1	8
7	в связи с	7	7
8	в настоящее время	3	6
9	с другой стороны	5	5
10	с самого начала	1	4
11	в этом отношении	1	3
12	в конце концов	6	3
13	то же время	1	3
14	связи с этим	1	3
15	но все же	2	3
16	можно сказать что	3	3
17	в большинстве случаев	1	3
18	в то же	1	3
19	для того чтобы	2	3
20	в том что	8	3
21	в том числе	2	2
22	в таком случае	2	2
23	сама по себе	1	2
24	том числе и	1	2
25	можно было бы	1	2
26	но в то	1	2
27	во всяком случае	2	2
28	в какой степени	1	2
29	вопрос о том	1	2
30	по отношению к	2	2
31	от того что	1	2
32	это и есть	1	2
33	в этом смысле	3	2
34	тем не менее	5	2
35	в других областях	1	1
36	мы как раз	1	1
37	какой степени не	1	1
38	чуть ли не	1	1
39	одним и тем	1	1
40	равно как и	2	1
41	том что он	2	1
42	в одной из	1	1
43	жизни в ее	1	1
44	но и в	2	1
45	в наше время	1	1
46	по аналогии с	1	1
47	конце концов так	1	1
48	чем иным как	2	1
49	может быть только	3	1
50	с этой точки	1	1
51	ни в какой	1	1
52	ту или иную	1	1
53	так или иначе	1	1
54	который мог бы	1	1
55	не чем иным	2	1
56	и сама по	1	1
57	и тем же	1	1
58	с одной стороны	3	1
59	ничего общего не	1	1
60	тот и другой	1	1
61	таким образом как	1	1
62	в результате чего	2	1
63	и как бы	1	1
64	все же не	3	1
65	как мы увидим	1	1
66	до конца только	1	1
67	но более всего	1	1
68	вовсе не в	1	1
69	мы его понимаем	1	1
70	так и в	1	1
71	xvii и xviii	1	1
72	и он сам	1	1
73	этой точки зрения	1	1
74	ни о каком	1	1
75	во времени и	1	1
76	не только в	1	1
77	в новое время	3	1
78	имеется в виду	1	1
79	найти только в	1	1
80	на самом деле	1	1
81	довольно редким в	1	1
82	той или иной	1	1
