N	2gram	Losev_Dial_3	EvropaiE
1	и в	24	37
2	в отношении	1	32
3	точки зрения	25	23
4	что в	7	21
5	не только	23	18
6	с точки	14	17
7	в то	5	16
8	то же	6	15
9	хотя бы	4	15
10	в своем	3	14
11	но в	2	14
12	же время	3	14
13	в качестве	1	14
14	но и	9	14
15	и не	27	14
16	в этом	8	12
17	в их	2	11
18	в том	5	11
19	так и	5	10
20	отнюдь не	10	9
21	в себе	2	9
22	только в	5	9
23	прежде всего	8	9
24	не может	19	9
25	так же	4	9
26	т е	48	9
27	в смысле	2	9
28	в ее	1	8
29	думать что	2	8
30	было бы	5	8
31	к тому	4	8
32	с одной	3	8
33	одной стороны	3	8
34	также и	2	7
35	того что	12	7
36	так как	6	7
37	с другой	4	7
38	как и	7	7
39	по своему	1	7
40	может быть	13	6
41	и на	3	6
42	во всех	1	6
43	стороны и	1	6
44	на то	3	6
45	то есть	1	6
46	том что	8	6
47	вовсе не	13	6
48	для того	3	6
49	и даже	13	6
50	как бы	3	6
51	с этой	5	6
52	то что	14	6
53	же как	2	5
54	но не	2	5
55	не в	3	5
56	и по	2	5
57	но если	6	5
58	тем самым	3	5
59	как мы	2	5
60	одной из	1	5
61	в виде	8	5
62	со стороны	2	5
63	от этого	1	5
64	в частности	2	5
65	и потому	2	5
66	в течение	1	5
67	этой точки	2	5
68	то в	2	4
69	мы не	5	4
70	вопрос о	5	4
71	но даже	3	4
72	в ней	2	4
73	независимо от	1	4
74	россии в	1	4
75	в самом	7	4
76	во многих	1	4
77	то ни	1	4
78	того или	3	4
79	несмотря на	2	4
80	чем в	1	4
81	как совокупность	1	4
82	даже в	1	4
83	не имеет	11	4
84	и притом	5	4
85	в процессе	1	4
86	к ней	1	4
87	той или	2	4
88	бы то	2	4
89	по себе	20	4
90	можно сказать	1	4
91	тем более	3	4
92	именно в	2	4
93	ни было	1	4
94	само по	5	4
95	или иной	4	4
96	не на	6	4
97	мира в	1	4
98	как это	5	4
99	для нас	2	4
100	сказать что	4	4
101	или иного	2	4
102	в каком	3	4
103	в применении	1	3
104	в сфере	1	3
105	идет о	1	3
106	бы и	1	3
107	на себя	3	3
108	в общем	1	3
109	и к	5	3
110	себе не	1	3
111	но на	2	3
112	вообще не	2	3
113	мы можем	1	3
114	не будет	3	3
115	и тем	2	3
116	в них	5	3
117	она в	1	3
118	можно ли	5	3
119	никогда не	7	3
120	потому что	7	3
121	уже и	3	3
122	ли это	1	3
123	о том	6	3
124	место в	1	3
125	что и	6	3
126	и только	6	3
127	всяком случае	2	3
128	этот факт	1	3
129	из них	3	3
130	к ним	1	3
131	тем что	3	3
132	этом отношении	1	3
133	и прежде	3	3
134	говорит о	4	3
135	ни на	3	3
136	в данном	2	3
137	применении к	1	3
138	в культуре	1	3
139	и для	2	3
140	и от	3	3
141	в результате	1	3
142	мира и	3	3
143	не более	1	3
144	в психологии	1	3
145	это так	1	3
146	ее в	2	3
147	x в	1	3
148	как на	5	3
149	в таком	14	3
150	во всяком	2	3
151	и то	4	2
152	мира не	1	2
153	не уходит	1	2
154	по преимуществу	1	2
155	что эти	1	2
156	ведь и	1	2
157	должна быть	6	2
158	и этот	1	2
159	есть не	9	2
160	что если	2	2
161	из того	2	2
162	на них	2	2
163	но как	2	2
164	точка зрения	5	2
165	в сторону	1	2
166	в свои	1	2
167	в истории	4	2
168	его на	2	2
169	с этим	3	2
170	помнить что	1	2
171	хотя и	5	2
172	целый ряд	2	2
173	и как	8	2
174	есть ли	5	2
175	что это	12	2
176	что к	1	2
177	и если	2	2
178	бы от	1	2
179	он не	5	2
180	на одну	1	2
181	в силу	3	2
182	таким образом	13	2
183	поскольку она	1	2
184	это значит	24	2
185	в мире	1	2
186	и с	6	2
187	к природе	3	2
188	далеко не	1	2
189	нас к	2	2
190	в своих	2	2
191	одна и	1	2
192	такой же	1	2
193	в этих	1	2
194	в котором	1	2
195	представление о	1	2
196	не к	1	2
197	одном из	1	2
198	и более	1	2
199	тому чтобы	1	2
200	о выходе	1	2
201	при условии	3	2
202	она не	3	2
203	тогда когда	5	2
204	и имеет	1	2
205	вопрос не	1	2
206	могут стать	1	2
207	по своей	1	2
208	что на	1	2
209	не могут	4	2
210	могут быть	2	2
211	всего в	1	2
212	только одно	2	2
213	имеет место	1	2
214	утверждать что	6	2
215	которого мы	1	2
216	как не	2	2
217	говоря уже	2	2
218	данном случае	1	2
219	мог бы	1	2
220	во многом	1	2
221	именно тогда	1	2
222	если бы	6	2
223	и поэтому	1	2
224	и та	1	2
225	и что	15	2
226	и во	2	2
227	к нему	3	2
228	ее от	2	2
229	в его	2	2
230	и можно	2	2
231	человеческого рода	1	2
232	в сферу	3	2
233	но с	1	2
234	его собственная	1	2
235	этот вопрос	1	2
236	есть в	3	2
237	не можем	2	2
238	при помощи	3	2
239	в одном	1	2
240	меньше чем	2	2
241	заметить что	1	2
242	в других	1	2
243	а именно	2	2
244	будет ли	1	2
245	как же	5	2
246	только к	2	2
247	в некоторых	1	2
248	на основании	2	2
249	а не	26	2
250	поскольку речь	1	2
251	и тут	3	2
252	что все	14	2
253	можно утверждать	2	2
254	вместе с	1	2
255	относятся к	1	2
256	или по	1	2
257	не дают	1	2
258	что же	11	2
259	для понимания	1	2
260	и таким	1	2
261	мира но	1	2
262	происходит в	1	2
263	или в	2	2
264	то не	1	2
265	и все	6	2
266	но еще	2	2
267	бы в	2	2
268	и наконец	1	2
269	же в	2	2
270	в другой	1	2
271	а в	2	2
272	не есть	54	2
273	между ними	1	2
274	не говоря	2	2
275	другой стороны	2	2
276	жизни и	5	2
277	и эта	1	2
278	существует только	1	1
279	себя как	3	1
280	даже более	1	1
281	ту же	1	1
282	и т	24	1
283	например в	2	1
284	и это	4	1
285	или к	2	1
286	но тем	1	1
287	в чисто	2	1
288	речь идет	1	1
289	исходит из	2	1
290	всем ее	1	1
291	с таким	1	1
292	той же	3	1
293	точнее и	1	1
294	из всего	1	1
295	или наоборот	1	1
296	ответить на	1	1
297	чтобы не	1	1
298	есть нечто	23	1
299	время как	4	1
300	говорить о	4	1
301	достаточно чтобы	1	1
302	а для	2	1
303	только сама	1	1
304	которые при	1	1
305	которое не	2	1
306	то это	9	1
307	когда мы	2	1
308	в каждой	1	1
309	что его	5	1
310	истории в	1	1
311	с его	2	1
312	конечно это	1	1
313	то мы	1	1
314	это вопрос	1	1
315	силу этого	2	1
316	для всякого	1	1
317	тогда как	1	1
318	более как	1	1
319	и будет	1	1
320	за пределы	3	1
321	в одной	3	1
322	что нет	4	1
323	все же	3	1
324	однако не	2	1
325	кроме того	6	1
326	более или	1	1
327	в этот	1	1
328	мы но	1	1
329	та же	1	1
330	как то	1	1
331	это есть	8	1
332	в последнее	1	1
333	бы только	2	1
334	но его	3	1
335	в общий	1	1
336	тому же	2	1
337	кажется не	1	1
338	при этом	2	1
339	т д	23	1
340	всем своем	1	1
341	не значит	3	1
342	эта последняя	1	1
343	и когда	2	1
344	не как	1	1
345	в корне	1	1
346	то как	2	1
347	мы совершенно	1	1
348	бытия это	1	1
349	этом мире	1	1
350	на этом	2	1
351	его можно	1	1
352	посмотреть какие	1	1
353	находит себе	1	1
354	или иных	1	1
355	но все	1	1
356	от нее	1	1
357	в нем	3	1
358	они должны	1	1
359	в совершенно	1	1
360	в глубине	1	1
361	ценности и	1	1
362	говорить не	2	1
363	мире как	1	1
364	свести к	1	1
365	в свой	1	1
366	истории и	4	1
367	весь мир	1	1
368	в ином	1	1
369	о характере	1	1
370	она и	2	1
371	во внимание	2	1
372	всегда и	1	1
373	жизни но	1	1
374	и целые	1	1
375	как таковой	2	1
376	и необходимость	1	1
377	и всей	1	1
378	мы свели	1	1
379	или менее	1	1
380	как некую	1	1
381	мы приходим	1	1
