N	2gram	Vygotskiy__2	Freidism
1	таким образом	14	24
2	и не	7	23
3	не может	9	20
4	точки зрения	26	19
5	прежде всего	4	18
6	в этом	19	15
7	в его	2	15
8	с помощью	5	14
9	мы можем	10	13
10	может быть	9	13
11	и его	4	12
12	все эти	3	11
13	как и	6	11
14	с точки	18	11
15	как бы	7	11
16	то что	20	11
17	самом деле	6	10
18	но в	6	10
19	его в	1	10
20	жизни человека	2	10
21	с ним	3	10
22	как мы	6	10
23	так и	8	10
24	и потому	1	10
25	с его	4	9
26	во всех	2	9
27	по отношению	6	9
28	и в	15	9
29	то же	5	8
30	влечение к	1	8
31	не только	15	8
32	он не	7	8
33	в своей	4	8
34	что он	12	8
35	только в	4	8
36	так как	4	8
37	все это	4	8
38	и все	3	8
39	отношению к	5	8
40	все что	5	8
41	в самом	11	7
42	мы уже	6	7
43	и наконец	1	7
44	ни в	2	7
45	мы видели	6	7
46	те же	3	7
47	к нему	1	7
48	один из	1	7
49	тот же	7	7
50	мы знаем	7	7
51	всяком случае	6	7
52	что же	2	7
53	сказать что	6	7
54	во всяком	7	7
55	в ней	1	6
56	за пределы	2	6
57	все те	2	6
58	так сказать	1	6
59	и с	4	6
60	на протяжении	2	6
61	и ее	3	6
62	точку зрения	6	6
63	того что	17	6
64	для него	3	6
65	вовсе не	6	6
66	никогда не	8	6
67	хотя бы	4	6
68	я и	1	5
69	на самом	3	5
70	и на	1	5
71	он сам	3	5
72	в чем	1	5
73	и к	6	5
74	в этой	6	5
75	что такое	1	5
76	не в	8	5
77	мы должны	6	5
78	могут быть	2	5
79	в себя	2	5
80	для этого	3	5
81	но мы	3	5
82	можно сказать	2	5
83	для того	10	5
84	по мнению	1	5
85	а в	4	5
86	но и	10	5
87	связь с	2	5
88	с этим	3	5
89	фрейда и	1	5
90	что в	14	5
91	смысле слова	5	4
92	в зависимости	6	4
93	той же	2	4
94	мы не	10	4
95	в которой	4	4
96	говорить о	2	4
97	я не	1	4
98	зависимости от	6	4
99	но не	3	4
100	в собственном	3	4
101	желаний и	1	4
102	все же	4	4
103	из этих	4	4
104	в пределах	1	4
105	с их	2	4
106	в нем	1	4
107	на этом	1	4
108	то ни	1	4
109	связанные с	1	4
110	при этом	3	4
111	об этом	3	4
112	с другими	3	4
113	в жизни	1	4
114	на основании	1	4
115	нигде не	1	4
116	во время	3	4
117	в основе	3	4
118	потому что	7	4
119	и для	2	4
120	к тому	7	4
121	если мы	6	4
122	того чтобы	12	4
123	данном случае	3	4
124	сводится к	1	4
125	с самого	1	4
126	и желаний	1	4
127	другими словами	1	4
128	которой мы	2	4
129	организма и	1	4
130	конечно не	1	4
131	не дает	2	4
132	в котором	2	4
133	мы находим	6	4
134	как раз	4	4
135	от того	2	4
136	внешней речи	3	4
137	на которые	1	4
138	и др	5	4
139	в данном	3	4
140	и о	1	4
141	в более	2	4
142	сознания и	1	4
143	в этих	2	4
144	этот вопрос	5	4
145	между ними	1	4
146	человека и	3	3
147	и есть	2	3
148	собственном смысле	3	3
149	на место	2	3
150	он был	1	3
151	конечном счете	4	3
152	в общем	3	3
153	один и	1	3
154	как в	4	3
155	и той	2	3
156	и как	2	3
157	этой теории	3	3
158	учение о	1	3
159	и тот	1	3
160	в себе	2	3
161	но ведь	2	3
162	о которой	1	3
163	и вот	1	3
164	и по	3	3
165	всех своих	1	3
166	что все	4	3
167	и может	1	3
168	в детской	1	3
169	зрения на	1	3
170	было бы	10	3
171	мы имеем	3	3
172	такой же	1	3
173	нисколько не	2	3
174	именно и	1	3
175	мысли и	1	3
176	тому чтобы	2	3
177	случае не	2	3
178	тому что	1	3
179	самого начала	1	3
180	одна из	1	3
181	на него	1	3
182	он пытается	1	3
183	в сознании	1	3
184	к себе	2	3
185	не могут	2	3
186	бы он	1	3
187	она не	1	3
188	ничего общего	1	3
189	с ее	2	3
190	внутренняя речь	3	3
191	только то	1	3
192	приводит к	5	3
193	о бессознательном	1	3
194	если бы	8	3
195	и внешней	1	3
196	развития как	1	3
197	и что	8	3
198	бы то	1	3
199	в конечном	4	3
200	и желания	1	3
201	на другие	1	3
202	человека с	1	3
203	человека к	2	3
204	из которого	1	3
205	у него	2	3
206	в них	4	3
207	со стороны	3	3
208	и т.п	7	3
209	ребенка в	10	3
210	на этот	6	3
211	вместе с	6	3
212	ребенка к	1	3
213	и от	1	3
214	но это	1	3
215	не является	9	3
216	это как	1	3
217	когда он	3	3
218	не знает	1	3
219	ее в	2	3
220	по поводу	4	3
221	помощью которых	1	3
222	в такой	2	2
223	и то	1	2
224	тех же	1	2
225	это и	1	2
226	когда человек	1	2
227	и до	3	2
228	высшей степени	7	2
229	что между	2	2
230	в первый	2	2
231	детской жизни	1	2
232	благодаря тому	1	2
233	того же	3	2
234	между собой	1	2
235	не отличается	1	2
236	в ее	1	2
237	видели что	5	2
238	жизнь ребенка	1	2
239	но как	1	2
240	с которыми	1	2
241	ответ на	1	2
242	себе и	1	2
243	отличие от	3	2
244	значение для	4	2
245	чем же	1	2
246	опирается на	1	2
247	что как	3	2
248	в своем	9	2
249	сознания в	1	2
250	от этого	2	2
251	помощью которого	2	2
252	что это	6	2
253	в нашем	1	2
254	или во	2	2
255	сил в	1	2
256	всей его	2	2
257	что она	3	2
258	внутренней речи	5	2
259	их в	4	2
260	но все	2	2
261	у ребенка	15	2
262	на всю	1	2
263	в совершенно	4	2
264	в поведении	2	2
265	наибольшее значение	1	2
266	на этой	2	2
267	при помощи	4	2
268	жизни ребенка	2	2
269	это было	1	2
270	это не	5	2
271	всю жизнь	1	2
272	которой он	1	2
273	приходит в	1	2
274	том что	27	2
275	в эту	4	2
276	что значит	1	2
277	на один	1	2
278	но если	2	2
279	и при	1	2
280	в их	2	2
281	психологии не	1	2
282	мы говорили	1	2
283	в отличие	3	2
284	сих пор	1	2
285	страх и	1	2
286	как это	6	2
287	в отношении	6	2
288	таких случаях	1	2
289	в таких	1	2
290	что с	5	2
291	но для	2	2
292	дело не	1	2
293	и притом	1	2
294	к этим	1	2
295	в процессе	11	2
296	в самых	1	2
297	этих фактов	2	2
298	в нас	1	2
299	для всего	2	2
300	только не	1	2
301	и теперь	2	2
302	из того	4	2
303	только с	1	2
304	этом отношении	3	2
305	является по	1	2
306	в области	1	2
307	в момент	1	2
308	когда мы	1	2
309	же что	1	2
310	отличается от	1	2
311	для развития	1	2
312	должны быть	1	2
313	что оно	4	2
314	оно не	1	2
315	для себя	3	2
316	и самое	1	2
317	речи мы	4	2
318	в виду	6	2
319	на основе	7	2
320	нами выше	1	2
321	не исчерпывается	1	2
322	и вообще	2	2
323	стремление к	1	2
324	выводу что	1	2
325	в другом	2	2
326	и поэтому	1	2
327	в философских	1	2
328	до сих	1	2
329	не позволяет	1	2
330	той социальной	1	2
331	этих двух	2	2
332	что и	2	2
333	во всей	5	2
334	этого периода	1	2
335	которые он	2	2
336	в настоящей	1	2
337	также в	1	2
338	мир в	1	2
339	для ребенка	9	2
340	на которой	2	2
341	себя с	1	2
342	мы видим	4	2
343	окружающей его	1	2
344	с одной	7	2
345	для всех	4	2
346	на всем	2	2
347	не можем	3	2
348	уже в	5	2
