N	3gram	Potebnia_M_2	Stilisti
1	в то же	2	9
2	то же время	2	7
3	для того чтобы	2	7
4	и то же	2	4
5	одно и то	2	4
6	то что мы	2	4
7	в свою очередь	6	4
8	с самого начала	2	4
9	на самом деле	2	3
10	в этом случае	1	3
11	заключает в себе	4	3
12	что мы называем	3	3
13	внутренней и внешней	1	3
14	которое может быть	1	3
15	и тем самым	1	3
16	но все же	1	3
17	и той же	1	2
18	вместе с тем	1	2
19	не было бы	4	2
20	только потому что	2	2
21	мы не знаем	1	2
22	смысле этого слова	3	2
23	не может быть	2	2
24	и как бы	1	2
25	о том что	1	2
26	в связи с	1	2
27	одной и той	1	2
28	что у нас	1	2
29	мы видели что	1	2
30	то все же	2	1
31	дает нам возможность	1	1
32	сих пор говоря	1	1
33	важную роль и	1	1
34	и того же	6	1
35	только в этих	1	1
36	представим себе что	1	1
37	у нас есть	1	1
38	по себе не	3	1
39	прежде всего на	1	1
40	может обойтись без	1	1
41	более или менее	8	1
42	не только о	1	1
43	мы должны принять	1	1
44	то есть к	1	1
45	языка и не	1	1
46	не может обойтись	2	1
47	о которой мы	2	1
48	себе не может	1	1
49	в одно мгновение	1	1
50	до сих пор	4	1
51	и во всех	2	1
52	нетрудно заметить что	1	1
53	при этом мы	1	1
54	в собственном смысле	1	1
55	при этом не	1	1
56	не наоборот то	1	1
57	в нашем сознании	1	1
58	одном и том	1	1
59	по крайней мере	5	1
60	бы не в	1	1
61	и в жизни	2	1
62	этого еще мало	1	1
63	в одном и	1	1
64	но этого еще	1	1
65	в большинстве случаев	1	1
66	мы легко заметим	1	1
67	так а не	1	1
68	того времени когда	1	1
69	что мы не	1	1
70	и том же	1	1
71	а не иначе	1	1
72	и в этом	1	1
73	по сравнению с	1	1
74	тем не менее	5	1
75	к которому мы	1	1
76	но даже и	1	1
77	но главным образом	1	1
78	пор говоря о	1	1
79	не связанных между	1	1
80	мы будем называть	1	1
81	но не только	1	1
82	он в то	1	1
83	тем самым не	1	1
84	на вопрос о	1	1
85	правда мы можем	1	1
86	не менее и	1	1
87	в самом звуке	1	1
88	таким образом в	2	1
89	а не наоборот	1	1
90	с точкой зрения	1	1
91	мы не можем	3	1
92	пространство и время	1	1
93	даже и в	1	1
94	само по себе	2	1
95	между тем в	1	1
96	краска на лице	1	1
97	и не может	1	1
98	вопрос о том	1	1
99	не только на	1	1
100	мысль о том	1	1
101	только тогда когда	2	1
102	с другой стороны	2	1
103	только в том	1	1
104	одного и того	6	1
105	но все эти	1	1
106	это как бы	1	1
107	мы легко можем	1	1
108	до того неизвестные	1	1
109	в том что	7	1
110	как и в	1	1
111	если б мы	1	1
112	в душе человека	1	1
113	за порогом сознания	1	1
114	ничем не связанных	1	1
