N	3gram	Tiupa_Lite_1	Problema
1	с точки зрения	2	11
2	тем не менее	2	10
3	в том что	11	8
4	по крайней мере	1	6
5	с другой стороны	1	6
6	в данном случае	4	5
7	можно было бы	1	4
8	не только в	4	4
9	во всяком случае	2	4
10	мы имеем дело	1	3
11	на самом деле	1	3
12	только в том	2	3
13	в зависимости от	1	3
14	тех или иных	1	3
15	в связи с	4	3
16	о том что	2	3
17	в чистом виде	1	2
18	что перед нами	1	2
19	не говоря уже	2	2
20	тот или иной	1	2
21	жизни и в	1	2
22	и в частности	1	2
23	а также и	1	2
24	ничего общего с	1	2
25	и тем более	1	2
26	и прежде всего	3	2
27	не выходит за	1	2
28	в то же	5	2
29	только при условии	1	2
30	здесь как и	1	2
31	к тому же	1	2
32	а иной раз	1	1
33	говоря уже об	1	1
34	но все же	1	1
35	на том что	1	1
36	о себе в	1	1
37	только потому что	1	1
38	в медном всаднике	1	1
39	иметь в виду	1	1
40	дело в том	2	1
41	между прочим и	1	1
42	уже не является	1	1
43	как и во	1	1
44	имеем дело в	1	1
45	том что он	1	1
46	как раз и	1	1
47	не так просто	1	1
48	бы то ни	1	1
49	только то что	1	1
50	русской классической литературы	3	1
51	говоря уже о	1	1
52	с этой точки	3	1
53	до сих пор	1	1
54	и то что	2	1
55	ту или иную	2	1
56	эти и подобные	1	1
57	войне и мире	1	1
58	на эту тему	1	1
59	то ни было	1	1
60	с одной стороны	2	1
61	на первый взгляд	1	1
62	в последнее время	1	1
63	перед ним и	1	1
64	и подобные им	1	1
65	прежде всего в	3	1
66	хотя бы на	1	1
67	в том числе	1	1
68	этой точки зрения	3	1
69	несмотря на свою	1	1
70	в войне и	1	1
71	в свою очередь	1	1
72	существует только потому	1	1
73	в третьем лице	1	1
74	и тем самым	2	1
75	с самого начала	1	1
76	на то что	1	1
77	классической литературы как	1	1
78	по этому поводу	1	1
79	возникают прежде всего	1	1
80	достоевского но не	1	1
81	в это время	1	1
