N	2gram	Bakhtin_Fr_3	SlovoVZh
1	не может	3	16
2	может быть	9	14
3	точки зрения	2	14
4	как бы	3	13
5	и его	17	13
6	таким образом	10	12
7	и в	40	12
8	по отношению	3	11
9	в нашем	4	11
10	отношению к	2	11
11	и не	13	10
12	если бы	3	9
13	так как	4	9
14	прежде всего	16	8
15	художественного произведения	1	7
16	нашем примере	3	7
17	сказать что	3	7
18	в ней	4	6
19	в том	8	6
20	только в	3	6
21	при этом	3	6
22	с помощью	2	6
23	в нем	5	6
24	слова и	2	6
25	все время	1	6
26	художественную форму	1	6
27	то же	7	5
28	в виду	7	5
29	можно сказать	2	5
30	отнюдь не	1	5
31	как в	3	5
32	но в	8	5
33	и др	7	5
34	а не	5	5
35	как и	11	5
36	и следовательно	3	5
37	том что	4	5
38	никогда не	1	5
39	хотя бы	2	5
40	то что	5	5
41	мы все	1	4
42	на самом	3	4
43	литературы и	1	4
44	к нему	2	4
45	в литературе	5	4
46	в этом	15	4
47	все же	2	4
48	в самом	6	4
49	не только	13	4
50	ни было	1	4
51	отношение к	8	4
52	так и	3	4
53	с другой	2	4
54	что не	1	4
55	не в	1	4
56	его в	1	4
57	дело в	2	4
58	и к	3	4
59	жизни и	4	4
60	и на	8	4
61	здесь не	3	3
62	самом деле	3	3
63	в котором	2	3
64	в пределах	1	3
65	ведь и	1	3
66	еще не	3	3
67	мы не	2	3
68	и вообще	1	3
69	о том	4	3
70	бы то	1	3
71	но и	11	3
72	между тем	3	3
73	нуждается в	3	3
74	того что	1	3
75	в художественном	1	3
76	быть и	1	3
77	когда он	1	3
78	и наконец	3	3
79	имеет в	2	3
80	и ее	2	3
81	все эти	8	3
82	только на	4	3
83	конечно не	2	3
84	в себе	3	3
85	слово в	3	3
86	да и	1	3
87	в творчестве	1	3
88	для него	5	3
89	отражает в	1	3
90	он должен	1	3
91	не к	2	3
92	и по	1	3
93	то ни	1	3
94	и с	8	3
95	точек зрения	1	3
96	до сих	4	3
97	ни в	4	3
98	в них	9	3
99	и уже	1	3
100	в своей	6	3
101	так же	1	3
102	и более	1	3
103	из этого	2	3
104	по себе	1	3
105	сих пор	4	3
106	не менее	2	3
107	все это	4	3
108	но для	1	3
109	и для	5	3
110	это как	1	3
111	ее и	1	3
112	с ним	1	3
113	на границе	1	3
114	этого положения	1	2
115	как это	1	2
116	они ни	1	2
117	в себя	1	2
118	и самое	3	2
119	ко всем	3	2
120	те же	5	2
121	мы имеем	1	2
122	мы в	1	2
123	и здесь	4	2
124	возможна только	1	2
125	настоящее время	1	2
126	с его	3	2
127	и что	1	2
128	между собой	1	2
129	тем как	1	2
130	но конечно	2	2
131	данном случае	2	2
132	в данном	4	2
133	к слову	1	2
134	в его	13	2
135	что и	3	2
136	подчеркнуть что	1	2
137	в форме	2	2
