N	2gram	Propp_Isto_1	Problemy
1	и в	28	43
2	и не	9	29
3	т е	10	26
4	может быть	25	23
5	как бы	2	22
6	не может	15	18
7	в пределах	4	16
8	как и	4	14
9	но и	10	14
10	и т	25	13
11	в этом	8	13
12	что он	10	13
13	в нем	2	12
14	в одном	5	12
15	слова в	1	12
16	не только	12	11
17	не в	9	11
18	по себе	3	11
19	и на	4	10
20	но в	8	10
21	как мы	3	10
22	в его	5	10
23	прежде всего	10	10
24	еще не	7	9
25	он не	2	9
26	никогда не	14	9
27	в большинстве	4	9
28	т п	1	9
29	то же	12	8
30	для него	2	8
31	и его	3	8
32	большинстве случаев	4	8
33	или в	5	8
34	ведь и	1	7
35	перед нами	3	7
36	в то	3	7
37	в другом	3	7
38	до сих	5	7
39	а не	15	7
40	что же	3	7
41	сих пор	5	7
42	то что	9	7
43	так сказать	1	6
44	при этом	3	6
45	не как	3	6
46	в этих	7	6
47	здесь не	4	6
48	приводит к	2	6
49	о нем	2	6
50	в том	9	6
51	в котором	3	6
52	у него	1	6
53	и все	1	6
54	в тягость	1	5
55	и он	3	5
56	но не	5	5
57	по отношению	3	5
58	хотя и	1	5
59	в себе	2	5
60	все эти	4	5
61	но ведь	1	5
62	на то	4	5
63	да и	1	5
64	таким образом	8	5
65	и с	4	5
66	было бы	7	5
67	у меня	3	5
68	но здесь	1	5
69	о том	9	5
70	никак не	1	5
71	и что	10	5
72	мы увидим	10	5
73	так что	4	5
74	вовсе не	2	5
75	все это	4	5
76	а что	1	5
77	бы в	2	5
78	а в	7	5
79	отношению к	3	5
80	а как	1	4
81	мы не	10	4
82	так чтобы	2	4
83	я не	3	4
84	во всех	2	4
85	отличие от	2	4
86	там где	4	4
87	вот как	1	4
88	в своем	5	4
89	словом в	1	4
90	т д	22	4
91	же не	3	4
92	в них	1	4
93	между собою	1	4
94	должно быть	2	4
95	во время	3	4
96	в своей	1	4
97	в отличие	2	4
98	но он	1	4
99	их в	5	4
100	как его	1	4
101	в самой	1	4
102	с другом	3	4
103	к тому	6	4
104	и это	1	4
105	с собой	1	4
106	по мере	2	4
107	этот вопрос	7	4
108	только в	11	4
109	же и	1	4
110	так как	6	4
111	как раз	2	4
112	с другой	6	4
113	на этот	2	4
114	не на	2	4
115	ты идешь	1	4
116	не могут	2	4
117	друг с	4	4
118	но это	4	4
119	в результате	1	4
120	между ними	2	4
121	совершенно не	1	4
122	что в	12	4
123	также и	3	3
124	должна быть	5	3
125	мы уже	1	3
126	что если	2	3
127	и со	1	3
128	в виду	1	3
129	он был	1	3
130	мы будем	5	3
131	стороны и	1	3
132	кроме того	1	3
133	когда он	6	3
134	и к	1	3
135	более или	5	3
136	еще один	2	3
137	только на	1	3
138	тому же	1	3
139	это не	7	3
140	в жизни	1	3
141	кажется что	1	3
142	или менее	5	3
143	и их	3	3
144	в их	3	3
145	образом и	1	3
146	даже в	4	3
147	в отношении	1	3
148	она не	1	3
149	на него	4	3
150	ничего не	2	3
151	во всем	3	3
152	могут быть	4	3
153	не менее	6	3
154	он с	1	3
155	и этим	2	3
156	в себя	1	3
157	можно было	5	3
158	так и	9	3
159	если бы	8	3
160	и даже	4	3
161	с ним	2	3
162	и здесь	7	3
163	между тем	2	3
164	что и	6	3
165	а он	1	3
166	и только	2	3
167	здесь в	2	3
168	в формах	1	3
169	его в	6	3
170	тот же	2	3
171	и рассказ	1	3
172	и ее	1	3
173	себя в	2	3
174	уже не	3	3
175	в виде	2	3
176	тем что	3	3
177	герой и	1	3
178	отчего же	2	3
179	по существу	5	3
180	все же	10	3
181	и для	4	3
182	в эту	1	3
183	это все	1	3
184	не знает	5	3
185	другой стороны	5	3
186	героя в	5	3
187	ту же	1	2
188	отношения к	2	2
189	чтобы не	3	2
190	тем же	1	2
191	из его	1	2
192	себе как	1	2
193	вопрос о	5	2
194	героя но	1	2
195	время как	3	2
196	на себя	1	2
197	то это	3	2
198	мы здесь	3	2
199	и говорить	1	2
200	всем этим	1	2
201	этих случаях	2	2
202	как если	1	2
203	друг на	1	2
204	в сторону	1	2
205	герой не	1	2
206	друга и	1	2
207	не входят	1	2
208	как в	2	2
209	с этим	4	2
210	как нам	1	2
211	целый ряд	1	2
212	и как	2	2
213	в первом	1	2
214	та же	1	2
215	что это	8	2
216	в целом	2	2
217	бы не	1	2
218	из этих	1	2
219	мы обратимся	1	2
220	как он	2	2
221	на одну	1	2
222	и еще	1	2
223	на том	1	2
224	но все	4	2
225	а затем	2	2
226	об этом	4	2
227	из них	3	2
228	знает что	1	2
229	известно что	1	2
230	него как	1	2
231	на друга	1	2
232	для чего	1	2
233	том что	7	2
234	что такое	2	2
235	в такой	2	2
236	почти не	3	2
237	себе а	1	2
238	в которых	1	2
239	что этот	2	2
240	и то	1	2
241	и герой	1	2
242	раз и	3	2
243	дело в	3	2
244	того как	3	2
245	одна из	2	2
246	на себе	1	2
247	появляются в	1	2
