N	2gram	Bakhtin_Pr_2	Komedia
1	и в	45	26
2	и не	42	14
3	и его	8	12
4	к тому	1	12
5	так и	3	12
6	тому же	1	11
7	может быть	18	11
8	в том	8	11
9	в этом	20	10
10	на протяжении	3	10
11	но и	15	10
12	том что	7	9
13	если бы	2	9
14	вместе с	1	9
15	что в	6	9
16	ясно что	1	8
17	было бы	4	8
18	и на	7	7
19	не только	16	7
20	что и	5	7
21	из них	9	7
22	ли не	1	7
23	еще не	9	6
24	в своем	5	6
25	о том	3	6
26	в нем	20	6
27	iii в	1	6
28	таким образом	11	6
29	в то	5	6
30	того чтобы	1	6
31	потому что	8	6
32	и здесь	2	6
33	наряду с	1	6
34	то что	5	6
35	в которой	2	5
36	античной литературы	1	5
37	с его	8	5
38	что он	7	5
39	так что	2	5
40	в истории	2	5
41	независимо от	1	5
42	с этим	1	5
43	для того	1	5
44	ни в	2	5
45	и с	7	5
46	хоть и	3	5
47	один из	2	5
48	к этому	4	5
49	уже в	4	4
50	в отрывках	1	4
51	хотя и	2	4
52	в самом	13	4
53	в целом	5	4
54	из этих	1	4
55	с их	4	4
56	это было	2	4
57	в них	4	4
58	как и	14	4
59	в этих	4	4
60	место в	1	4
61	тому что	1	4
62	не менее	2	4
63	не по	3	4
64	как будто	1	4
65	как мы	8	4
66	что у	4	4
67	можно было	2	4
68	еще в	1	4
69	его в	3	4
70	в его	22	4
71	только в	9	4
72	до нас	1	4
73	же в	1	4
74	в начале	2	4
75	так как	5	4
76	у него	6	4
77	на этот	1	4
78	что для	2	4
79	прежде всего	11	4
80	в частности	1	4
81	как это	2	4
82	все же	4	4
83	и для	2	4
84	и от	3	4
85	одной из	2	4
86	точки зрения	19	4
87	например в	2	3
88	в котором	7	3
89	то же	5	3
90	в их	4	3
91	той же	1	3
92	того же	1	3
93	в ней	7	3
94	во всех	4	3
95	но не	6	3
96	по отношению	8	3
97	как в	4	3
98	но в	6	3
99	в этой	1	3
100	как он	4	3
101	друг другу	1	3
102	но все	4	3
103	человека в	5	3
104	в каждом	4	3
105	могла бы	1	3
106	по всему	1	3
107	но если	1	3
108	не имеет	3	3
109	того как	3	3
110	в самой	3	3
111	же время	3	3
112	связи с	1	3
113	что на	1	3
114	и сам	3	3
115	то время	1	3
116	в образе	3	3
117	и поэтому	1	3
118	к нему	11	3
119	после смерти	1	3
120	к их	1	3
121	в единственном	1	3
122	себя в	2	3
123	ответ на	1	3
124	и их	6	3
125	друг друга	7	3
126	мы можем	4	3
127	тем что	2	3
128	до начала	1	3
129	здесь в	2	3
130	не было	2	3
131	о чем	1	3
132	и особенно	2	3
133	из которых	2	3
134	отношению к	8	3
135	да и	1	3
136	все это	5	3
137	или в	2	3
138	отрывки из	2	3
139	человеческих типов	1	3
140	а в	3	3
141	в своей	6	3
142	жизни и	15	3
143	по поводу	1	3
144	том числе	2	3
145	не может	24	3
146	одним из	3	2
147	по отдельным	1	2
148	и есть	1	2
149	в первом	1	2
150	из его	1	2
151	мы имеем	2	2
152	мы не	1	2
153	время как	1	2
154	говорить о	1	2
155	х годов	2	2
156	в виду	2	2
157	в ее	3	2
158	и другие	4	2
159	отличие от	1	2
160	идет о	2	2
161	в одной	5	2
162	что по	1	2
163	самом начале	3	2
164	от этого	1	2
165	за собой	2	2
166	да еще	1	2
167	бы и	3	2
168	сказать о	1	2
169	в нашем	2	2
170	ни одна	1	2
171	современной ему	2	2
172	и если	1	2
173	что она	4	2
174	он не	9	2
175	и еще	1	2
176	что ни	1	2
177	на этом	1	2
178	же не	1	2
179	об этом	3	2
180	это не	3	2
181	этом смысле	5	2
182	не всегда	1	2
183	чем в	1	2
184	в развитии	2	2
185	представление о	2	2
186	в отличие	1	2
187	которые в	2	2
188	не в	8	2
189	в конце	4	2
190	вовсе не	7	2
191	даже в	6	2
192	одна из	3	2
193	в одном	6	2
194	не является	3	2
195	с другом	2	2
196	всего в	1	2
197	своего отца	1	2
198	на это	1	2
199	как не	5	2
200	с самого	1	2
201	так в	1	2
202	и что	2	2
203	в мире	3	2
204	в пользу	1	2
205	времени в	1	2
206	и все	1	2
207	мы понимаем	1	2
208	в другой	1	2
209	наконец в	1	2
210	в античной	1	2
211	представления о	1	2
212	все время	3	2
213	в жизнь	1	2
214	с которыми	2	2
215	тот же	2	2
216	с ними	4	2
217	в какой	1	2
218	и ее	7	2
219	в уста	3	2
220	с одной	1	2
221	не знающего	1	2
222	и у	2	2
223	с женой	1	2
224	одно из	1	2
225	у нее	1	2
226	отношение к	8	2
227	от того	2	2
228	в других	1	2
229	рядом с	3	2
230	нет и	3	2
231	со стороны	4	2
232	и к	2	2
233	до сих	2	2
234	с другой	1	2
235	и тех	1	2
236	нового времени	3	2
237	а на	2	2
238	с которым	1	2
239	для их	1	2
240	что из	1	2
241	если не	2	2
242	мы находим	1	2
243	в той	3	2
244	не удалось	1	2
245	в ответ	1	2
246	как бы	15	2
247	друг с	2	2
248	своего времени	1	2
249	в уже	1	2
250	сих пор	2	2
251	каждой из	1	2
252	бы в	5	2
253	еще более	1	2
254	хотя бы	5	2
255	в речах	1	2
256	к его	1	2
257	и жизнь	1	2
258	во всяком	1	2
259	всех четырех	1	1
260	отношения к	2	1
261	переходит к	1	1
262	самом деле	4	1
263	этого последнего	1	1
264	мере в	1	1
265	отношения между	1	1
266	сам автор	4	1
267	сравнению с	2	1
268	та же	1	1
269	и сценических	1	1
270	творчества с	1	1
271	такое положение	1	1
272	в сущности	7	1
273	они были	1	1
274	же что	3	1
275	первого и	1	1
276	в каждой	1	1
277	между собой	1	1
278	все эти	4	1
279	они ищут	1	1
280	не был	2	1
281	в чем	2	1
282	это свойство	1	1
283	в область	1	1
284	же она	1	1
285	свою жизнь	2	1
286	некоторые фрагменты	1	1
287	друг от	2	1
288	в свои	1	1
289	свои силы	1	1
290	из таких	1	1
291	всю эту	1	1
292	составить себе	1	1
293	чем же	2	1
294	если она	1	1
295	опирается на	2	1
296	общего с	1	1
297	которой они	1	1
298	в художественном	3	1
299	как к	2	1
300	и нет	1	1
301	в полном	1	1
302	и слова	1	1
303	более или	1	1
304	грани и	1	1
305	с нею	1	1
306	жизни в	2	1
