N	3gram	Bakhtin_Pr_1	NovoeSre
1	в высшей степени	1	6
2	не может быть	4	4
3	подобно тому как	3	3
4	во всех сферах	1	3
5	в этом смысле	10	2
6	он не может	1	2
7	что в нем	1	2
8	и не во	1	2
9	так же как	1	2
10	это не значит	3	2
11	с другой стороны	3	2
12	ни одна из	1	2
13	культуры нового времени	1	2
14	в том и	1	2
15	она не может	1	2
16	в платоновском смысле	1	1
17	xviii века но	1	1
18	что она не	3	1
19	то время как	1	1
20	мы должны перейти	1	1
21	себе и в	1	1
22	же как и	1	1
23	до сих пор	2	1
24	и не может	2	1
25	переживает кризис и	1	1
26	в зависимости от	5	1
27	сами по себе	3	1
28	тому как в	1	1
29	можно было бы	2	1
30	может быть только	1	1
31	и весь мир	1	1
32	было бы сказать	1	1
33	или иная форма	1	1
34	не только в	2	1
35	слова а не	1	1
36	и не могут	1	1
37	как будто бы	1	1
38	в известном смысле	1	1
39	не могут быть	1	1
40	не в том	1	1
41	могут быть отнесены	1	1
42	во всяком случае	3	1
43	ни в какие	1	1
44	и еще не	1	1
45	в мире а	1	1
46	о том что	1	1
47	в то время	1	1
48	то что в	1	1
49	не в духе	1	1
50	и про себя	1	1
51	это и есть	1	1
52	та или иная	1	1
53	выходит за пределы	1	1
54	ведь прежде всего	1	1
55	в большинстве случаев	2	1
56	и быть не	1	1
57	не будет и	1	1
58	нового времени что	1	1
59	быть не может	1	1
60	в том что	6	1
61	для них не	1	1
62	конечно не в	1	1
