N	2gram	Vinokur_Vv_1	KulturaY
1	т е	38	38
2	и т	43	33
3	в том	31	30
4	и в	27	24
5	потому что	14	23
6	том что	26	21
7	т п	5	18
8	что в	11	17
9	того чтобы	21	17
10	для того	21	16
11	было бы	5	15
12	в этом	34	14
13	т д	37	14
14	точки зрения	7	14
15	может быть	24	13
16	все же	8	12
17	таким образом	19	12
18	языка в	4	12
19	и не	13	12
20	в его	10	12
21	не в	8	11
22	только в	13	11
23	хотя бы	5	10
24	в самом	12	10
25	не только	21	10
26	в силу	3	10
27	у нас	2	10
28	вовсе не	6	10
29	самом деле	6	9
30	язык как	3	9
31	русского языка	1	9
32	с точки	2	9
33	так как	13	9
34	если бы	2	9
35	о том	15	9
36	того что	12	9
37	отношению к	4	9
38	прежде всего	8	9
39	то что	17	9
40	а только	8	8
41	по отношению	4	8
42	уже не	5	8
43	то обстоятельство	1	8
44	то же	8	8
45	о языке	3	8
46	том чтобы	6	8
47	обстоятельство что	1	8
48	языка и	12	8
49	в языке	1	8
50	тем что	6	8
51	как раз	4	8
52	а не	3	8
53	не может	13	7
54	не трудно	7	7
55	это не	8	7
56	в них	4	7
57	не менее	8	7
58	связи с	3	7
59	в области	4	7
60	так и	1	7
61	история языка	2	7
62	бы в	1	7
63	в качестве	7	7
64	с другой	8	7
65	с помощью	1	7
66	как бы	5	7
67	вместе с	6	7
68	только потому	1	6
69	мере в	4	6
70	мы имеем	3	6
71	зависимости от	1	6
72	в ней	3	6
73	однако не	4	6
74	в которой	1	6
75	все эти	3	6
76	при этом	3	6
77	в которых	6	6
78	тогда когда	3	6
79	можно было	7	6
80	язык есть	1	6
81	что он	4	6
82	в какой	4	6
83	но и	5	6
84	именно в	8	6
85	что же	3	6
86	все это	6	6
87	этого рода	8	6
88	другой стороны	5	6
89	что такое	10	6
90	например в	2	5
91	в зависимости	1	5
92	еще не	4	5
93	но не	7	5
94	не просто	4	5
95	что это	3	5
96	и с	2	5
97	истории языка	5	5
98	но уже	2	5
99	рядом с	2	5
100	с тем	6	5
101	так сказать	1	5
102	по крайней	4	5
103	и его	5	5
104	не потому	1	5
105	к тому	4	5
106	в виду	4	5
107	к языку	1	5
108	с ним	1	5
109	и что	4	5
110	между тем	8	5
111	а потому	3	5
112	крайней мере	4	5
113	язык в	1	5
114	еще и	3	5
115	всяком случае	3	5
116	содержание и	1	5
117	что не	5	5
118	языка как	2	5
119	в той	7	5
120	той мере	4	5
121	в результате	3	5
122	этом отношении	3	5
123	а в	5	5
124	во всяком	3	5
125	того же	3	4
126	это и	1	4
127	что эти	1	4
128	разумеется не	1	4
129	и на	3	4
130	как в	1	4
131	в целом	5	4
132	из этих	5	4
133	учение о	2	4
134	на то	1	4
135	в нем	13	4
136	русском языке	1	4
137	же касается	2	4
138	того или	1	4
139	в данном	11	4
140	и тогда	3	4
141	тем не	8	4
142	стоит в	2	4
143	в таких	1	4
144	русский язык	3	4
145	того как	3	4
146	иными словами	1	4
147	в русском	1	4
148	и является	1	4
149	следует что	2	4
150	не на	1	4
151	в самой	1	4
152	внимание на	4	4
153	что и	3	4
154	с ними	1	4
155	должен быть	4	4
156	так что	5	4
157	есть в	1	4
158	не есть	4	4
159	речь в	4	4
160	из них	3	4
161	со стороны	12	4
162	до сих	5	4
163	в частности	3	4
164	с этим	2	4
165	в тех	2	4
166	по существу	2	4
167	слова и	1	4
168	сих пор	5	4
169	один из	6	4
170	же в	1	4
171	в этих	3	4
172	так же	3	4
173	и то	5	3
174	науки о	9	3
175	в первом	5	3
