N	2gram	Ircho_Kome_1	Problema
1	то есть	1	46
2	в его	5	43
3	и не	8	42
4	и в	22	38
5	познания и	1	30
6	не может	2	27
7	может быть	9	26
8	как бы	1	22
9	по отношению	3	21
10	отнюдь не	1	19
11	отношению к	3	19
12	и с	3	17
13	и его	8	16
14	в этом	3	15
15	в нем	4	15
16	и т	9	14
17	только в	3	13
18	т п	5	13
19	прежде всего	5	13
20	независимо от	2	13
21	но не	2	12
22	за пределы	2	12
23	во всех	1	11
24	в области	2	11
25	ни в	6	11
26	и для	1	11
27	не входит	1	10
28	отношение к	3	10
29	таким образом	8	10
30	в их	4	10
31	к нему	2	10
32	не только	10	9
33	его в	3	9
34	но и	11	9
35	и как	3	8
36	было бы	2	8
37	точки зрения	4	8
38	место в	3	8
39	в том	11	8
40	и др	1	8
41	то что	2	8
42	еще не	2	7
43	в самом	2	7
44	как и	9	7
45	не в	6	7
46	как мы	4	7
47	с другой	5	7
48	между тем	5	7
49	отметить что	1	7
50	совершенно не	1	7
51	что в	6	7
52	в м	1	6
53	не к	2	6
54	и этим	1	6
55	можно только	1	6
56	ничего не	3	6
57	дело с	1	6
58	содержания и	1	6
59	мы можем	4	6
60	все же	3	6
61	а в	6	6
62	высшей степени	1	5
63	тем как	2	5
64	отличие от	2	5
65	в своем	1	5
66	при этом	5	5
67	то же	6	5
68	в них	3	5
69	в высшей	1	5
70	далеко не	1	5
71	в отличие	1	5
72	так и	5	5
73	и о	3	5
74	с ним	1	5
75	и прежде	1	5
76	большинстве случаев	1	5
77	в большинстве	1	5
78	могут быть	3	5
79	формы и	1	5
80	мы здесь	1	4
81	на самом	1	4
82	в ней	1	4
83	но конечно	1	4
84	относится к	2	4
85	как в	5	4
86	но в	4	4
87	в себе	2	4
88	в данном	1	4
89	не менее	3	4
90	но они	1	4
91	в то	10	4
92	данном случае	1	4
93	можно было	1	4
94	о том	8	4
95	которых мы	2	4
96	в других	2	4
97	в форме	2	4
98	и только	1	4
99	к которому	3	4
100	материал в	1	4
101	и потому	1	4
102	в более	3	4
103	хотя бы	1	4
104	может и	1	4
105	сказать что	1	4
106	другой стороны	5	4
107	также и	1	3
108	едва ли	7	3
109	говорить о	1	3
110	эстетики и	1	3
111	бы то	2	3
112	сказать и	1	3
113	и к	1	3
114	и художественного	1	3
115	в целом	3	3
116	к миру	1	3
117	он не	3	3
118	то ни	2	3
119	в мире	1	3
120	а как	1	3
121	и тем	2	3
122	несмотря на	4	3
123	том что	12	3
124	тем не	2	3
