N	2gram	Ircho_Kome_3	NovoeSre
1	а не	4	17
2	и в	22	16
3	не может	3	16
4	нового времени	2	12
5	и не	21	11
6	в эпоху	2	9
7	что в	5	9
8	в том	12	8
9	жизни и	1	8
10	он не	5	8
11	в этом	8	7
12	в новой	1	7
13	может быть	6	7
14	не будет	2	7
15	как и	3	7
16	с его	3	6
17	не в	4	6
18	ни в	10	6
19	никогда не	3	6
20	не знает	3	6
21	должен быть	2	5
22	в ней	4	5
23	и к	3	5
24	не только	5	5
25	все это	5	5
26	в нем	3	5
27	о том	8	4
28	и мы	3	4
29	в них	3	4
30	то что	4	4
31	это не	2	4
32	прежде всего	5	4
33	не было	2	4
34	к старому	1	4
35	и потому	1	4
36	по своему	3	4
37	не менее	5	4
38	и для	4	4
39	не имеет	3	4
40	и все	2	4
41	потому что	10	4
42	с другой	4	3
43	в ее	3	3
44	вопрос о	1	3
45	человека и	2	3
46	и начало	1	3
47	еще не	6	3
48	во всех	2	3
49	за пределы	2	3
50	лицом к	1	3
51	в истории	1	3
52	наряду с	2	3
53	как в	2	3
54	конечно не	3	3
55	к ним	3	3
56	возвращение к	2	3
57	подобно тому	1	3
58	в мире	2	3
59	но и	4	3
60	это было	1	3
61	к власти	1	3
62	с тем	4	3
63	бога и	1	3
64	к лицу	1	3
65	в своей	5	3
66	к жизни	1	3
67	тому как	1	3
68	в прошлом	1	3
69	она не	2	3
70	в основе	2	3
71	жизни в	1	3
72	к тому	6	3
73	сказать что	1	3
74	и это	2	2
75	время как	2	2
76	роль в	2	2
77	можно было	2	2
78	так и	4	2
79	времени и	1	2
80	мы не	2	2
81	и с	4	2
82	для этого	1	2
83	стремление к	1	2
84	еще до	1	2
85	я не	1	2
86	и что	6	2
87	и на	2	2
88	должно было	3	2
89	но не	1	2
90	которую она	1	2
91	в новом	1	2
92	все время	2	2
93	с этим	3	2
94	ни к	1	2
95	хотя и	5	2
96	но в	5	2
97	который в	3	2
98	все эти	1	2
99	с одной	3	2
100	в себе	4	2
101	не могла	3	2
102	не к	1	2
103	том чтобы	1	2
104	нашего времени	1	2
105	у него	4	2
106	что она	4	2
107	что все	1	2
108	нет и	4	2
109	и даже	3	2
110	не собирается	1	2
111	том что	13	2
112	вместе с	9	2
113	так же	4	2
114	место в	1	2
115	одной стороны	3	2
116	такого рода	1	2
117	другой стороны	2	2
118	обращение к	1	2
119	по существу	2	2
120	том и	1	2
121	как это	5	2
122	будет и	1	2
123	призыв к	1	2
124	такой же	1	2
125	глубины и	1	2
126	равно как	2	2
127	в смысле	1	2
128	в то	6	2
129	того чтобы	6	2
130	формы и	1	2
131	и от	1	2
132	и весь	1	2
133	хотя бы	4	2
134	все они	1	2
135	а в	7	2
136	ли это	1	2
137	могут быть	1	2
138	можно назвать	1	2
139	из ее	1	2
140	ни одно	1	1
141	перед лицом	2	1
142	он требует	1	1
143	приводит к	3	1
144	и до	1	1
145	и мысли	3	1
146	в образе	2	1
147	с собой	1	1
148	не с	2	1
149	ней нет	1	1
150	во многом	1	1
151	надеяться что	1	1
152	с ним	5	1
153	можно сказать	1	1
154	говорить о	3	1
155	на себя	4	1
156	то это	5	1
157	не был	1	1
158	в виду	2	1
159	зависимости от	1	1
160	жизни это	1	1
161	это я	1	1
162	это время	1	1
163	на них	3	1
164	теперь и	1	1
165	что его	5	1
166	в чем	1	1
167	и во	2	1
168	не могут	2	1
169	вели к	1	1
170	вернуть себе	1	1
171	к нему	5	1
172	конечно имели	1	1
173	обреченный на	1	1
174	из сторон	1	1
175	черты и	1	1
176	в его	8	1
177	в эти	1	1
178	но нет	1	1
179	себе и	1	1
180	отличие от	2	1
181	и только	1	1
182	мне представляется	1	1
183	и она	1	1
184	в своем	8	1
185	на человека	1	1
186	человека в	2	1
187	связанный с	1	1
188	что он	8	1
189	только в	1	1
190	во всем	1	1
191	по своей	1	1
192	от этого	1	1
193	в этот	1	1
194	в самом	9	1
195	не хочет	5	1
196	то время	2	1
197	вполне возможно	2	1
198	из этих	1	1
199	к достижению	1	1
200	положительное значение	1	1
201	и у	1	1
202	уже в	2	1
203	в большинстве	1	1
204	ко времени	1	1
205	человек не	1	1
206	в статье	1	1
207	из них	5	1
208	сами эти	1	1
209	бы к	1	1
210	к своим	1	1
211	все еще	2	1
212	для того	6	1
213	это тем	1	1
214	и их	1	1
215	всяком случае	3	1
216	и когда	1	1
217	нуждается в	2	1
218	к одному	1	1
219	в конце	7	1
220	никакого ответа	1	1
221	друг друга	4	1
222	не случайно	1	1
223	людей и	2	1
224	тем что	5	1
225	в нее	1	1
226	от того	2	1
227	вот что	1	1
228	но все	4	1
229	от нее	3	1
230	значение в	1	1
231	до начала	2	1
232	не были	1	1
233	возможно что	3	1
234	ней и	1	1
235	выходит за	1	1
236	из всех	2	1
237	них не	1	1
238	а по	5	1
239	на ее	3	1
240	с другими	2	1
241	был в	1	1
242	который и	1	1
243	было бы	3	1
244	сам себя	2	1
245	было и	1	1
246	себя и	2	1
247	в отличие	1	1
248	что не	3	1
249	для них	1	1
250	богов он	1	1
251	всей новой	1	1
252	превращается в	1	1
253	нет в	1	1
254	а на	2	1
255	они не	1	1
256	в этой	3	1
257	ничем не	4	1
258	не на	1	1
259	этого не	1	1
260	не всегда	1	1
261	и переживает	1	1
262	жизнь в	1	1
263	как ни	1	1
264	отказаться от	2	1
265	ее на	1	1
266	бог и	1	1
267	что мы	2	1
268	посвящения в	1	1
269	ближе к	2	1
270	он и	2	1
271	и ему	1	1
272	перед собой	1	1
273	и еще	3	1
274	в этих	1	1
275	во время	6	1
276	но если	3	1
277	и особенно	2	1
278	до этого	2	1
279	мы конечно	1	1
280	на это	3	1
281	к себе	5	1
282	в котором	2	1
283	только для	2	1
284	ничего нет	1	1
285	перестала быть	1	1
286	мы в	1	1
287	не столько	1	1
288	нет ни	2	1
289	мы опять	1	1
290	в зависимости	1	1
291	в силу	2	1
292	не удалось	1	1
293	времени не	1	1
294	но он	1	1
295	быть только	1	1
296	эту мысль	1	1
297	в мир	1	1
298	их в	3	1
299	в состоянии	1	1
300	во времени	1	1
301	быть не	1	1
302	в это	1	1
303	и вся	1	1
