N	2gram	Propp_Isto_5	FransuaR
1	и в	25	49
2	прежде всего	6	19
3	в его	12	18
4	и на	8	17
5	не только	13	17
6	и его	9	17
7	в этом	10	15
8	и не	11	15
9	только в	7	13
10	но и	13	13
11	во время	7	12
12	как и	7	11
13	как бы	2	11
14	в этой	3	10
15	в xvii	1	10
16	вовсе не	2	10
17	в нем	7	9
18	для него	1	9
19	и др	3	9
20	все это	4	9
21	отношение к	1	8
22	то же	4	7
23	все же	10	7
24	все эти	8	7
25	таким образом	9	7
26	как мы	5	7
27	один из	2	7
28	не может	6	7
29	жизни и	2	7
30	мы уже	4	6
31	во всех	2	6
32	в истории	4	6
33	и с	3	6
34	точки зрения	2	6
35	но он	2	6
36	в то	3	6
37	же время	1	6
38	в себя	3	6
39	в литературе	1	6
40	то что	7	6
41	здесь в	1	6
42	так как	11	6
43	сказать что	2	6
44	с точки	1	5
45	но не	5	5
46	в своем	1	5
47	при этом	1	5
48	в своей	2	5
49	никогда не	3	5
50	уже говорили	1	5
51	роль в	2	5
52	тот же	1	5
53	уже в	2	5
54	может быть	17	5
55	в особенности	3	5
56	относится к	1	5
57	и потому	2	5
58	в основном	4	5
59	и к	1	4
60	но в	1	4
61	в себе	1	4
62	но все	5	4
63	в жизни	1	4
64	в этих	6	4
65	и более	1	4
66	с ним	4	4
67	одна из	2	4
68	с другой	9	4
69	этот момент	1	4
70	а в	3	4
71	тем что	10	4
72	в форме	3	4
73	смерти и	1	4
74	до сих	2	4
75	не было	1	4
76	там где	6	4
77	и о	1	4
78	сих пор	2	4
79	том что	8	4
80	в свое	2	4
81	в своих	1	4
82	как на	1	4
83	также и	1	3
84	человека и	2	3
85	в самом	1	3
86	на первом	1	3
87	место в	1	3
88	не был	1	3
89	всех этих	1	3
90	и вот	1	3
91	а затем	7	3
92	и других	2	3
93	было бы	1	3
94	из них	2	3
95	несмотря на	2	3
96	мы видели	7	3
97	во всем	2	3
98	в одном	1	3
99	их в	3	3
100	даже в	2	3
101	но они	1	3
102	и это	4	3
103	в ее	4	3
104	так в	2	3
105	связанных с	1	3
106	и вообще	3	3
107	в виду	1	3
108	о том	7	3
109	другими словами	1	3
110	к нему	3	3
111	наконец в	1	3
112	же в	2	3
113	что он	22	3
114	характер смеха	1	3
115	мире и	1	3
116	с одной	7	3
117	не дает	1	3
118	связан с	2	3
119	что для	1	3
120	превращается в	7	3
121	связь с	8	3
122	о чем	2	3
123	одной стороны	7	3
124	в течение	2	3
125	в книге	3	3
126	но эти	3	3
127	и все	3	3
128	в том	6	3
129	другой стороны	8	3
130	одним из	2	2
131	до него	4	2
132	мы здесь	4	2
133	на самом	1	2
134	тех же	2	2
135	но даже	1	2
136	в ней	5	2
137	еще не	8	2
138	себе и	1	2
139	что они	1	2
140	дает нам	1	2
141	как к	1	2
142	целый ряд	1	2
143	та же	1	2
144	думать что	1	2
145	на то	2	2
146	ключ к	1	2
147	и еще	1	2
148	подобно тому	1	2
149	так например	2	2
150	связанные с	2	2
151	на этой	4	2
152	были в	1	2
153	смысл и	1	2
154	он понимает	1	2
155	можно найти	2	2
156	что касается	1	2
157	в их	1	2
158	и эти	1	2
159	мы должны	4	2
160	что в	8	2
161	эти формы	1	2
162	того как	4	2
163	он еще	1	2
164	того чтобы	3	2
165	ничего не	2	2
166	к ней	1	2
167	связи с	8	2
168	здесь же	1	2
169	могут быть	6	2
170	он видит	4	2
171	здесь не	1	2
172	без всякого	1	2
173	на основе	1	2
174	культуры но	1	2
175	в пределах	4	2
176	в дальнейшем	4	2
177	особенно в	2	2
178	еще в	2	2
179	не были	1	2
180	в обряде	5	2
181	одного из	1	2
182	можно сказать	2	2
183	в ту	1	2
184	в формах	2	2
185	одной из	1	2
186	традиции в	1	2
187	проникнуть в	1	2
188	целого и	1	2
189	всяком случае	1	2
190	именно на	2	2
191	в качестве	7	2
192	существования и	1	2
193	характерно что	1	2
194	себе в	1	2
195	никто не	3	2
196	в конце	1	2
197	мы можем	2	2
