N	2gram	Potebnia_M_3	Dialekti
1	не есть	17	40
2	и не	15	30
3	по себе	16	25
4	и т	5	21
5	т д	3	19
6	и в	30	18
7	точки зрения	2	17
8	ничего не	1	17
9	может быть	28	17
10	и есть	3	16
11	в нем	9	16
12	ни в	2	15
13	не имеет	6	15
14	так что	7	15
15	потому что	46	14
16	значит что	1	14
17	а не	15	14
18	не только	21	13
19	и даже	2	13
20	то что	18	13
21	что в	17	13
22	в этом	10	12
23	было бы	9	12
24	с точки	1	12
25	если бы	12	12
26	и что	10	12
27	не может	6	12
28	что это	4	11
29	в себе	16	11
30	что он	6	11
31	так как	13	11
32	как бы	3	11
33	это значит	1	11
34	все это	4	11
35	то же	23	10
36	есть нечто	4	10
37	несмотря на	2	10
38	что такое	2	10
39	прежде всего	3	10
40	сказать что	5	10
41	и то	8	9
42	стало быть	1	9
43	так и	11	9
44	это не	1	9
45	том что	18	9
46	внутреннего и	1	9
47	в том	32	9
48	сама по	2	8
49	ясно что	1	8
50	но это	6	8
51	в каком	5	8
52	к нему	3	8
53	идея и	1	7
54	и как	5	7
55	то в	1	7
56	что она	3	7
57	что не	8	7
58	не существует	3	7
59	вовсе не	7	7
60	но и	19	7
61	сам по	5	6
62	его не	1	6
63	в чем	3	6
64	есть ни	4	6
65	не то	3	6
66	но в	1	6
67	с другой	7	6
68	и вот	1	6
69	не в	15	6
70	она не	2	6
71	в то	10	6
72	с ним	6	6
73	никак не	3	6
74	можно сказать	3	6
75	ни с	1	6
76	не было	4	6
77	да и	1	6
78	и внешнего	1	6
79	говорить о	3	5
80	и он	1	5
81	отношение к	2	5
82	общего с	1	5
83	в своем	5	5
84	все же	2	5
85	себе не	4	5
86	на то	2	5
87	идеи и	2	5
88	и с	2	5
89	что оно	11	5
90	и мы	2	5
91	а потом	1	5
92	в этих	1	5
93	но если	1	5
94	ни о	3	5
95	в виду	1	5
96	есть только	5	5
97	не с	1	5
98	мы должны	4	5
99	он сам	1	5
100	само по	3	5
101	она есть	1	5
102	есть и	1	5
103	об отношении	4	5
104	или не	1	5
105	а в	12	5
106	это и	2	4
107	то это	6	4
108	как он	1	4
109	образ и	6	4
110	одно и	5	4
111	об этом	2	4
112	нисколько не	1	4
113	по крайней	5	4
114	и более	1	4
115	что эта	2	4
116	к чувственному	2	4
117	и притом	2	4
118	же время	5	4
119	к ней	5	4
120	к тому	7	4
121	ничего общего	2	4
122	как мы	7	4
123	в душу	1	4
124	только то	1	4
125	быть может	3	4
126	и вообще	3	4
127	о том	2	4
128	от него	2	4
129	крайней мере	5	4
130	внешнее и	1	4
131	мы видим	2	4
132	но не	7	4
133	не мешает	1	4
134	зеленый цвет	1	4
135	в котором	4	4
136	для меня	4	4
137	мы можем	3	4
138	не говорит	1	4
139	хотя и	1	4
140	собственно говоря	2	4
141	так же	3	4
142	может и	1	4
143	другой стороны	4	4
144	во всяком	1	4
145	отношения к	1	3
146	самом деле	2	3
147	только потому	3	3
148	для науки	1	3
149	должна быть	1	3
150	действительности и	3	3
151	есть не	7	3
152	но она	1	3
153	в ней	8	3
154	мысли и	2	3
155	на самом	1	3
156	а только	3	3
157	если в	1	3
158	все равно	4	3
159	что они	2	3
160	стороны и	1	3
161	то или	2	3
162	более или	3	3
163	конечно не	1	3
164	от этого	2	3
165	но эта	1	3
166	в самом	8	3
167	потом уже	1	3
168	та же	2	3
169	он не	4	3
170	что одна	1	3
171	что ни	2	3
172	но все	2	3
173	в них	5	3
174	должно быть	5	3
175	или менее	3	3
176	в их	2	3
177	что я	5	3
178	друг другу	1	3
179	даже в	2	3
180	тому что	3	3
181	на себе	1	3
182	иметь в	2	3
183	но только	2	3
184	в разных	2	3
185	в сознании	15	3
186	уже и	1	3
187	могут быть	3	3
188	его с	2	3
189	указывает на	6	3
190	и о	2	3
191	сознания и	1	3
192	жизнь и	1	3
193	и та	2	3
194	что и	13	3
195	один из	4	3
196	только в	21	3
197	только на	3	3
198	но что	2	3
199	даже не	1	3
200	точек зрения	1	3
201	еще и	1	3
202	что для	4	3
203	и потому	4	3
204	в данном	1	3
205	относиться к	1	3
206	что же	2	3
207	в его	4	3
208	не является	1	3
209	и все	3	3
210	или нет	1	3
211	бы в	2	3
212	только что	8	3
213	отношении к	2	3
214	была бы	4	3
215	жизни и	2	3
216	думать что	5	3
217	гораздо более	1	3
218	кто его	1	2
219	говоря о	4	2
220	чтобы не	1	2
221	или наоборот	1	2
222	что если	1	2
223	что уже	2	2
