N	2gram	Vygotskiy__2	Dialekti
1	не есть	1	47
2	и не	10	30
3	может быть	18	20
4	не только	12	19
5	и в	32	19
6	по себе	12	18
7	и т	10	17
8	а не	7	16
9	в себе	2	15
10	т д	2	15
11	что она	16	14
12	потому что	21	14
13	то что	21	14
14	в том	37	14
15	так как	12	14
16	и даже	5	14
17	как бы	6	14
18	вовсе не	2	13
19	то же	13	12
20	точки зрения	17	12
21	не просто	1	12
22	но и	10	12
23	значит что	3	12
24	и все	4	12
25	и как	7	10
26	что это	8	10
27	в нем	4	10
28	ни в	2	10
29	как и	10	10
30	том что	21	10
31	стало быть	1	10
32	сказать что	7	10
33	так и	3	10
34	это не	2	10
35	по крайней	1	9
36	никогда не	9	9
37	времени и	1	9
38	крайней мере	1	9
39	же и	1	9
40	не может	17	9
41	она есть	1	9
42	в этом	13	8
43	в своей	3	8
44	с точки	10	8
45	не в	8	8
46	есть нечто	2	8
47	она не	2	8
48	прежде всего	1	8
49	это есть	1	8
50	это значит	3	8
51	и то	3	7
52	есть не	4	7
53	время как	3	7
54	так что	3	7
55	и к	3	7
56	должно быть	1	7
57	как это	4	7
58	в поэзии	3	7
59	только тогда	1	7
60	но что	2	7
61	как будто	7	7
62	совершенно не	4	7
63	но это	2	7
64	что в	20	7
65	чтобы не	1	6
66	но не	2	6
67	что они	7	6
68	отнюдь не	5	6
69	тогда когда	3	6
70	в то	5	6
71	и вообще	2	6
72	и та	1	6
73	что он	13	6
74	конечно не	1	6
75	не потому	2	6
76	что не	3	6
77	того что	8	6
78	и может	1	6
79	жизни и	4	6
80	и это	4	5
81	в силу	1	5
82	в одну	1	5
83	жизнь и	3	5
84	же время	2	5
85	и его	7	5
86	на свете	1	5
87	и с	4	5
88	в виду	3	5
89	о том	6	5
90	и что	22	5
91	можно сказать	1	5
92	а она	1	5
93	но как	3	5
94	не то	1	5
95	что и	17	5
96	с другой	3	5
97	от смысла	2	5
98	и следовательно	2	5
99	что поэзия	1	5
100	по своему	3	5
101	в смысле	3	5
102	как раз	5	5
103	только что	1	5
104	в самом	12	5
105	только в	7	5
106	поэзии и	7	4
107	еще не	2	4
108	самом деле	16	4
109	или иное	1	4
110	за пределы	1	4
111	независимо от	1	4
112	все же	4	4
113	только то	1	4
114	та же	3	4
115	как он	2	4
116	и если	1	4
117	при этом	13	4
118	он не	6	4
119	и вот	3	4
120	и по	4	4
121	одно и	1	4
122	таким образом	21	4
123	заключается в	12	4
124	одна и	1	4
125	в одном	2	4
126	но он	3	4
127	все это	5	4
128	не нуждается	1	4
129	связи с	1	4
130	в таком	2	4
131	в каком	3	4
132	не могут	3	4
133	есть только	5	4
134	это конечно	1	4
135	что оно	2	4
136	в ее	2	4
137	то или	2	4
138	и когда	4	4
139	ясно что	7	4
140	в другом	1	4
141	к нему	2	4
142	и только	2	4
143	как нечто	2	4
144	то время	3	4
145	от того	4	4
146	в связи	1	4
147	могут быть	4	4
148	том смысле	1	4
149	хотя бы	3	4
150	а в	4	4
151	другой стороны	2	4
152	же как	4	3
153	искусство и	1	3
154	таком случае	1	3
155	сам по	4	3
156	это и	1	3
157	как мы	1	3
158	что если	6	3
159	и тут	1	3
160	что иное	1	3
161	оно есть	1	3
162	иное как	1	3
163	в чем	4	3
164	а только	3	3
165	себе и	2	3
166	в этой	6	3
167	с этим	4	3
168	кроме того	1	3
169	и где	1	3
170	себе как	1	3
171	эти вопросы	1	3
172	не значит	2	3
173	выйти из	1	3
174	же не	1	3
175	об этом	3	3
176	его в	1	3
177	это было	3	3
178	и мы	6	3
179	было бы	11	3
180	мы имеем	4	3
181	и уже	1	3
182	форма и	1	3
183	и тогда	1	3
184	в этих	2	3
185	от поэтического	1	3
186	сами по	3	3
187	и более	4	3
188	вещей и	2	3
189	что этот	2	3
190	не менее	8	3
191	важно что	1	3
192	ничего не	4	3
193	в разных	1	3
194	как только	2	3
195	должны быть	3	3
196	но только	4	3
197	то как	3	3
198	вещи и	1	3
199	принять во	1	3
200	это только	3	3
201	все его	1	3
202	уже не	1	3
203	грань между	1	3
204	все время	6	3
205	тех пор	1	3
206	даны в	2	3
207	же мы	3	3
208	будто бы	1	3
209	из них	4	3
210	ведь это	1	3
211	мы находим	2	3
212	бы это	1	3
213	но потому	1	3
214	и из	6	3
215	и их	3	3
216	не было	2	3
217	себе не	1	3
218	во внимание	2	3
219	сейчас же	5	3
220	мы говорим	1	3
221	в данном	4	3
222	в той	1	3
223	когда мы	2	3
224	и от	2	3
225	его с	2	3
226	понимать как	1	3
227	только как	3	3
228	была бы	2	3
229	не что	1	3
230	они не	1	3
231	смысле что	1	3
232	как известно	1	2
233	если вы	1	2
234	также и	2	2
235	в сфере	1	2
236	человека и	1	2
237	на самом	5	2
238	он может	1	2
239	только потому	2	2
240	тем же	1	2
241	его не	1	2
242	например в	3	2
243	из всего	1	2
244	не важно	1	2
245	что уже	1	2
246	каком случае	1	2
247	так чтобы	1	2
248	то это	3	2
249	как не	2	2
250	зависимости от	1	2
251	в ней	5	2
252	и говорить	2	2
253	во всех	3	2
254	мы начинаем	1	2
255	явлений и	2	2
256	если в	2	2
257	в общем	3	2
258	очевидно что	2	2
259	к сожалению	1	2
260	которые не	3	2
261	в истории	1	2
262	мере в	1	2
263	если она	2	2
264	как в	9	2
265	более и	2	2
266	и нет	1	2
267	что по	2	2
268	более или	1	2
269	но в	3	2
270	в противоположность	1	2
271	не очень	1	2
272	в которой	2	2
273	бы и	3	2
274	мы получаем	2	2
275	все эти	7	2
276	но ведь	1	2
277	на его	2	2
278	в узком	2	2
279	не как	3	2
280	оно должно	1	2
281	на этом	3	2
282	но все	1	2
283	в каждом	2	2
284	не будет	1	2
285	говорил что	1	2
286	на все	5	2
287	с целью	1	2
288	в жизни	4	2
289	только одно	1	2
290	о вещах	1	2
291	с тем	11	2
292	несмотря на	4	2
293	хотя в	1	2
294	смысл и	2	2
295	или менее	1	2
296	и при	2	2
297	взгляд на	1	2
298	что бывает	1	2
299	в их	3	2
300	жизни с	3	2
301	в зависимости	1	2
302	яснее это	1	2
303	тем не	4	2
304	видели мы	1	2
305	их в	2	2
306	неодушевленные предметы	1	2
307	тому что	4	2
308	нет никакого	1	2
309	что есть	1	2
310	что с	3	2
311	самого начала	1	2
312	дело не	1	2
313	того как	4	2
314	в сущности	7	2
315	и остается	1	2
316	на него	2	2
317	у пушкина	1	2
318	не по	1	2
319	себе так	1	2
320	искусство с	1	2
321	искусству и	1	2
322	только не	1	2
323	того и	2	2
324	к поэзии	1	2
325	убедиться в	1	2
326	уже и	1	2
327	и делает	1	2
328	что на	4	2
329	в области	1	2
330	и искусство	1	2
331	во все	1	2
332	к тому	7	2
333	когда они	1	2
334	в конце	3	2
335	с ее	3	2
336	данном случае	4	2
337	взгляда на	1	2
338	с самого	1	2
339	культуры и	1	2
340	и совершенно	3	2
341	что у	5	2
342	том как	2	2
343	мы в	3	2
344	понятно что	2	2
345	совершенно невозможно	1	2
346	разница между	1	2
347	и должно	1	2
348	но мы	1	2
349	поэтическое произведение	1	2
350	все в	1	2
351	между тем	4	2
352	когда оно	1	2
353	эти два	1	2
354	всяком случае	2	2
355	что бы	1	2
356	и она	1	2
357	мы должны	3	2
358	мы видим	4	2
359	с ними	1	2
360	в какой	2	2
361	с одной	1	2
362	если мы	12	2
363	или в	1	2
364	и показать	1	2
365	а потому	2	2
366	т п	8	2
367	само по	3	2
368	тем что	9	2
369	смысла и	1	2
370	в очень	2	2
371	до сих	5	2
372	именно в	1	2
373	и прежде	1	2
374	только к	1	2
375	делает их	1	2
376	в некоторых	1	2
377	не на	2	2
378	зависит от	2	2
379	человеческой жизни	1	2
380	жизнь в	1	2
381	что мы	1	2
382	когда я	2	2
383	в частности	3	2
384	на который	2	2
385	ни на	3	2
386	вместе с	2	2
387	так же	18	2
388	поэтому если	1	2
389	что же	3	2
390	в тех	1	2
391	как нельзя	2	2
392	сам не	1	2
393	в состоянии	2	2
394	нечто совершенно	1	2
395	сих пор	5	2
396	новые и	1	2
397	же самое	6	2
398	думают что	1	2
399	форм и	2	2
400	и часто	2	2
401	в результате	1	2
402	это может	2	2
403	может и	1	2
404	или других	1	2
405	только о	1	2
406	этих вещей	1	2
407	в виде	1	2
408	формы проявления	1	2
409	а я	2	2
410	того или	3	2
411	в искусстве	21	2
412	в своих	9	2
413	во всяком	2	2
414	этом совершенно	1	1
415	смысле слова	1	1
416	от этой	1	1
417	речь идет	1	1
418	говоря о	1	1
419	слова которые	1	1
420	того же	2	1
421	между обеими	1	1
422	не остается	2	1
423	случае есть	1	1
424	идет о	1	1
425	анекдоте или	1	1
426	же по	1	1
427	далее и	1	1
428	по преимуществу	1	1
429	и до	4	1
430	уже указывали	1	1
431	все те	2	1
432	обойтись без	1	1
433	их и	1	1
434	всего того	1	1
435	и значение	1	1
436	который создан	1	1
437	сравнению с	2	1
438	уже что	1	1
439	женщин с	1	1
440	эти самые	1	1
441	и новые	1	1
442	всякое поэтическое	1	1
443	и идет	1	1
444	что под	1	1
445	теории как	1	1
446	на тему	1	1
447	мы и	1	1
