N	2gram	Vinokur_St_1	Istorich
1	и в	44	28
2	и т	30	25
3	может быть	15	25
4	т д	21	22
5	а не	16	15
6	не может	8	15
7	никогда не	5	14
8	мы имеем	2	13
9	для нас	7	13
10	то же	5	12
11	не только	18	12
12	что в	30	12
13	только в	10	11
14	мы не	2	10
15	все же	8	10
16	и что	4	10
17	что он	10	10
18	но и	10	10
19	прежде всего	7	10
20	т е	15	10
21	не в	12	9
22	так и	9	9
23	о том	17	9
24	то что	18	9
25	в том	36	9
26	и не	16	9
27	в этом	21	8
28	но в	10	8
29	что это	4	8
30	таким образом	7	8
31	не всегда	2	8
32	если бы	9	8
33	в ней	3	7
34	это не	8	7
35	еще не	3	7
36	этот вопрос	4	7
37	и др	1	7
38	что мы	5	7
39	так же	5	7
40	том что	29	7
41	было бы	17	7
42	в этих	2	7
43	а в	17	7
44	в этой	11	6
45	это тоже	1	6
46	ни один	2	6
47	его в	2	6
48	так например	7	6
49	для изучения	4	6
50	тем не	2	6
51	не менее	5	6
52	к тому	1	6
53	что и	6	6
54	так как	5	6
55	с другой	9	6
56	вместе с	1	6
57	видно что	3	6
58	например в	8	5
59	должна быть	3	5
60	вопрос о	4	5
61	что они	7	5
62	в своем	2	5
63	что она	4	5
64	по существу	2	5
65	их в	2	5
66	дело не	4	5
67	на основе	1	5
68	можно было	13	5
69	в его	9	5
70	что здесь	2	5
71	но не	3	5
72	в качестве	4	5
73	в одном	1	5
74	до сих	7	5
75	к которому	4	5
76	на более	1	5
77	сих пор	7	5
78	или в	1	5
79	не должен	1	5
80	не знает	2	5
81	сказать что	7	5
82	другой стороны	7	5
83	и даже	5	4
84	и для	3	4
85	и на	1	4
86	между собой	1	4
87	как правило	2	4
88	не все	3	4
89	с этим	3	4
90	все эти	5	4
91	на то	4	4
92	но все	4	4
93	об этом	3	4
94	и с	3	4
95	с тем	1	4
96	как и	9	4
97	даже в	3	4
98	на него	2	4
99	в основе	3	4
100	должны быть	3	4
101	так в	1	4
102	того что	9	4
103	с одной	3	4
104	потому что	6	4
105	так что	6	4
106	к ним	1	4
107	а именно	3	4
108	превращается в	2	4
109	в иной	1	4
110	одной стороны	2	4
111	могут быть	5	4
112	там где	5	4
113	как будто	4	4
114	ссылки на	1	4
115	все это	5	4
116	хотя бы	6	4
117	но это	6	4
118	и другие	1	4
119	они не	1	4
120	также и	9	3
121	чтобы не	1	3
122	по отдельным	1	3
123	исходит из	1	3
124	время как	2	3
125	я не	7	3
126	то это	3	3
127	не знают	1	3
128	по отношению	3	3
129	не просто	1	3
130	так называемая	3	3
131	перед нами	1	3
132	точку зрения	3	3
133	при этом	2	3
134	этого вопроса	2	3
135	не как	1	3
136	и по	5	3
137	в другом	3	3
138	из них	8	3
139	показывает что	1	3
140	и тогда	2	3
141	во время	3	3
142	нас не	1	3
143	почти не	1	3
144	в котором	5	3
145	и эти	1	3
146	надо сказать	2	3
147	это дело	2	3
148	бы быть	1	3
149	по себе	1	3
150	в то	9	3
151	на котором	1	3
152	дело в	6	3
153	того как	1	3
154	очень часто	3	3
155	есть только	2	3
156	должен быть	3	3
157	как мы	1	3
158	для этого	2	3
159	с того	1	3
160	в современной	1	3
161	в какой	3	3
162	должен был	2	3
163	и его	8	3
164	уже не	1	3
165	если мы	1	3
166	следовало бы	2	3
167	в начале	3	3
168	и их	2	3
169	то время	2	3
170	которые могут	1	3
171	тем что	5	3
172	в форме	1	3
173	именно в	6	3
174	на эту	4	3
175	как это	4	3
176	из которых	1	3
177	это за	1	3
178	что же	6	3
179	будто бы	3	3
180	в целях	1	3
181	отношению к	3	3
182	к сожалению	3	3
183	точно так	1	3
184	отношения к	2	2
185	же как	3	2
186	увидим ниже	1	2
187	и потому	2	2
188	в зависимости	1	2
189	по его	2	2
190	меньшей мере	3	2
191	когда мы	1	2
192	зависимости от	1	2
193	подчеркнуть что	2	2
194	это время	1	2
195	большей частью	1	2
196	к своему	1	2
197	на них	1	2
198	столь же	4	2
199	бы то	1	2
200	во всех	8	2
201	а только	1	2
202	ответ на	3	2
203	должны были	1	2
204	как в	13	2
205	один только	1	2
206	от этого	2	2
207	в целом	5	2
208	он в	1	2
209	тут и	1	2
210	в тех	3	2
211	которые в	2	2
212	право на	1	2
213	в очень	3	2
214	в себе	2	2
215	во многих	3	2
216	как он	1	2
217	в нем	5	2
218	связанные с	3	2
219	он не	2	2
220	всех этих	2	2
221	он должен	2	2
222	и вот	1	2
223	том чтобы	1	2
224	так часто	1	2
225	то ни	1	2
226	эти факты	1	2
227	эти материалы	1	2
228	а по	1	2
229	материала и	2	2
230	при помощи	2	2
231	и тем	3	2
232	это положение	1	2
233	ни одной	2	2
234	с несомненностью	1	2
235	для него	6	2
236	но если	4	2
237	что такое	1	2
238	в такой	2	2
239	бы мы	2	2
240	таких случаях	1	2
241	в эпоху	2	2
242	однако в	1	2
243	что этот	2	2
244	но они	1	2
245	в таких	1	2
246	а иногда	2	2
247	как о	2	2
248	и другое	1	2
249	в русской	1	2
250	тогда когда	1	2
251	одна из	1	2
252	что их	1	2
253	так чтобы	1	2
254	производное от	1	2
255	очень мало	3	2
256	по своей	2	2
257	не по	3	2
258	только с	2	2
259	такие случаи	2	2
260	не могут	1	2
261	в области	14	2
262	отказаться от	1	2
263	на вопрос	4	2
264	всех случаях	1	2
265	в ее	4	2
266	мысль о	1	2
267	и этим	1	2
268	с самого	1	2
269	нечто целое	1	2
270	и когда	1	2
271	за то	3	2
272	ясно что	10	2
273	еще в	1	2
274	том как	4	2
275	что от	2	2
276	мы в	1	2
277	поэтому в	3	2
278	ничего не	2	2
279	о нем	1	2
280	случаях как	1	2
281	в пользу	2	2
282	там же	1	2
283	образом мы	1	2
284	между тем	3	2
285	этому поводу	2	2
286	во всей	1	2
287	и только	3	2
288	здесь в	1	2
289	в свете	1	2
290	с той	1	2
291	тот же	1	2
292	одной из	1	2
293	дело с	2	2
294	отказ от	1	2
295	по этому	3	2
296	именно на	1	2
297	себя в	1	2
298	видеть что	1	2
299	еще одну	1	2
300	в данной	2	2
301	его и	1	2
302	был бы	1	2
303	не так	1	2
304	никто не	4	2
305	вовсе не	19	2
306	говорит в	2	2
307	как раз	4	2
308	были бы	1	2
309	видно из	1	2
310	со стороны	6	2
311	даже не	4	2
312	еще и	2	2
313	с ней	1	2
314	а с	3	2
315	в середине	1	2
316	что не	3	2
317	говорит о	3	2
318	в некоторых	1	2
319	связано с	1	2
320	на этот	3	2
321	не на	1	2
322	не означает	1	2
323	что нельзя	1	2
324	xix века	1	2
325	конечно не	2	2
326	как бы	4	2
327	именно так	1	2
328	нисколько не	2	2
329	это явление	2	2
330	вопрос в	3	2
331	не существует	3	2
332	и от	1	2
333	бы в	1	2
334	была бы	5	2
335	то здесь	1	2
336	из этого	1	2
337	в виде	3	2
338	в частности	4	2
339	это было	1	2
340	к этому	1	2
341	можно назвать	2	2
342	можно говорить	1	1
343	речь идет	4	1
344	не должны	1	1
345	художественного произведения	1	1
346	и то	5	1
347	сомнения что	1	1
348	на самом	6	1
349	тех же	1	1
350	это и	4	1
351	и есть	1	1
352	тем же	3	1
353	впечатление что	1	1
354	в первом	2	1
355	из его	1	1
356	ведь и	3	1
357	едва ли	1	1
358	кости и	1	1
359	и этот	1	1
360	его не	1	1
361	а как	2	1
362	в и	130	1
363	землей и	1	1
364	к нашей	1	1
365	более ранней	1	1
366	себе как	1	1
367	эти примеры	1	1
368	только все	1	1
369	этого сопоставления	1	1
370	говорить о	2	1
371	историческое явление	1	1
372	на себя	1	1
373	эпохи в	3	1
374	но даже	1	1
375	отдельном случае	1	1
376	д на	1	1
377	бы с	1	1
378	об их	1	1
379	на пространстве	1	1
380	он был	3	1
381	время в	1	1
382	будет видно	1	1
383	некоторые другие	1	1
384	иных случаях	2	1
385	оно совершенно	1	1
386	совсем не	2	1
387	но как	1	1
388	в сторону	2	1
389	встречаются как	1	1
390	таком положении	2	1
391	иногда и	2	1
392	как специальная	1	1
393	брать из	1	1
394	или иное	3	1
395	из таких	1	1
396	и я	3	1
397	как по	1	1
398	в истории	3	1
399	изучения и	1	1
400	что именно	1	1
401	стороны и	1	1
402	что как	2	1
403	себе совершенно	1	1
404	под его	1	1
405	целый ряд	2	1
406	и к	1	1
407	то в	3	1
408	еще на	1	1
409	в которой	4	1
410	и у	2	1
411	за это	1	1
412	в нашем	1	1
413	бы не	2	1
414	из этих	6	1
415	многое в	1	1
416	вообще а	1	1
417	е с	3	1
418	но он	2	1
419	и кто	1	1
420	от необходимости	1	1
421	но ведь	8	1
422	в наших	2	1
423	встать на	1	1
424	от которого	1	1
425	о которой	3	1
426	на одну	1	1
427	этой книге	1	1
428	сказал что	1	1
429	у читателя	1	1
430	содержит в	1	1
