N	2gram	Losev_Dial_4	Istorich
1	в лесу	1	26
2	и в	15	22
3	мы имеем	5	19
4	в этом	11	17
5	и т	17	16
6	т е	46	16
7	т д	15	15
8	что в	7	15
9	не только	8	14
10	мы видели	1	13
11	но и	4	12
12	и не	30	12
13	может быть	17	11
14	и пр	9	11
15	или в	7	11
16	но в	3	10
17	таким образом	5	10
18	еще не	4	10
19	в нем	5	9
20	что и	6	9
21	в том	11	9
22	что он	7	9
23	вместе с	2	9
24	как мы	1	8
25	мы видим	4	8
26	что они	4	8
27	не знаю	1	8
28	с этим	3	8
29	том что	10	8
30	то что	16	7
31	и здесь	1	7
32	мы должны	4	7
33	уже не	9	7
34	из них	2	7
35	так как	14	7
36	с другой	1	7
37	другой стороны	2	7
38	к этому	3	7
39	то же	9	6
40	мы уже	3	6
41	это не	12	6
42	ничего не	17	6
43	связи с	1	6
44	возможно что	1	6
45	если бы	6	6
46	в них	2	6
47	что здесь	3	6
48	то и	2	6
49	мы можем	3	6
50	а не	18	6
51	в течение	4	6
52	а в	1	6
53	все же	2	5
54	он не	1	5
55	что она	5	5
56	в этой	4	5
57	тем не	2	5
58	не менее	2	5
59	могут быть	3	5
60	к нему	1	5
61	в свете	5	5
62	того что	13	5
63	один из	4	5
64	так что	6	5
65	показывает что	2	5
66	на ней	1	5
67	у меня	1	5
68	в частности	2	5
69	или по	4	5
70	есть и	3	5
71	этом случае	1	5
72	и на	5	4
73	все эти	3	4
74	видели что	1	4
75	отношение к	1	4
76	не в	8	4
77	имеем в	1	4
78	на этом	3	4
79	и с	4	4
80	не всегда	3	4
81	можно найти	1	4
82	у нас	3	4
83	как это	2	4
84	но он	1	4
85	видим что	4	4
86	и его	7	4
87	тем что	2	4
88	что на	2	4
89	она не	4	4
90	в пределах	1	4
91	в дальнейшем	1	4
92	находится в	2	4
93	в другой	1	4
94	только в	7	4
95	и они	1	4
96	его и	1	4
97	а именно	6	4
98	в данном	3	4
99	в свою	3	4
100	не может	11	4
101	имеем и	1	3
102	их и	1	3
103	имеет свою	1	3
104	что иное	8	3
105	я не	5	3
106	представление о	2	3
