N	3gram	Losev_Prob_3	Marksizm
1	с точки зрения	2	20
2	не может быть	5	13
3	в самом деле	1	9
4	до сих пор	2	8
5	бы то ни	4	8
6	то ни было	3	8
7	в связи с	7	7
8	в настоящее время	2	6
9	и того же	1	5
10	одного и того	1	5
11	в отличие от	2	5
12	с другой стороны	5	5
13	вполне понятно что	1	3
14	этот вопрос мы	1	3
15	является не только	1	3
16	в этом случае	5	3
17	то же самое	7	3
18	мы не будем	2	3
19	отнюдь не является	2	3
20	на этот вопрос	1	3
21	может быть и	3	3
22	в конце концов	3	3
23	каких бы то	1	3
24	в первом случае	1	3
25	можно сказать что	2	3
26	в то же	4	3
27	для того чтобы	1	3
28	в том что	9	3
29	же как и	2	2
30	в чем же	1	2
31	но при этом	1	2
32	на первый план	2	2
33	в таком случае	4	2
34	сама по себе	8	2
35	на самом же	4	2
36	можно было бы	3	2
37	так же как	1	2
38	во всяком случае	6	2
39	смысле этого слова	1	2
40	от того что	1	2
41	это и есть	1	2
42	быть и речи	1	2
43	если мы скажем	1	2
44	самом же деле	4	2
45	тем не менее	10	2
46	ничего общего с	2	2
47	от знака к	2	1
48	неразрывно связаны между	1	1
49	точка зрения на	1	1
50	в ней нет	1	1
51	она может фигурировать	1	1
52	настоящее время является	1	1
53	еще только в	1	1
54	что он является	1	1
55	и в таком	1	1
56	одним и тем	1	1
57	ни к каким	1	1
58	хотя бы только	1	1
59	этого слова как	1	1
60	художественного образа в	1	1
61	равно как и	1	1
62	только в контексте	1	1
63	есть прежде всего	1	1
64	ни о какой	1	1
65	том что он	1	1
66	серп и молот	1	1
67	как бы ни	1	1
68	с этим не	1	1
69	действительности так и	1	1
70	что же касается	4	1
71	и во всяком	1	1
72	и там и	2	1
73	не имеют ничего	1	1
74	как мы сказали	1	1
75	сами по себе	6	1
76	сказать что и	1	1
77	но и в	2	1
78	не было бы	3	1
79	это вовсе не	4	1
80	его значение и	1	1
81	но если мы	1	1
82	эта последняя в	1	1
83	знак имеет свою	1	1
84	чем иным как	1	1
85	с этой точки	1	1
86	является не чем	1	1
87	и вовсе не	4	1
88	и это является	1	1
89	ту или иную	1	1
90	так или иначе	1	1
91	если мы возьмем	2	1
92	не чем иным	1	1
93	и тем же	1	1
94	и отличается от	1	1
95	сих пор мы	1	1
96	с одной стороны	1	1
97	вопрос мы не	1	1
98	не имеет никакой	1	1
99	ничего общего не	1	1
100	мы скажем что	1	1
101	так как они	1	1
102	как и между	1	1
103	и не было	1	1
104	во втором случае	1	1
105	связаны между собой	1	1
106	а в слове	1	1
107	и как бы	2	1
108	все же не	1	1
109	знак и что	1	1
110	это не значит	1	1
111	а не в	1	1
112	и от них	1	1
113	и художественный образ	1	1
114	более или менее	1	1
115	нет ничего общего	1	1
116	таким образом в	1	1
117	привело бы к	1	1
118	вовсе не в	2	1
119	действительности на которую	1	1
120	так и в	1	1
121	связи с тем	1	1
122	само по себе	3	1
123	в контексте других	1	1
124	этой точки зрения	2	1
125	с тем что	1	1
126	как и во	1	1
127	это значит что	2	1
128	не только не	1	1
129	ни о каком	2	1
130	правда и здесь	1	1
131	не только в	2	1
132	чтобы этот предмет	1	1
133	имеет значение если	1	1
134	друг от друга	2	1
135	имеется в виду	4	1
136	у нас не	2	1
137	имеют ничего общего	1	1
138	таким образом и	1	1
139	к тому что	1	1
140	в гораздо более	1	1
141	выходящее за пределы	1	1
142	на самом деле	2	1
143	в ту или	1	1
144	здесь говорить о	1	1
145	там и здесь	3	1
146	может быть в	1	1
147	имеются в виду	1	1
148	в своей основе	1	1
149	для этого необходимо	1	1
150	как мы говорили	2	1
151	как мы видели	2	1
152	той или иной	8	1
153	и вопрос о	1	1
