N	2gram	Tiupa_Hudo_2	Problemy
1	и в	28	34
2	и не	18	29
3	как бы	5	27
4	что он	8	23
5	в его	11	22
6	к другому	1	20
7	в нем	3	19
8	может быть	8	19
9	не может	4	19
10	и все	7	19
11	как и	11	18
12	о себе	3	18
13	себе самому	1	18
14	к себе	3	17
15	в этом	13	16
16	но в	2	16
17	и его	5	16
18	все это	3	16
19	он не	4	15
20	и с	6	15
21	что я	2	15
22	прежде всего	3	15
23	то же	6	14
24	с самим	2	14
25	к нему	3	14
26	самом деле	3	13
27	для него	5	13
28	и к	2	12
29	в то	6	12
30	же время	4	12
31	потому что	2	12
32	но и	9	12
33	т е	2	12
34	в сущности	1	11
35	вовсе не	2	11
36	то что	6	11
37	не только	11	10
38	слова и	1	10
39	а я	1	10
40	самим собою	2	9
41	не в	13	9
42	героя и	3	9
43	а не	14	9
44	и т	4	8
45	с самого	1	8
46	самого начала	1	8
47	никогда не	5	8
48	с ним	7	8
49	в другом	2	8
50	в самом	5	8
51	себя и	2	8
52	так же	3	8
53	что же	2	8
54	рассказа в	4	8
55	и для	2	8
56	точки зрения	2	8
57	я не	7	7
58	знает и	2	7
59	на него	3	7
60	как будто	4	7
61	я сам	1	7
62	как мы	2	7
63	и даже	1	7
64	что не	2	7
65	с которым	1	7
66	там где	1	7
67	все же	2	7
68	отношении к	1	7
69	что в	5	7
70	мы уже	3	6
71	и на	3	6
72	с его	5	6
73	с собою	1	6
74	отношение к	2	6
75	что они	4	6
76	в пределах	1	6
77	что у	3	6
78	самим собой	1	6
79	от себя	1	6
80	у меня	1	6
81	для себя	6	6
82	так и	8	6
83	в себе	9	6
84	только в	4	6
85	т п	2	6
86	с ними	3	6
87	не знает	1	6
88	отношению к	7	6
89	на них	1	5
90	он сам	2	5
91	по отношению	7	5
92	и у	2	5
93	что это	5	5
94	но все	1	5
95	лишь в	2	5
96	в слове	1	5
97	он и	1	5
98	не мог	1	5
99	в конце	1	5
100	даже в	1	5
101	к тому	7	5
102	себе самом	1	5
103	и сам	5	5
104	я теперь	1	5
105	это я	1	5
106	и что	1	5
107	что и	4	5
108	это не	6	5
109	все время	3	5
110	того что	1	5
111	и так	1	5
112	так что	1	5
113	из них	2	5
114	в одном	3	5
115	себе и	1	5
116	другого человека	1	5
117	и от	2	5
118	ни одного	2	5
119	хотя бы	2	5
120	а в	6	5
121	героя в	1	5
122	смерти отца	1	4
123	еще не	3	4
124	бы то	1	4
125	но не	4	4
126	но как	1	4
127	как в	5	4
128	над собой	1	4
129	бы и	4	4
130	он в	1	4
131	все эти	1	4
132	при этом	11	4
133	на этом	2	4
134	ни был	1	4
135	последнее слово	1	4
136	то ни	1	4
137	что все	3	4
138	в мире	7	4
139	его в	2	4
140	с другими	3	4
141	рядом с	5	4
142	с точки	2	4
143	но это	1	4
144	ли я	1	4
145	ничего не	5	4
146	как раз	4	4
147	его внутренней	1	4
148	его с	1	4
149	и это	3	4
150	если бы	6	4
151	тотчас же	1	4
152	только на	5	4
153	в виде	2	4
154	в начале	1	4
155	не принимает	1	4
156	в общем	1	4
157	так как	1	4
158	не о	1	4
159	у него	5	4
160	на меня	1	4
161	с другой	3	4
162	тем что	6	4
163	зубной боли	1	4
164	вместе с	2	4
165	да и	5	4
166	как к	1	4
167	к чужому	3	4
168	бы он	1	4
169	из своего	1	4
170	я в	1	4
171	и вдруг	1	4
172	бы его	1	4
173	а между	4	3
174	функции в	1	3
175	и то	2	3
176	за собой	1	3
177	высшей степени	1	3
178	бы уже	1	3
179	говорить о	2	3
180	в ней	3	3
181	как символ	1	3
182	для других	3	3
183	нет и	1	3
184	в одной	1	3
185	хотя и	1	3
186	уже в	1	3
187	ее как	1	3
188	как он	3	3
189	не как	2	3
190	их в	1	3
191	тут не	1	3
192	в каждом	1	3
193	это было	2	3
194	он все	1	3
195	его и	2	3
196	достоевского и	1	3
197	этого не	1	3
198	раз и	1	3
199	в своей	6	3
200	в котором	6	3
201	самого героя	1	3
202	и другого	1	3
203	не менее	5	3
204	но он	1	3
205	по себе	1	3
206	с миром	1	3
207	что с	1	3
208	том что	19	3
209	есть только	1	3
210	с ее	5	3
211	не могу	3	3
212	в ее	18	3
213	характер и	2	3
214	еще в	1	3
215	сводится к	6	3
216	в глаза	1	3
217	между тем	8	3
218	наконец в	1	3
219	к концу	1	3
220	в том	15	3
221	нуждается в	2	3
222	а с	3	3
223	до конца	1	3
224	в творчестве	1	3
225	эти слова	1	3
226	он уже	2	3
227	установкой на	1	3
228	сам не	2	3
229	но для	1	3
230	же я	2	3
231	бы в	1	3
232	но зато	1	3
233	его к	1	3
234	другой стороны	1	3
235	жизни и	6	3
236	я и	6	2
237	например в	1	2
238	это и	1	2
239	здесь и	1	2
240	все те	2	2
241	той же	2	2
242	а как	2	2
243	он знает	2	2
244	себе как	1	2
245	та же	2	2
246	же ты	1	2
247	во внутреннем	1	2
248	кто же	1	2
249	и он	3	2
250	независимость от	1	2
251	столь же	3	2
252	во всех	1	2
253	бы не	3	2
254	именно тем	1	2
255	в сторону	1	2
256	эта особенность	1	2
257	за пределы	1	2
258	показать что	1	2
259	в своем	5	2
260	когда он	1	2
261	в которой	1	2
262	мне не	1	2
263	бы с	2	2
264	раз в	3	2
265	чужое слово	1	2
266	тому же	2	2
267	так сказать	1	2
268	т д	2	2
269	пределах одного	1	2
270	подобно тому	4	2
271	не бывает	1	2
272	же не	2	2
