N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	49
2	то есть	3	32
3	прежде всего	1	19
4	в его	12	18
5	и на	3	17
6	не только	24	17
7	и его	7	17
8	в этом	14	15
9	и не	17	15
10	в году	30	13
11	в них	2	13
12	в эпоху	1	13
13	только в	9	13
14	но и	19	13
15	во время	3	12
16	как и	4	11
17	в этой	4	10
18	вовсе не	5	10
19	в нем	4	9
20	для него	7	9
21	все это	5	9
22	отношение к	3	8
23	то же	6	7
24	все же	3	7
25	все эти	3	7
26	таким образом	3	7
27	на протяжении	1	7
28	как мы	9	7
29	один из	4	7
30	не может	6	7
31	жизни и	5	7
32	мы уже	7	6
33	именно в	1	6
34	во всех	1	6
35	в истории	4	6
36	так и	6	6
37	и с	14	6
38	точки зрения	2	6
39	но он	5	6
40	xviii века	1	6
41	в то	8	6
42	же время	4	6
43	в литературе	1	6
44	то что	18	6
45	так как	8	6
46	сказать что	7	6
47	с его	11	5
48	из этих	2	5
49	но не	3	5
50	в своем	4	5
51	выражение в	1	5
52	при этом	2	5
53	в своей	4	5
54	никогда не	9	5
55	роль в	1	5
56	тот же	3	5
57	уже в	7	5
58	в начале	3	5
59	может быть	6	5
60	в особенности	4	5
61	относится к	1	5
62	и потому	6	5
63	в основном	1	5
64	отношения к	1	4
65	и до	2	4
66	веке в	1	4
67	жить и	1	4
68	и к	6	4
69	но в	12	4
70	в себе	4	4
71	но все	1	4
72	лишь в	2	4
73	в жизни	3	4
74	в этих	1	4
75	и более	1	4
76	с ним	5	4
77	одна из	1	4
78	в области	1	4
79	году в	2	4
80	она была	2	4
81	с другой	3	4
82	и во	1	4
83	этот момент	2	4
84	и мировоззрения	1	4
85	в известной	1	4
86	а в	9	4
87	тем что	2	4
88	не было	5	4
89	и о	2	4
90	том что	14	4
91	в свое	5	4
92	в своих	5	4
93	как на	2	4
94	также и	10	3
95	в самом	2	3
96	на первом	2	3
97	место в	2	3
98	почти все	1	3
99	современников и	1	3
100	не был	5	3
101	менее всего	1	3
102	он пишет	3	3
103	для которого	1	3
104	раз в	1	3
105	да и	4	3
106	и вот	3	3
107	свое время	6	3
108	на все	2	3
109	и других	2	3
110	было бы	2	3
111	из них	2	3
112	ни в	2	3
113	был и	1	3
114	далеко не	1	3
115	несмотря на	4	3
116	в г	1	3
117	во всем	4	3
118	в одном	1	3
119	их в	1	3
120	даже в	2	3
121	xix веке	1	3
122	только с	1	3
123	и это	2	3
124	с ее	1	3
125	так в	1	3
126	и вообще	4	3
127	о том	11	3
128	в значительной	1	3
129	к нему	4	3
130	же в	1	3
131	что он	12	3
132	с одной	1	3
133	этом отношении	1	3
134	и особенно	4	3
135	что для	4	3
136	нужно сказать	1	3
137	связь с	1	3
138	о чем	1	3
139	одной стороны	1	3
140	в течение	9	3
141	первом плане	1	3
142	и перед	1	3
143	и все	4	3
144	в том	11	3
145	жизни в	1	3
146	другой стороны	3	3
147	как известно	1	2
148	одним из	2	2
149	мы здесь	1	2
150	на самом	1	2
151	тех же	2	2
152	видеть в	1	2
153	он как	3	2
154	но даже	2	2
155	в ней	1	2
156	литературы и	1	2
157	еще не	2	2
158	он был	14	2
159	себе и	1	2
160	это и	2	2
161	за пределы	3	2
162	что они	3	2
163	и вовсе	1	2
164	же с	11	2
165	дает нам	1	2
166	как к	2	2
167	это был	5	2
168	только то	1	2
169	таковы например	1	2
170	в нашем	4	2
171	учение о	2	2
172	на то	5	2
173	на его	3	2
174	и еще	2	2
175	содержит в	1	2
176	так например	2	2
177	и за	2	2
178	в свет	1	2
179	было конечно	1	2
180	были в	2	2
181	по поводу	12	2
182	он понимает	1	2
183	не во	1	2
184	в отношении	3	2
185	и без	1	2
186	уже к	1	2
187	что касается	3	2
188	в их	1	2
189	жизнь и	3	2
190	на языке	1	2
191	мы должны	2	2
192	что в	14	2
193	вплоть до	1	2
194	он еще	1	2
195	того чтобы	2	2
196	ничего не	3	2
197	к ней	4	2
