N	3gram	Kanaev_Sov_1	Dialekti
1	с точки зрения	5	12
2	это значит что	1	9
3	в том что	1	7
4	то же время	1	4
5	можно было бы	1	4
6	по крайней мере	1	4
7	в то же	1	4
8	ровно ничего не	1	3
9	в этом смысле	1	3
10	может быть и	2	3
11	и в этом	1	3
12	не может быть	4	3
13	той или иной	1	3
14	на самом деле	1	2
15	одной стороны и	1	2
16	до сих пор	1	2
17	и в то	1	2
18	не было бы	1	2
19	так как он	2	2
20	с одной стороны	1	2
21	прежде всего необходимо	1	2
22	во всяком случае	2	2
23	одна и та	1	2
24	и ни в	1	2
25	и та же	1	2
26	почти не знает	1	1
27	тем же путем	1	1
28	и есть то	1	1
29	дело в том	1	1
30	и той же	1	1
31	с ним или	1	1
32	в самом деле	1	1
33	мы уже знаем	1	1
34	со всеми ее	1	1
35	который как известно	1	1
36	и еще более	1	1
37	сами по себе	1	1
38	вместе с ним	1	1
39	но если мы	1	1
40	и ничего не	1	1
41	все же это	1	1
42	теперь мы должны	1	1
43	или иной науки	1	1
44	своего предмета ни	1	1
45	совершенно не приходится	1	1
46	но мы уже	1	1
47	ничего общего не	1	1
48	и не стремится	1	1
49	не в том	1	1
50	в связи с	1	1
51	те или иные	1	1
52	в новое время	1	1
53	когда мы говорим	1	1
54	что же это	3	1
55	есть не что	1	1
56	на их основании	1	1
57	а не только	1	1
58	с самого начала	3	1
59	к одному и	1	1
60	что иное как	1	1
61	но все же	1	1
62	же это за	2	1
63	и что она	1	1
64	своего развития наука	1	1
65	и может быть	1	1
66	одной и той	1	1
67	уже знаем что	1	1
68	не что иное	1	1
69	тем не менее	2	1
70	друг с другом	2	1
71	она не может	1	1
72	ничто не может	1	1
73	то же самое	2	1
