N	2gram	Medvedev_F_2	Istorich
1	и в	38	24
2	не только	9	21
3	что он	5	21
4	и т	14	17
5	т д	5	16
6	т е	26	16
7	может быть	23	14
8	не может	14	14
9	что в	7	13
10	в этих	2	13
11	мы имеем	1	12
12	как в	4	12
13	в этом	27	12
14	в ином	3	12
15	и здесь	3	12
16	но и	13	11
17	это не	2	10
18	том что	2	10
19	а в	6	10
20	все же	8	9
21	этот случай	1	9
22	с другой	3	9
23	не в	15	9
24	о том	1	9
25	потому что	2	9
26	и другие	2	9
27	то же	6	8
28	что и	8	8
29	так как	4	8
30	другой стороны	4	8
31	а не	6	8
32	все это	3	8
33	или в	3	8
34	эти случаи	1	7
35	во всех	5	7
36	то что	6	7
37	таким образом	20	7
38	мы видели	4	7
39	с собой	1	7
40	к нему	3	7
41	один из	2	7
42	в том	11	7
43	вместе с	6	7
44	что это	3	6
45	но не	2	6
46	как он	1	6
47	в нем	13	6
48	он не	6	6
49	всех этих	3	6
50	как и	9	6
51	для нас	1	6
52	и все	3	6
53	а именно	2	6
54	того что	3	6
55	только в	6	6
56	тем что	8	6
57	так же	1	6
58	мы увидим	1	6
59	то это	3	5
60	в чем	2	5
61	с одной	1	5
62	отношение к	2	5
63	но в	4	5
64	имеем в	1	5
65	не менее	1	5
66	с ним	2	5
67	ничего не	4	5
68	так и	8	5
69	одной стороны	1	5
70	там где	4	5
71	в тех	2	5
72	же как	3	4
73	начинается с	1	4
74	мы не	3	4
75	как бы	4	4
76	при этом	9	4
77	что задача	1	4
78	но все	3	4
79	на первый	2	4
80	точки зрения	8	4
81	в их	6	4
82	тем не	1	4
83	по существу	7	4
84	не имеет	2	4
85	никогда не	2	4
86	в других	7	4
87	в сказках	1	4
88	так в	3	4
89	то и	3	4
90	вовсе не	11	4
91	если не	1	4
92	в данном	1	4
93	и не	20	4
94	мы должны	1	4
95	одной из	1	4
96	например в	3	3
97	не вполне	1	3
98	в различных	1	3
99	с его	11	3
100	что они	4	3
101	кроме того	2	3
102	хотя и	3	3
103	и наконец	4	3
104	приема в	2	3
105	из этих	3	3
106	в дальнейшем	4	3
107	на то	1	3
108	если он	1	3
109	том чтобы	1	3
110	и по	2	3
111	его в	3	3
112	кажется что	1	3
113	в них	1	3
