N	2gram	Losev_Dial_3	KulturaY
1	и т	24	39
2	потому что	7	25
3	и в	24	23
4	т е	48	22
5	не только	23	20
6	в том	5	19
7	в этом	8	18
8	и не	27	16
9	было бы	5	15
10	так как	6	15
11	может быть	13	15
12	ни к	3	15
13	т д	23	14
14	точки зрения	25	14
15	все эти	3	12
16	если бы	6	12
17	у нас	4	12
18	в самом	7	12
19	но в	2	11
20	том что	8	11
21	по себе	20	10
22	а не	26	10
23	что в	7	10
24	самом деле	6	9
25	вопрос о	5	9
26	в сущности	10	9
27	хотя бы	4	9
28	то что	14	9
29	вовсе не	13	9
30	для того	3	9
31	не может	19	9
32	только потому	2	8
33	с точки	14	8
34	не в	3	8
35	и что	15	8
36	в качестве	1	8
37	уже не	5	8
38	прежде всего	8	8
39	с другой	4	8
40	и пр	6	8
41	что это	12	7
42	все же	3	7
43	в силу	3	7
44	и с	6	7
45	не менее	11	7
46	но и	9	7
47	другой стороны	2	7
48	то же	6	6
49	и на	3	6
50	но не	2	6
51	слово это	1	6
52	да и	1	6
53	это не	4	6
54	тем не	10	6
55	по крайней	5	6
56	ту же	1	6
57	крайней мере	5	6
58	этот вопрос	1	6
59	вопроса о	1	6
60	что не	5	6
61	что мы	8	6
62	и то	4	5
63	также и	2	5
64	мы имеем	1	5
65	я не	6	5
66	зависимости от	3	5
67	еще не	2	5
68	целый ряд	2	5
69	должна быть	6	5
70	по существу	2	5
71	и вот	2	5
72	что все	14	5
73	об этом	6	5
74	и тем	2	5
75	несмотря на	2	5
76	и здесь	2	5
77	не могут	4	5
78	ясно что	7	5
79	в его	2	5
80	тот же	1	5
81	что он	13	5
82	только в	5	5
83	должен быть	1	5
84	всяком случае	2	5
85	само по	5	5
86	вместе с	1	5
87	как это	5	5
88	что же	11	5
89	слова и	1	5
90	все это	6	5
91	таким образом	13	5
92	во всяком	2	5
93	в зависимости	2	4
94	говорить о	4	4
95	в данном	2	4
96	со стороны	2	4
97	отнюдь не	10	4
98	однако не	2	4
99	перед нами	3	4
100	хотя и	5	4
101	бы и	1	4
102	если мы	1	4
103	на то	3	4
104	в нем	3	4
105	так и	5	4
106	но все	1	4
107	должно быть	3	4
108	можно ли	5	4
109	в то	5	4
110	но только	4	4
111	не имеет	11	4
112	ничего не	17	4
113	что на	1	4
114	к тому	4	4
115	и о	3	4
116	от того	4	4
117	или в	2	4
118	могут быть	2	4
119	можно сказать	1	4
120	для нас	2	4
121	мы знаем	3	4
122	ни в	9	4
123	в них	5	4
124	в особенности	7	4
125	в каком	3	4
126	не было	3	4
127	в связи	1	4
128	как бы	3	4
129	в результате	1	4
130	сказать что	4	4
131	была бы	3	4
132	так же	4	4
133	в сфере	1	3
134	это и	7	3
