N	3gram	Propp_Isto_6	Psycholo
1	для того чтобы	1	19
2	в том что	5	12
3	о том что	4	10
4	на то что	1	6
5	что в нем	2	5
6	только после этого	1	5
7	можно было бы	2	4
8	друг с другом	1	4
9	том что он	1	3
10	совершенно ясно что	1	3
11	к тому чтобы	1	3
12	точно так же	2	3
13	и сейчас же	1	3
14	так же как	1	3
15	смысле этого слова	1	3
16	так как это	3	3
17	во всяком случае	2	3
18	надо сказать что	1	3
19	до сих пор	4	3
20	с одной стороны	7	3
21	потому что он	2	2
22	уже знаем что	2	2
23	о том как	3	2
24	с другом и	1	2
25	вместе с тем	3	2
26	то время как	3	2
27	с другой стороны	8	2
28	таким образом в	1	2
29	в то время	3	2
30	что в ней	1	2
31	речь идет о	1	2
32	мы уже знаем	2	2
33	и т д	8	2
34	том что она	1	1
35	что иное как	1	1
36	увидим что это	1	1
37	мы уже говорили	1	1
38	это то что	1	1
39	том мотиве который	1	1
40	по отношению к	2	1
41	в которых он	1	1
42	подобно тому как	1	1
43	том что на	1	1
44	же как и	1	1
45	знает что он	1	1
46	в таком случае	1	1
47	но он же	1	1
48	у нас на	1	1
49	что все эти	1	1
50	только то что	2	1
51	с тем что	1	1
52	было бы продолжить	1	1
53	как это делают	2	1
54	и не может	1	1
55	на этот вопрос	1	1
56	так например в	1	1
57	что можно с	1	1
58	со всех сторон	1	1
59	с этой точки	1	1
60	так как он	2	1
61	мы стоим перед	1	1
62	или как говорит	1	1
63	в противоречие с	1	1
64	и что от	1	1
65	чтобы ответить на	1	1
66	на первый взгляд	1	1
67	а также и	1	1
68	а с другой	1	1
69	что эти три	2	1
70	то что все	1	1
71	мы сейчас увидим	1	1
72	т д все	1	1
73	это только одна	1	1
74	как бы в	1	1
75	можем заключить что	1	1
76	тем что в	1	1
77	что мы видим	1	1
78	у него в	1	1
79	вместе с ним	1	1
80	бы в том	1	1
81	не может быть	3	1
82	не что иное	1	1
83	одной стороны он	1	1
84	и вместе с	1	1
85	другой стороны он	2	1
86	этой точки зрения	1	1
87	не забудем что	1	1
88	к выводу что	1	1
89	не только в	4	1
90	с этой стороны	1	1
91	можно сказать что	1	1
92	мы обратимся к	1	1
93	мы легко можем	1	1
94	что и в	2	1
95	так или иначе	1	1
96	несмотря на все	1	1
97	мы только что	1	1
98	как бы он	1	1
99	нам кажется что	1	1
