N	3gram	Bakhtin_Pr_2	StatiiOP
1	в том что	4	17
2	о том что	3	11
3	для того чтобы	1	10
4	с точки зрения	9	8
5	можно было бы	1	8
6	до сих пор	2	7
7	в этом отношении	2	7
8	на самом деле	1	6
9	в данном случае	1	6
10	с другой стороны	1	6
11	в самом деле	3	5
12	не может быть	6	5
13	дело в том	1	4
14	то же время	3	4
15	не только в	1	4
16	нужно сказать что	1	4
17	на то что	2	4
18	в то же	3	4
19	сказать что в	1	3
20	по отношению к	8	3
21	что же касается	1	3
22	так же как	3	3
23	и в этом	6	3
24	это не значит	1	3
25	ничего общего с	1	3
26	и в самом	2	3
27	но все же	2	3
28	в свое время	2	2
29	в том числе	2	2
30	в этом случае	1	2
31	и в том	2	2
32	хотя бы и	2	2
33	том числе и	2	2
34	по крайней мере	2	2
35	но с другой	1	2
36	но в то	3	2
37	в то время	1	2
38	имеет ничего общего	1	2
39	данном случае в	1	2
40	не имеет ничего	1	2
41	мне кажется что	1	2
42	мере в какой	1	2
43	тем более что	1	2
44	в том смысле	1	2
45	тем не менее	1	2
46	то все же	1	1
47	в другом месте	1	1
48	в одном из	1	1
49	в той или	2	1
50	той или иной	3	1
51	в которой он	1	1
52	я никогда не	1	1
53	далеко не все	1	1
54	для него не	1	1
55	в этом смысле	5	1
56	в том и	1	1
57	нет ни одного	2	1
58	сих пор еще	1	1
59	же как и	2	1
60	потому что не	1	1
61	что с точки	1	1
62	в лучшем случае	1	1
63	в зависимости от	3	1
64	сами по себе	1	1
65	некоторых из них	1	1
66	что он не	1	1
67	же время не	1	1
68	а может быть	2	1
69	то есть тех	1	1
70	в наше время	1	1
71	том что так	1	1
72	и другом случае	1	1
73	в то что	1	1
74	том и другом	1	1
75	это вовсе не	2	1
76	на этот вопрос	1	1
77	может быть даже	2	1
78	которой можно было	1	1
79	и в других	1	1
80	не может поэтому	1	1
81	то время как	1	1
82	все это очень	1	1
83	и в своих	1	1
84	только и могут	1	1
85	той мере в	1	1
86	показать что и	1	1
87	говорить о том	1	1
88	а есть только	2	1
89	в той мере	1	1
90	этого слова без	1	1
91	жизни и смерти	7	1
92	потому что она	1	1
93	то что он	1	1
94	для правильного понимания	2	1
95	я не могу	1	1
96	в целом ряде	2	1
97	вовсе еще не	1	1
98	что же это	1	1
99	не менее и	1	1
100	ни в каком	1	1
101	таким образом в	2	1
102	и некоторые другие	1	1
103	быть даже и	1	1
104	нет ни одной	1	1
105	у каждого своя	1	1
106	смысле этого слова	2	1
107	и не хочет	1	1
108	другой стороны и	1	1
109	как бы ни	1	1
110	и не может	2	1
111	же это за	1	1
112	в каждом из	2	1
113	друг от друга	2	1
114	опять-таки не по	1	1
115	очень грубо так	1	1
116	и могут быть	1	1
117	вовсе не является	1	1
118	быть не может	1	1
119	отметить что в	1	1
120	в конце концов	3	1
121	он не только	2	1
