N	2gram	Bakhtin_Fr_6	Problema
1	то есть	24	46
2	в его	7	43
3	и не	3	42
4	и в	41	38
5	не может	4	27
6	может быть	2	26
7	как бы	7	22
8	по отношению	1	21
9	отношению к	1	19
10	и с	16	17
11	и его	13	16
12	в этом	12	15
13	в нем	16	15
14	только в	3	13
15	прежде всего	10	13
16	но не	2	12
17	за пределы	2	12
18	в искусстве	3	12
19	во всех	17	11
20	в области	2	11
21	ни в	1	11
22	и для	3	11
23	отношение к	1	10
24	таким образом	17	10
25	в их	1	10
26	к нему	3	10
27	не только	10	9
28	не имеет	1	9
29	его в	1	9
30	имеет дело	1	9
31	но и	13	9
32	и как	4	8
33	было бы	3	8
34	точки зрения	2	8
35	место в	1	8
36	для нее	1	8
37	в том	2	8
38	и др	10	8
39	то что	10	8
40	еще не	1	7
41	в самом	10	7
42	в плане	3	7
43	как и	7	7
44	не в	4	7
45	как мы	12	7
46	с другой	4	7
47	между тем	2	7
48	отметить что	2	7
49	с помощью	6	7
50	в своей	2	7
51	что в	7	7
52	самом деле	4	6
53	там где	5	6
54	и наконец	4	6
55	в пределах	1	6
56	с точки	2	6
57	и этим	2	6
58	ничего не	1	6
59	мы можем	1	6
60	человеческой культуры	1	6
61	все же	4	6
62	а в	4	6
63	тем как	1	5
64	в своем	5	5
65	все эти	11	5
66	при этом	3	5
67	то же	5	5
68	это не	1	5
69	в них	7	5
70	рядом с	5	5
71	далеко не	1	5
72	так и	5	5
73	в основе	4	5
74	и о	1	5
75	никогда не	8	5
76	с ним	4	5
77	и прежде	2	5
78	конечно не	3	5
79	большинстве случаев	5	5
80	в большинстве	4	5
81	не на	2	5
82	а не	2	5
83	его чисто	1	5
84	могут быть	1	5
85	формы и	1	5
86	на границах	3	5
87	все они	2	5
88	мы здесь	1	4
89	на самом	1	4
90	должна быть	2	4
91	конечно и	4	4
92	в ней	4	4
93	но конечно	2	4
94	как в	4	4
95	но в	8	4
96	в нашем	1	4
97	в себе	5	4
98	перестает быть	1	4
99	в данном	3	4
100	с миром	3	4
101	не менее	1	4
102	но они	4	4
103	в то	6	4
104	известной степени	1	4
105	здесь не	1	4
106	в ее	5	4
107	данном случае	2	4
108	можно было	1	4
109	о том	9	4
110	которых мы	2	4
111	от всех	2	4
112	с ними	1	4
113	всех его	4	4
114	в других	1	4
115	в форме	2	4
116	к которому	1	4
117	что не	3	4
118	в романе	2	4
119	более того	4	4
120	материал в	1	4
121	и потому	2	4
122	себя самого	1	4
123	между ними	3	4
124	сказать что	6	4
125	другой стороны	2	4
126	также и	6	3
127	например в	6	3
128	говорить о	2	3
129	произведение и	1	3
130	на них	1	3
131	сказать и	1	3
132	мы будем	3	3
133	менее всего	1	3
134	нет и	1	3
135	из важнейших	1	3
136	значение имеет	1	3
137	кроме того	9	3
138	и к	1	3
139	не будем	2	3
140	в целом	1	3
141	он не	2	3
142	с другими	3	3
143	и тем	1	3
144	несмотря на	1	3
145	том что	7	3
146	дело только	1	3
147	на него	1	3
148	как его	2	3
149	же время	5	3
150	все то	5	3
151	и это	1	3
152	хотя и	2	3
153	и от	4	3
154	начало и	2	3
155	в дальнейшем	2	3
156	дано в	1	3
157	ясно что	1	3
158	но здесь	2	3
159	искусства и	1	3
160	основе своей	1	3
161	события жизни	1	3
162	природы и	2	3
163	но с	2	3
164	одной из	3	3
165	мы увидим	3	3
166	как нечто	1	3
167	с одной	4	3
168	со всеми	2	3
169	и должна	1	3
170	входят в	1	3
171	и даже	4	3
172	себя и	1	3
173	одной стороны	4	3
174	его как	1	3
175	на фоне	1	3
176	связь с	1	3
177	только его	2	3
178	и на	9	3
179	здесь совершенно	1	3
180	да и	1	3
181	слова и	1	3
182	но это	3	3
183	все это	11	3
184	не больше	1	3
185	не является	1	3
186	и другими	1	3
187	от него	2	3
188	и все	9	3
189	не знает	1	3
190	в таком	1	3
191	все что	4	3
192	они не	3	3
193	он может	1	2
194	в котором	4	2
195	др в	1	2
196	его не	1	2
197	их и	1	2
198	со всех	1	2
199	правильного понимания	1	2
200	не во	1	2
201	совпадает с	1	2
202	не вполне	1	2
203	и он	5	2
204	не остается	3	2
205	всех сторон	1	2
206	оно может	1	2
207	первый план	3	2
208	в чем	3	2
209	с его	5	2
210	себя все	1	2
211	в истории	2	2
212	дает нам	2	2
213	и у	2	2
214	что это	5	2
215	бы не	1	2
216	и те	2	2
217	а к	1	2
218	оно было	1	2
219	изобразительных искусствах	3	2
220	момента в	1	2
221	его тела	1	2
222	он должен	1	2
223	в корне	2	2
224	на этом	2	2
225	человека в	1	2
226	в каждом	1	2
227	момент и	1	2
228	лишь в	2	2
229	и других	1	2
230	не совпадает	1	2
231	форму и	1	2
232	эти моменты	1	2
233	строгом смысле	1	2
234	и конец	2	2
235	на первый	3	2
236	где оно	1	2
237	не могли	1	2
238	и вообще	4	2
239	этой области	1	2
240	в таких	2	2
241	дело в	1	2
242	одна из	1	2
243	и именно	1	2
244	в изобразительных	3	2
245	и отдельных	1	2
246	того чтобы	4	2
247	и весь	1	2
248	во всем	5	2
249	связи с	2	2
250	здесь же	2	2
251	этом отношении	3	2
252	у нас	4	2
