N	3gram	Berdyaev_M_2	Problemy
1	на самом деле	1	10
2	по замыслу достоевского	1	7
3	с самим собою	2	7
4	в отношении к	2	7
5	не может быть	8	6
6	с самим собой	1	6
7	по отношению к	2	5
8	с точки зрения	1	4
9	его отношение к	4	4
10	на протяжении всего	1	4
11	а между тем	1	3
12	с другим и	1	3
13	в братьях карамазовых	2	3
14	в творчестве достоевского	3	3
15	в высшей степени	3	3
16	в конце концов	1	3
17	записок из подполья	1	3
18	в романах достоевского	1	3
19	и в нем	1	3
20	смысле этого слова	1	2
21	к нему он	1	2
22	в чем не	2	2
23	подобно тому как	2	2
24	в записках из	1	2
25	сама по себе	1	2
26	друг на друга	1	2
27	а может быть	1	2
28	как и все	1	2
29	записках из подполья	1	2
30	что он в	1	2
31	в обычном смысле	1	2
32	и в этом	3	2
33	что он сам	1	2
34	что у достоевского	1	2
35	а не в	2	2
36	по ту сторону	1	2
37	о том что	2	2
38	ни в чем	2	2
39	не в силах	1	2
40	никогда не бывает	2	2
41	той или иной	1	2
42	что все позволено	1	2
43	у достоевского нет	2	2
44	мы увидим что	2	2
45	для этого необходимо	3	2
46	именно потому что	1	2
47	и не то	1	2
48	у достоевского это	1	1
49	так и не	1	1
50	человека к человеку	3	1
51	прежде всего как	1	1
52	он сам не	1	1
53	потому что в	1	1
54	из подполья и	2	1
55	легенда о великом	1	1
56	как и во	2	1
57	и он был	1	1
58	том что все	1	1
59	а не о	1	1
60	не приводит в	1	1
61	в нем и	1	1
62	эта мысль что	2	1
63	до сих пор	3	1
64	для себя и	1	1
65	что он не	1	1
66	в этом отношении	1	1
67	но для этого	2	1
68	в другом и	1	1
69	достоевский не знает	1	1
70	смирись гордый человек	1	1
71	у него нет	3	1
72	зачем живет такой	1	1
73	к тому что	3	1
74	ибо и в	1	1
75	обращенность к своему	1	1
76	в значительной степени	1	1
77	милый мой мальчик	1	1
78	в противоречии с	1	1
79	лежит в основе	1	1
80	убеждается что он	1	1
81	ивана как бы	1	1
82	себя и других	1	1
83	так же не	1	1
84	только с другой	1	1
85	и не было	1	1
86	для него и	2	1
87	может быть и	2	1
88	один из моментов	1	1
89	федор павлович карамазов	1	1
90	в этом направлении	1	1
91	чистый человек в	1	1
92	становится по ту	1	1
93	друг к другу	5	1
94	к одному знаменателю	1	1
95	в нем есть	6	1
96	нас прежде всего	1	1
97	его отношения к	1	1
98	как будто что-то	1	1
99	что же такое	1	1
100	как бы не	1	1
101	себя и для	1	1
102	в нем нет	2	1
103	у достоевского есть	3	1
104	я не люблю	1	1
105	о великом инквизиторе	2	1
106	как и в	2	1
107	друг для друга	2	1
108	все равно что	2	1
109	все так же	1	1
110	и к чему	1	1
111	на то что	1	1
112	он не принимает	1	1
113	с настасьей филипповной	2	1
114	и во всем	1	1
115	как можно более	1	1
116	к матери подростка	1	1
117	него на два	1	1
118	в целом мире	1	1
119	старца зосимы в	1	1
120	уже как бы	1	1
121	для того чтобы	4	1
122	в том что	2	1
123	что и в	4	1
124	мышкина и рогожина	2	1
