N	4gram	Losev_Dial_1	Problemy
1	в то же время	4	12
2	и в то же	2	5
3	но в то же	1	3
4	ни в чем не	1	2
5	то же время как	1	1
6	мы можем сказать что	2	1
7	именно с точки зрения	1	1
8	одно и то же	4	1
9	не может и не	2	1
10	взаимоотношение внутреннего и внешнего	1	1
11	и в нем нет	1	1
12	но в конце концов	1	1
13	может и не должен	1	1
14	как раз и показывает	1	1
15	ни того ни другого	1	1
16	и т д и	2	1
17	несмотря на то что	2	1
18	на самом же деле	1	1
19	что в нем есть	2	1
20	и в этом смысле	2	1
21	он на самом деле	1	1
