N	3gram	Voloshinov_1	Problemy
1	то же время	7	12
2	в то же	9	12
3	на самом деле	3	10
4	с самого начала	4	8
5	не может быть	2	6
6	и в то	2	5
7	с точки зрения	5	4
8	в самом деле	1	3
9	его внутренней речи	2	3
10	по крайней мере	1	3
11	но в то	2	3
12	в конце концов	3	3
13	с другой стороны	1	3
14	то все же	1	2
15	смысле этого слова	2	2
16	человека с человеком	1	2
17	вполне понятно что	1	2
18	и к тому	1	2
19	как раз и	1	2
20	в этом случае	3	2
21	и не может	1	2
22	хотя бы и	1	2
23	вместе с тем	2	2
24	тем что он	1	2
25	остановимся только на	1	2
26	как бы два	1	2
27	и в этом	1	2
28	о том что	2	2
29	той или иной	3	2
30	тем не менее	1	2
31	в большинстве случаев	1	2
32	мы увидим что	2	2
33	для этого необходимо	1	2
34	именно потому что	1	2
35	как мы видели	3	2
36	должны были бы	2	1
37	как и самое	1	1
38	не говоря ни	1	1
39	как к своему	1	1
40	или хотя бы	2	1
41	слово как бы	1	1
42	прежде всего в	3	1
43	мы должны были	1	1
44	и в особенности	1	1
45	здесь же мы	1	1
46	и в отношении	1	1
47	но даже и	1	1
48	в том и	1	1
49	себе в этом	1	1
50	должно было быть	1	1
51	до сих пор	1	1
52	роль в его	1	1
53	про себя в	1	1
54	в этом отношении	2	1
55	сказать что у	1	1
56	заключает в себе	4	1
57	как мы уже	2	1
58	благодаря тому что	1	1
59	в начале как	1	1
60	каждому из них	1	1
61	к тому что	2	1
62	в значительной степени	2	1
63	свою внутреннюю речь	1	1
64	и внутренняя речь	2	1
65	из мертвых душ	1	1
66	с другими людьми	1	1
67	прежде всего с	1	1
68	не в самом	1	1
69	но при этом	2	1
70	и не было	1	1
71	в приведенных нами	1	1
72	и как бы	1	1
73	и то же	3	1
74	того времени и	1	1
75	войти в кругозор	1	1
76	одно и то	3	1
77	стал для него	2	1
78	правда и в	1	1
79	отношения к нему	2	1
80	он в то	1	1
81	монологической речи героя	1	1
82	в себе все	1	1
83	мы видели что	2	1
84	что же такое	2	1
85	мы говорили что	1	1
86	между этими двумя	1	1
87	перед тем как	1	1
88	как и в	1	1
89	в свою очередь	4	1
90	и того же	1	1
91	на этом мы	1	1
92	не только не	1	1
93	в сущности являются	1	1
94	но все эти	1	1
95	друг друга но	1	1
96	но все же	2	1
97	можно сказать что	2	1
98	говоря ни слова	1	1
99	одного и того	1	1
100	не может обойтись	1	1
101	вопрос о том	1	1
102	как бы в	3	1
103	на слушателя и	1	1
104	это как бы	1	1
105	человек не только	1	1
106	как можно более	1	1
107	уже как бы	1	1
108	большинстве случаев только	1	1
109	вовсе не является	1	1
110	для того чтобы	7	1
111	в том что	1	1
112	почти на одном	1	1
