N	3gram	Tiupa_Anal_2	TeoriaLi
1	по отношению к	4	8
2	кадров внутреннего зрения	7	7
3	в отличие от	2	7
4	я в мире	1	7
5	в том что	6	6
6	то же время	2	6
7	в то же	2	6
8	присутствия в мире	2	5
9	так и не	4	5
10	в данном случае	5	5
11	того или иного	3	5
12	состоит в том	4	4
13	более или менее	1	4
14	в первой строфе	1	4
15	в конечном счете	2	4
16	в своем составе	3	3
17	внимательно взглянула на	1	3
18	взглянула на меня	1	3
19	а всего лишь	1	3
20	с другой стороны	2	3
21	тем не менее	3	3
22	можно сказать что	1	3
23	в свою очередь	1	3
24	висит на волоске	1	3
25	той или иной	3	3
26	в этом смысле	2	3
27	жизнь кажется висит	1	2
28	в сочетании с	7	2
29	кажется висит на	1	2
30	организации художественного произведения	2	2
31	в данный момент	1	2
32	мы имеем дело	3	2
33	в соответствии с	2	2
34	милой гостьи с	2	2
35	с точки зрения	2	2
36	в стилистическом отношении	1	2
37	рамках одного текста	1	2
38	позволяет говорить о	1	2
39	в рамках одного	1	2
40	в противном случае	1	2
41	значении этого слова	1	2
42	тогда как в	2	2
43	с дудочкой в	1	2
44	в самом начале	3	2
45	с одной стороны	4	2
46	не в самом	1	2
47	и то же	1	2
48	гостьи с дудочкой	2	2
49	организации феноменов ментального	2	2
50	в нашем случае	1	2
51	так или иначе	1	2
52	бенвенист ритм манифестирован	2	2
53	одно и то	1	2
54	феноменов ментального внутреннего	2	2
55	лишь в самом	1	2
56	факторов художественного впечатления	6	2
57	в литературной практике	1	2
58	и тем самым	2	2
59	не только не	2	2
60	имеет в своем	1	2
61	в этой системе	2	2
62	тех или иных	2	2
63	сама по себе	1	2
64	вокруг я героя	1	2
65	как и ее	1	2
66	не может быть	1	2
67	как и в	3	2
68	субъектной организации художественного	2	2
69	прочие его конструктивные	1	1
70	события она явилась	1	1
71	примет в осмысленном	1	1
72	построение фразы выбор	1	1
73	читательского восприятия в	1	1
74	ради других ожидаемых	1	1
75	процесса характеризующего присутствие	1	1
76	явление встречается нечасто	1	1
77	персонажа в полноценно	1	1
78	интертекстуальные связи разнообразных	1	1
