N	3gram	Bakhtin_Pr_1	Myshleni
1	с точки зрения	13	18
2	для того чтобы	1	15
3	в том что	6	15
4	с другой стороны	3	9
5	с самого начала	1	8
6	по отношению к	8	7
7	в другом месте	1	6
8	заключается в том	1	6
9	о том что	1	6
10	по сравнению с	1	5
11	так же как	1	5
12	не может быть	4	5
13	в то время	1	5
14	же как и	1	4
15	до сих пор	2	4
16	то время как	1	4
17	в высшей степени	1	4
18	в этом отношении	3	4
19	можно сказать что	1	4
20	друг с другом	1	4
21	то же самое	1	3
22	можно было бы	2	3
23	к тому что	1	3
24	во всяком случае	3	3
25	в свою очередь	1	3
26	он должен быть	1	2
27	том что он	4	2
28	в известном смысле	1	2
29	как если бы	1	2
30	говорит он что	1	2
31	в зависимости от	5	2
32	независимо от того	1	2
33	на этот вопрос	1	2
34	то же время	9	2
35	и в частности	1	2
36	чтобы убедиться в	1	2
37	в данном случае	2	2
38	другом месте и	1	2
39	в одном из	1	2
40	что может быть	2	2
41	в самом деле	2	2
42	в то же	9	2
43	таким образом и	1	2
44	приводит его к	1	1
45	что в результате	1	1
46	потому что он	1	1
47	а следовательно и	1	1
48	дело в том	1	1
49	большей или меньшей	1	1
50	на самом деле	4	1
51	мы должны были	1	1
52	в этом смысле	10	1
53	и до конца	2	1
54	как раз и	3	1
55	но и как	1	1
56	и не может	2	1
57	в своей книге	1	1
58	и в то	2	1
59	что для них	1	1
60	же время не	3	1
61	и именно в	1	1
62	хотя и не	1	1
63	только то что	2	1
64	в себе и	1	1
65	точно так же	1	1
66	виду прежде всего	1	1
67	на первом месте	1	1
68	то что в	1	1
69	то что обычно	1	1
70	и последнее слово	1	1
71	по крайней мере	1	1
72	вот что говорит	1	1
73	в результате такого	1	1
74	на одно из	1	1
75	то что может	1	1
76	между ними не	1	1
77	к сожалению не	1	1
78	не только в	2	1
79	может показаться что	1	1
80	в плане чисто	1	1
81	в конце концов	5	1
82	не столько в	1	1
83	и в этом	5	1
84	тем что в	1	1
85	и на его	1	1
86	по этому пути	1	1
87	не только как	1	1
88	могли войти в	1	1
89	не могли войти	1	1
90	как впрочем и	1	1
91	друг к другу	1	1
92	в целом ряде	2	1
93	все то что	3	1
94	в основе этого	1	1
95	этой точки зрения	1	1
96	только в этой	2	1
97	то что я	1	1
98	в виду прежде	1	1
99	и вот в	1	1
100	говорит сам с	1	1
101	что оно есть	1	1
102	само по себе	3	1
103	не может служить	1	1
104	и никогда не	1	1
105	не только не	1	1
106	но все же	2	1
107	эта новая постановка	1	1
108	как мы уже	1	1
109	мы думаем что	1	1
110	сама по себе	1	1
111	тому что он	1	1
112	и т д	1	1
113	там где дело	1	1
114	то же что	3	1
115	самого последнего времени	1	1
116	она не может	1	1
117	неизбежно превращается в	1	1
118	до самого последнего	1	1
119	и если не	1	1
