N	2gram	Tiupa_Hudo_1	Problema
1	и в	19	44
2	вовсе не	2	37
3	и не	15	35
4	не есть	1	35
5	то есть	18	34
6	может быть	14	28
7	по себе	2	25
8	потому что	3	25
9	то что	4	23
10	в том	18	21
11	только в	5	19
12	а не	9	18
13	в этом	11	17
14	также и	1	16
15	если мы	2	16
16	сказать что	4	16
17	когда мы	1	15
18	художественного произведения	3	14
19	и то	4	14
20	не только	16	14
21	и даже	1	14
22	то же	10	13
23	не в	7	13
24	но в	7	12
25	том что	8	12
26	той или	4	12
27	всякий знак	1	12
28	так что	1	12
29	не является	4	11
30	отнюдь не	2	10
31	так и	11	10
32	как и	2	10
33	тем не	3	10
34	не менее	3	10
35	некоторого рода	1	10
36	у нас	1	10
37	в виду	5	10
38	но и	10	10
39	не имеет	1	9
40	в нем	5	9
41	художественный образ	1	9
42	это не	2	9
43	и тем	2	9
44	в то	6	9
45	и это	2	9
46	в его	9	9
47	что и	2	9
48	что он	3	9
49	так как	1	9
50	в данном	4	9
51	как бы	9	9
52	же самое	1	9
53	таким образом	3	9
54	и от	1	9
55	сама по	2	8
56	перед нами	1	8
57	в себе	9	8
58	он не	4	8
59	было бы	1	8
60	ни в	5	8
61	только и	1	8
62	как раз	3	8
63	связи с	1	8
64	как мы	1	8
65	здесь не	2	8
66	того что	4	8
67	или иной	7	8
68	а именно	2	8
69	художественное произведение	1	8
70	что в	6	8
71	это и	1	7
72	в связи	1	7
73	все эти	2	7
74	с ним	2	7
75	и что	3	7
76	с другой	7	7
77	уже не	4	7
78	мы находим	1	7
79	еще и	1	7
80	не может	7	7
81	и потому	2	7
82	в целом	3	6
83	и к	3	6
84	о том	2	6
85	то ни	1	6
86	того или	3	6
87	но если	1	6
88	но только	1	6
89	никогда не	2	6
90	для этого	1	6
91	можно сказать	5	6
92	имеет значение	1	6
93	такого рода	10	6
94	жизни и	1	6
95	и есть	1	5
96	едва ли	1	5
97	есть не	1	5
98	еще не	3	5
99	а только	4	5
100	за пределы	2	5
101	что они	1	5
102	в своем	2	5
103	хотя и	3	5
104	в нашем	2	5
105	тоже не	1	5
106	и сам	1	5
107	от художественного	1	5
108	точки зрения	10	5
109	в своей	5	5
110	тем самым	4	5
111	тех или	2	5
112	и его	12	5
113	и о	3	5
114	и здесь	1	5
115	крайней мере	1	5
116	тоже является	1	5
117	с той	1	5
118	или даже	3	5
119	в конце	1	5
120	не было	1	5
121	по крайней	1	5
122	этом случае	1	5
123	так же	2	5
124	как в	2	5
125	этого слова	2	5
126	все это	2	5
127	собственно говоря	2	5
128	а в	12	5
129	другой стороны	5	5
130	в таком	1	5
131	таком случае	1	4
132	не что	1	4
133	что иное	1	4
134	иное как	1	4
135	бы то	1	4
136	в чем	2	4
137	но как	2	4
138	только при	1	4
139	могли бы	1	4
140	то время	1	4
141	при этом	13	4
142	заключается в	2	4
143	на первый	1	4
144	и без	1	4
145	тому что	2	4
146	дело в	1	4
147	и притом	3	4
148	и является	1	4
149	о чем-то	1	4
150	или иных	2	4
151	отличается от	2	4
152	в ее	5	4
153	что даже	1	4
154	же и	1	4
155	тем что	1	4
156	знака и	1	4
157	мы говорим	1	4
158	дело здесь	1	4
159	или в	2	4
160	а также	5	4
161	в каком	2	4
162	в искусстве	7	4
163	художественном произведении	1	3
164	отношения к	2	3
165	же как	1	3
166	то в	2	3
167	здесь и	1	3
168	и больше	2	3
169	говорить о	3	3
170	и ее	3	3
171	из того	1	3
172	но не	11	3
173	в художественном	4	3
174	языкового знака	2	3
175	и как	3	3
176	в самом	5	3
177	что это	1	3
178	в этой	2	3
179	говорят о	1	3
180	на то	1	3
181	свою собственную	1	3
182	содержит в	1	3
183	одно и	3	3
184	значение в	1	3
185	об этом	2	3
186	его в	2	3
187	с другими	4	3
188	только о	2	3
189	и тоже	1	3
190	что такое	1	3
191	себе а	1	3
192	бы быть	1	3
193	в таких	1	3
194	человека но	1	3
195	знаком и	1	3
196	та или	1	3
197	однако если	2	3
198	или иная	1	3
199	на которую	1	3
200	как будто	1	3
201	именно потому	1	3
202	и такие	1	3
203	то или	1	3
204	с самим	2	3
205	если бы	3	3
206	в порядке	2	3
207	том или	1	3
208	во всей	3	3
209	быть и	2	3
210	образов и	1	3
211	в качестве	24	3
212	есть в	2	3
213	для него	4	3
214	случае не	2	3
215	отличие от	7	3
216	говорим о	1	3
217	жизни а	1	3
218	являются только	1	3
219	что для	1	3
220	прежде всего	4	3
221	не сама	2	3
222	его как	1	3
223	жизнь в	1	3
224	если не	1	3
225	художественности и	2	3
226	в той	3	3
227	отдельно от	1	3
228	с этой	1	3
229	слова и	2	3
230	в любом	1	3
231	в условиях	1	3
232	тем более	1	3
233	ни к	2	3
234	ни было	1	3
235	же в	1	3
236	или иного	3	3
237	из этого	2	3
238	точно так	1	3
239	и другие	2	3
240	к тому	4	3
241	того же	2	2
242	говорилось выше	1	2
243	мы имеем	6	2
244	этого термина	2	2
245	во всех	3	2
246	с которыми	1	2
247	друг от	1	2
248	или иное	1	2
249	в известном	1	2
250	первый взгляд	1	2
251	это тоже	2	2
252	с нею	1	2
253	в которой	2	2
254	с их	2	2
255	всей его	2	2
256	с чем	1	2
257	время и	1	2
258	же типа	1	2
259	что все	1	2
260	и может	1	2
261	в другом	3	2
262	а как	1	2
263	чего бы	1	2
264	в слове	3	2
265	он и	1	2
266	жизни но	2	2
267	в этих	3	2
268	в котором	1	2
269	с точки	3	2
270	в их	5	2
271	еще нет	1	2
272	не столько	3	2
273	в отличие	7	2
