N	3gram	Losev_Vlad_2	StatiiOP
1	в том что	9	11
2	не может быть	1	5
3	в этом смысле	1	4
4	по крайней мере	4	4
5	с точки зрения	3	4
6	в этом отношении	1	4
7	то время как	1	4
8	во всяком случае	6	4
9	о том что	3	4
10	в то время	6	4
11	в конце концов	3	3
12	не в том	3	3
13	в связи с	8	3
14	то же время	3	3
15	не только в	2	3
16	на то что	2	3
17	в то же	3	3
18	но это не	1	3
19	то что я	1	2
20	для россии и	1	2
21	в этой статье	1	2
22	и тем не	1	2
23	до сих пор	1	2
24	и не в	1	2
25	что это за	1	2
26	в том чтобы	2	2
27	себе отчет в	1	2
28	что в этой	1	2
29	заключается в том	2	2
30	с самого начала	1	2
31	по этому поводу	1	2
32	но все же	1	2
33	только тогда когда	1	2
34	в течение всей	2	2
35	тем не менее	6	2
36	и т д	1	2
37	можно сказать что	1	1
38	и в конце	1	1
39	а иной раз	1	1
40	не может не	1	1
41	о вл соловьеве	5	1
42	и отвечал на	1	1
43	потому что в	1	1
44	течение всей жизни	1	1
45	между прочим и	2	1
46	более или менее	3	1
47	в те же	1	1
48	но то что	1	1
49	в этом свете	1	1
50	в самом деле	1	1
51	во многих случаях	1	1
52	что же касается	5	1
53	хочет сказать что	1	1
54	он не может	1	1
55	может быть помните	1	1
56	не было и	1	1
57	что он уже	1	1
58	том что он	2	1
59	говоря уже о	2	1
60	сам по себе	2	1
61	вместе с тем	1	1
62	и во всяком	1	1
63	связи с этим	1	1
64	ко всему этому	2	1
65	в собственном смысле	1	1
66	как исторического так	1	1
67	можно было бы	2	1
68	а также от	1	1
69	потому что для	1	1
70	то что в	1	1
71	никогда не был	2	1
72	в году он	1	1
73	вместе с ним	1	1
74	а кроме того	1	1
75	и в частности	1	1
76	вероятно в связи	1	1
77	а что такое	1	1
78	в самом начале	1	1
79	по существу это	1	1
80	того что он	1	1
81	в том же	2	1
82	в году в	1	1
83	в нем много	1	1
84	приду к вам	1	1
85	то что он	3	1
86	как и вообще	1	1
87	на котором он	1	1
88	так или иначе	3	1
89	с ним и	1	1
90	кроме того в	1	1
91	в свет как	1	1
92	хотя бы на	1	1
93	я хотел бы	1	1
94	в этом же	1	1
95	иной раз даже	1	1
96	в свое время	1	1
97	что несмотря на	1	1
98	а то что	2	1
99	и ни в	1	1
100	прежде всего от	1	1
101	в этом письме	2	1
102	начиная с года	1	1
103	но вообще в	1	1
104	его отношение к	1	1
105	в свою очередь	2	1
106	что в его	1	1
107	отчет в том	1	1
108	к этому времени	2	1
109	году он был	1	1
110	тогда когда мы	1	1
111	исторического так и	1	1
112	гораздо раньше чем	1	1
113	а не на	2	1
114	в своих воспоминаниях	1	1
115	у которого мы	1	1
116	можно судить по	4	1
117	и больше ничего	1	1
118	того чтобы стать	1	1
119	сказать что это	1	1
120	для того чтобы	1	1
121	которую можно назвать	1	1
122	как мы видели	2	1
123	не говоря уже	2	1
124	в этих стихах	1	1
