N	2gram	Bakhtin_fo_2	Problemy
1	и в	46	34
2	и не	9	29
3	как бы	10	27
4	что он	3	23
5	в его	8	22
6	в нем	5	19
7	может быть	7	19
8	не может	2	19
9	и все	6	19
10	как и	8	18
11	себе самому	3	18
12	к себе	4	17
13	в этом	22	16
14	но в	10	16
15	и его	12	16
16	все это	6	16
17	он не	5	15
18	и с	6	15
19	прежде всего	14	15
20	то же	8	14
21	с самим	1	14
22	самом деле	1	13
23	человека из	1	13
24	для него	3	13
25	и к	2	12
26	в то	5	12
27	же время	4	12
28	потому что	8	12
29	но и	9	12
30	на самом	1	11
31	в сущности	2	11
32	вовсе не	13	11
33	то что	7	11
34	не только	11	10
35	слова и	3	10
36	самим собою	2	9
37	не в	9	9
38	в отношении	2	9
39	а не	4	9
40	и т	14	8
41	с самого	1	8
42	самого начала	1	8
43	никогда не	6	8
44	с ним	4	8
45	в другом	3	8
46	в самом	1	8
47	себя и	3	8
48	так же	2	8
49	и слово	1	8
50	и для	9	8
51	точки зрения	10	8
52	на него	1	7
53	как мы	6	7
54	и даже	3	7
55	что не	1	7
56	там где	2	7
57	этого слова	1	7
58	все же	6	7
59	что в	5	7
60	мы уже	9	6
61	и на	7	6
62	с его	1	6
63	отношение к	3	6
64	что они	4	6
65	в пределах	5	6
66	для себя	1	6
67	так и	7	6
68	в себе	4	6
69	только в	11	6
70	т п	11	6
71	стремится к	1	6
72	не знает	2	6
73	он сам	1	5
74	в чем	1	5
75	и наконец	6	5
76	и у	5	5
77	и вот	2	5
78	но все	1	5
79	лишь в	2	5
80	на протяжении	3	5
81	с тем	2	5
82	он и	1	5
83	не мог	2	5
84	в конце	2	5
85	таким образом	3	5
86	к тому	3	5
87	себе самом	1	5
88	и сам	1	5
89	и что	1	5
90	что и	3	5
91	это не	2	5
92	того что	3	5
93	и так	2	5
94	так что	4	5
95	из них	8	5
96	в одном	7	5
97	себе и	1	5
98	когда я	1	5
99	дело идет	2	5
100	и от	2	5
101	самому и	1	5
102	а в	3	5
103	м б	1	5
104	во всяком	2	5
105	он как	1	4
106	еще не	6	4
107	но не	5	4
108	но как	1	4
109	как в	4	4
110	бы и	1	4
111	все эти	5	4
112	на его	1	4
113	при этом	6	4
114	на этом	2	4
115	ни был	1	4
116	что все	2	4
117	в мире	4	4
118	его в	6	4
119	переходим к	3	4
120	ни в	1	4
121	рядом с	2	4
122	все равно	1	4
123	с точки	8	4
124	но это	2	4
125	друг другу	2	4
126	он хочет	1	4
127	его с	1	4
128	и это	2	4
129	если бы	1	4
130	и прежде	3	4
131	диалога с	1	4
132	в виде	1	4
133	в общем	1	4
134	так как	6	4
135	у него	9	4
136	протяжении всего	2	4
137	с другой	2	4
138	тем что	3	4
139	вместе с	9	4
140	и голос	1	4
141	да и	1	4
142	бы он	1	4
143	и вдруг	1	4
144	кто бы	1	3
145	и то	1	3
146	в рассказ	1	3
147	бы уже	1	3
148	говорить о	2	3
149	в виду	3	3
150	в ней	1	3
151	мне все	1	3
