N	3gram	Losev_Prob_5	Narrotol
1	в том что	8	8
2	с одной стороны	3	7
3	о том что	9	6
4	по отношению к	2	6
5	в том числе	2	6
6	не может быть	2	5
7	времени и пространстве	1	5
8	том числе и	1	4
9	и не в	2	4
10	в данном случае	2	4
11	все же не	3	4
12	к тому же	1	4
13	с другой стороны	5	4
14	той или иной	1	4
15	но все же	2	4
16	можно сказать что	3	4
17	во времени и	1	4
18	состоит в том	1	3
19	бы то ни	2	3
20	в этом отношении	1	3
21	то ни было	1	3
22	тем не менее	5	3
23	то же время	1	3
24	в то же	1	3
25	что иное как	3	2
26	не только о	1	2
27	нет у него	1	2
28	с точки зрения	8	2
29	в таком случае	2	2
30	можно было бы	1	2
31	точно так же	3	2
32	то или иное	1	2
33	ту или иную	1	2
34	не что иное	3	2
35	не только в	1	2
36	на первый взгляд	1	2
37	в связи с	7	2
38	этой точки зрения	1	2
39	то есть в	1	2
40	здесь не в	1	2
41	так или иначе	1	2
42	как то что	1	1
43	но и самого	1	1
44	только потому что	1	1
45	так и его	1	1
46	того что существует	1	1
47	вовсе и не	1	1
48	дело в том	2	1
49	которая может быть	1	1
50	на самом деле	1	1
51	в себе самом	1	1
52	в самом деле	1	1
53	в этом смысле	3	1
54	том что он	2	1
55	что несмотря на	1	1
56	по поводу этой	1	1
57	по крайней мере	4	1
58	не было и	1	1
59	до сих пор	2	1
60	сам по себе	1	1
61	не входит в	1	1
62	и то что	3	1
63	по аналогии с	1	1
64	но это не	1	1
65	может быть только	3	1
66	с этой точки	1	1
67	при всем своем	2	1
68	человеческой жизни в	1	1
69	содержит в себе	1	1
70	далеко не всегда	3	1
71	рода но и	1	1
72	говорит о своей	1	1
73	а также и	1	1
74	до нас в	2	1
75	это не так	1	1
76	а с другой	3	1
77	и как бы	1	1
78	в нем не	1	1
79	о любви и	1	1
80	как мы увидим	1	1
81	и после его	1	1
82	мере в какой	1	1
83	силу которого он	1	1
84	нем не только	1	1
85	никогда и не	1	1
86	по себе а	1	1
87	так и в	1	1
88	не кто иной	2	1
89	не в его	1	1
90	что никогда не	1	1
91	в русской литературе	3	1
92	то только потому	1	1
93	в силу которого	1	1
94	тех или иных	2	1
95	он видит в	2	1
96	и как будто	1	1
97	кто иной как	2	1
