N	4gram	Vygotskiy__2	Vladivir
1	то это значит что	1	4
2	только в том случае	4	3
3	в том что в	2	3
4	что бы то ни	1	2
5	а с другой стороны	1	2
6	в то же время	2	2
7	бы то ни стало	1	2
8	свидетельствует о том что	1	2
9	в то время как	2	2
10	в том случае если	4	2
11	во что бы то	1	2
12	и тем не менее	1	1
13	что такая точка зрения	1	1
14	само собой разумеется что	1	1
15	том случае если мы	1	1
16	указать на то что	1	1
17	одно и то же	1	1
18	есть вместе с тем	1	1
19	не что иное как	1	1
20	так же как и	1	1
21	бы то ни было	1	1
22	с этой точки зрения	1	1
23	в том что он	3	1
24	том и заключается что	1	1
25	заключается в том что	7	1
26	в том и заключается	2	1
27	можно не соглашаться с	1	1
28	и в том что	1	1
