N	3gram	Bakhtin_Fr_2	RusskieA
1	в том что	1	18
2	в этом случае	1	6
3	для того чтобы	1	6
4	о том что	3	4
5	мы видели что	1	4
6	не может быть	4	3
7	на новый год	2	3
8	подобно тому как	2	3
9	только тогда когда	1	3
10	в своей книге	2	2
11	на самом же	1	2
12	как можно больше	1	2
13	в том чтобы	1	2
14	самом же деле	1	2
15	после того как	1	2
16	с одной стороны	3	2
17	в другом месте	2	1
18	мы здесь имеем	1	1
19	еще далеко не	1	1
20	же в этой	1	1
21	прежде всего как	1	1
22	потому что в	1	1
23	в тех случаях	1	1
24	в настоящее время	1	1
25	в том же	1	1
26	в день св	2	1
27	но все это	1	1
28	в царстве мертвых	1	1
29	но и в	4	1
30	в первую очередь	1	1
31	в этом отношении	3	1
32	таким образом в	1	1
33	то что в	1	1
34	все же в	3	1
35	одно из наиболее	1	1
36	в иванов день	1	1
37	во всяком случае	2	1
38	и других праздников	1	1
39	своей книге о	1	1
40	не входит в	1	1
41	в какой степени	1	1
42	в нашу задачу	1	1
43	не только как	1	1
44	дело в том	1	1
45	в разные сроки	1	1
46	с другой стороны	3	1
47	новый год в	1	1
48	влияние и на	1	1
49	веселье и смех	1	1
50	на тот же	1	1
51	и все это	1	1
52	не только на	1	1
53	можно сказать что	2	1
54	имели место в	1	1
55	или во всяком	1	1
56	на то что	1	1
57	которые имели место	1	1
58	уже в xix	1	1
59	тех случаях когда	1	1
60	как мы уже	3	1
61	до некоторой степени	1	1
62	но не только	1	1
63	входит в нашу	1	1
64	веселья и смеха	1	1
65	как и в	1	1
66	во всех других	2	1
67	можно понимать как	1	1
68	как мы видели	2	1
