N	3gram	Tiupa_Hudo_2	Psycholo
1	для того чтобы	3	19
2	в том что	11	14
3	с одной стороны	3	12
4	о том что	7	6
5	заключается в том	1	6
6	к тому что	4	6
7	в самом деле	3	5
8	до сих пор	2	5
9	с другой стороны	1	5
10	именно то что	1	4
11	а с другой	1	4
12	не только не	2	4
13	не в состоянии	1	3
14	то же самое	2	3
15	и то что	1	3
16	с самого начала	1	3
17	и т п	2	3
18	на одном полюсе	1	3
19	можно было бы	2	3
20	и т д	2	3
21	в этом отношении	1	3
22	сводится к тому	1	2
23	же обстоит дело	1	2
24	состоит в том	2	2
25	в этом случае	1	2
26	с точки зрения	2	2
27	нечто такое что	1	2
28	так же как	2	2
29	в данном случае	2	2
30	не только в	2	2
31	не может быть	3	2
32	и в самом	1	2
33	той или иной	1	2
34	мы знаем что	1	2
35	можно сказать что	1	2
36	друг от друга	1	2
37	как бы в	1	2
38	именно потому что	1	2
39	том что она	2	1
40	это же самое	1	1
41	том что в	3	1
42	на том что	1	1
43	все что угодно	1	1
44	человек весь в	1	1
45	дело в том	1	1
46	на которых мы	1	1
47	по отношению к	7	1
48	мы имели дело	1	1
49	а в том	1	1
50	что на этом	1	1
51	же как и	1	1
52	и в этом	2	1
53	что он не	1	1
54	жизни и смерти	1	1
55	в приложении к	1	1
56	имели дело с	1	1
57	то что она	1	1
58	то или иное	1	1
59	не то что	1	1
60	в том случае	1	1
61	не могло быть	1	1
62	к себе и	1	1
63	то время как	1	1
64	в противоречие с	1	1
65	лежит в основе	1	1
66	у нее нет	1	1
67	исследователя в том	1	1
68	что они все	1	1
69	как будто бы	2	1
70	и при этом	1	1
71	имеем дело с	1	1
72	о чем не	1	1
73	едва ли не	1	1
74	в течение всей	1	1
75	приводит к тому	1	1
76	все же не	1	1
77	а не как	1	1
78	как живых людей	1	1
79	и в том	1	1
80	этот смысл в	1	1
81	обе эти тенденции	1	1
82	того или иного	2	1
83	в одной фразе	1	1
84	в то время	1	1
85	после того как	1	1
86	в конечном счете	3	1
87	ни о чем	3	1
88	каждого из нас	1	1
89	и о которой	1	1
90	в самом центре	1	1
91	тому что он	2	1
92	в ответ на	1	1
93	тем что он	1	1
94	мы имеем дело	1	1
95	но как только	1	1
96	и все же	1	1
97	в жизни и	1	1
98	обратим внимание на	1	1
