N	3gram	Vygotskiy__2	Komedia
1	в том что	21	9
2	с другой стороны	1	5
3	к тому же	1	5
4	том что он	1	4
5	по отношению к	5	3
6	в этом отношении	3	3
7	после того как	1	3
8	речь идет о	2	3
9	с одной стороны	7	3
10	о том что	4	3
11	то же самое	2	2
12	до сих пор	1	2
13	как и в	1	2
14	то ни было	1	2
15	бы то ни	1	2
16	во всяком случае	6	2
17	на протяжении всего	2	2
18	именно потому что	1	2
19	у нас в	1	2
20	на то что	6	2
21	того как в	1	2
22	том что в	2	1
23	в следующем виде	2	1
24	между небом и	1	1
25	но ни в	1	1
26	или хотя бы	1	1
27	что под этим	1	1
28	в силу этого	1	1
29	состоит в том	3	1
30	и к тому	1	1
31	более или менее	2	1
32	подобно тому как	2	1
33	в том числе	3	1
34	в том же	2	1
35	небом и землей	1	1
36	в зависимости от	6	1
37	в общественной жизни	1	1
38	сам по себе	1	1
39	способ которым он	1	1
40	можно было бы	5	1
41	что все это	1	1
42	в первые годы	2	1
43	в коем случае	1	1
44	в применении к	1	1
45	так же как	1	1
46	представление о том	1	1
47	в данном случае	3	1
48	в сознании человека	1	1
49	едва ли есть	1	1
50	в высшей степени	7	1
51	на этот раз	1	1
52	смысле этого слова	3	1
53	ответа на вопрос	1	1
54	здесь мы не	1	1
55	в отличие от	3	1
56	идет о совершенно	1	1
57	но едва ли	1	1
58	из других источников	1	1
59	мы знаем о	2	1
60	этой точки зрения	1	1
61	мы не находим	1	1
62	свой выбор на	1	1
63	что он не	2	1
64	в борьбе с	1	1
65	в сущности и	1	1
66	едва ли можно	2	1
67	с самого начала	1	1
68	ни в коем	1	1
69	в отрыве от	1	1
70	принадлежит к числу	1	1
71	друг от друга	2	1
72	как мы уже	3	1
73	как мы видели	1	1
74	в предисловии к	4	1
75	для того чтобы	10	1
76	так как он	1	1
77	и тот же	1	1
