N	3gram	Bakhtin_fo_2	Problema
1	о том что	1	14
2	в конце концов	1	7
3	в этом случае	2	7
4	и т д	3	6
5	в данном случае	1	5
6	с одной стороны	1	5
7	в связи с	7	5
8	с другой стороны	1	5
9	то же самое	2	5
10	только в том	1	4
11	до сих пор	2	4
12	тот или иной	1	4
13	же самое время	1	4
14	не был бы	1	4
15	в то же	4	4
16	есть прежде всего	1	4
17	в том что	3	4
18	то есть не	1	3
19	в значительной мере	1	3
20	на первый план	2	3
21	но и в	3	3
22	и в этом	3	3
23	не может быть	1	3
24	бы не было	1	3
25	это значит что	2	3
26	можно сказать что	1	3
27	вовсе не является	1	3
28	пространстве и времени	2	2
29	на самом деле	1	2
30	в том числе	3	2
31	так что в	1	2
32	с самого начала	1	2
33	сами по себе	2	2
34	можно говорить о	1	2
35	точном смысле слова	1	2
36	том числе и	2	2
37	по самому своему	1	2
38	может быть и	2	2
39	для того чтобы	7	2
40	не только в	5	2
41	имеем в виду	3	2
42	в себе в	1	2
43	в частности в	1	2
44	связи с этим	2	2
45	то есть в	1	2
46	и прежде всего	3	2
47	друг от друга	2	2
48	тем более не	1	2
49	можно сказать вовсе	1	1
50	каждая из этих	1	1
51	это же самое	1	1
52	xix и xx	1	1
53	не может не	1	1
54	что в этом	2	1
55	в той или	1	1
56	а вовсе не	1	1
57	также и в	1	1
58	о том как	3	1
59	и не только	1	1
60	он не был	2	1
61	по своему содержанию	1	1
62	между тем как	1	1
63	а так как	1	1
64	в этом отношении	2	1
65	то что в	1	1
66	как мы уже	4	1
67	при этом необходимо	1	1
68	вместе с тем	1	1
69	и в то	3	1
70	то время как	1	1
71	но мы можем	1	1
72	очень важный момент	2	1
73	на первый взгляд	1	1
74	и то же	1	1
75	в пространстве и	4	1
76	не могут не	1	1
77	обстоит дело с	1	1
78	все больше и	1	1
79	этих вещей и	1	1
80	во всех отношениях	1	1
81	все более и	1	1
82	сам а не	1	1
83	в точном смысле	1	1
84	то что на	1	1
85	и самый язык	1	1
86	потому что они	2	1
87	свое место в	1	1
88	человека никогда не	1	1
89	и xx веков	1	1
90	в то время	1	1
91	мы здесь не	1	1
92	ни с чем	1	1
93	более и более	1	1
94	определенного смысла и	1	1
95	в этих условиях	1	1
96	той или иной	1	1
97	но все же	1	1
98	мы имеем в	2	1
99	в другом случае	1	1
100	больше и больше	1	1
101	в основе этих	1	1
102	только в этом	1	1
103	с самим собою	1	1
104	это вовсе не	1	1
105	иной раз и	1	1
106	или вовсе не	1	1
107	такие слова как	1	1
108	своему содержанию и	1	1
109	что до сих	1	1
110	то и дело	1	1
111	одна из самых	1	1
