N	2gram	Losev_Prob_5	Komedia
1	iv в	4	34
2	и в	30	26
3	в г	1	17
4	едва ли	4	14
5	v в	5	14
6	и не	12	14
7	и его	6	12
8	к тому	2	12
9	так и	7	12
10	тому же	1	11
11	может быть	7	11
12	в том	12	11
13	в этом	17	10
14	в афинах	1	10
15	но и	13	10
16	том что	17	9
17	вместе с	7	9
18	что в	5	9
19	ясно что	4	8
20	было бы	4	8
21	и на	6	7
22	в iv	1	7
23	не только	18	7
24	на себя	1	7
25	н э	18	7
26	что и	6	7
27	из них	2	7
28	ли не	2	7
29	еще не	3	6
30	в своем	11	6
31	о том	12	6
32	в нем	6	6
33	iii в	4	6
34	таким образом	13	6
35	в то	4	6
36	того чтобы	2	6
37	потому что	13	6
38	и здесь	1	6
39	в двух	1	6
40	наряду с	2	6
41	то что	18	6
42	в которой	5	5
43	с его	1	5
44	что он	7	5
45	так что	11	5
46	с этим	1	5
47	для того	3	5
48	ни в	4	5
49	с тем	5	5
50	и с	5	5
51	в н	12	5
52	больше чем	2	5
53	один из	2	5
54	в качестве	4	5
55	к этому	2	5
56	уже в	2	4
57	хотя и	8	4
58	в самом	5	4
59	что это	1	4
60	из этих	1	4
61	по имени	1	4
62	в них	2	4
63	как и	7	4
64	в древней	1	4
65	тому что	1	4
66	не менее	5	4
67	как будто	3	4
68	как мы	2	4
69	что у	5	4
70	можно было	2	4
71	за то	2	4
72	еще в	5	4
73	его в	6	4
74	восходит к	1	4
75	между тем	2	4
76	в его	12	4
77	в середине	2	4
78	только в	9	4
79	ii в	2	4
80	до нас	7	4
81	же в	3	4
82	в начале	3	4
83	так как	6	4
84	у него	11	4
85	что для	1	4
86	прежде всего	6	4
87	мира в	3	4
88	в частности	4	4
89	как это	1	4
90	все же	9	4
91	и для	6	4
92	и от	1	4
93	одной из	1	4
94	точки зрения	10	4
95	становится в	1	3
96	тех же	1	3
97	в котором	2	3
98	то же	2	3
99	в их	1	3
100	надо было	1	3
101	вопрос о	1	3
102	того же	4	3
103	это время	2	3
104	в ней	3	3
105	что его	3	3
106	но не	7	3
107	по отношению	2	3
108	как в	2	3
109	что касается	3	3
110	но в	9	3
111	так или	1	3
112	в этой	10	3
113	но все	4	3
114	по всему	2	3
115	при всем	2	3
116	не имеет	1	3
117	того как	5	3
118	в самой	3	3
119	же время	1	3
120	связи с	7	3
121	и сам	4	3
122	то время	3	3
123	в образе	1	3
124	обеих сторон	1	3
125	к нему	3	3
126	тех пор	1	3
127	для всех	1	3
128	и их	5	3
129	никто не	1	3
130	мы можем	5	3
131	тем что	2	3
132	даже не	1	3
133	или иначе	1	3
134	здесь в	2	3
135	не было	1	3
136	о чем	1	3
137	в связи	7	3
138	из которых	1	3
139	в тех	1	3
140	отношению к	2	3
141	да и	2	3
142	с этой	2	3
143	все это	1	3
144	или в	4	3
145	для нас	10	3
146	а в	6	3
147	в период	4	3
148	в своей	22	3
149	жизни и	2	3
150	по поводу	2	3
151	том числе	2	3
152	не может	5	3
153	и т	1	2
154	только потому	1	2
155	и есть	1	2
156	из его	1	2
157	и за	2	2
158	мы имеем	2	2
159	мы не	2	2
160	время как	3	2
161	не вполне	1	2
162	в виду	3	2
163	и был	2	2
164	он был	2	2
165	под названием	4	2
166	бы то	2	2
167	в ее	3	2
168	чем это	1	2
169	и другие	3	2
170	в до	3	2
171	если в	1	2
172	тут же	6	2
173	отнюдь не	4	2
174	и вовсе	1	2
175	в одной	2	2
176	что именно	2	2
177	этом же	1	2
178	что по	1	2
179	под тем	1	2
180	от этого	3	2
181	и хотя	1	2
182	да еще	1	2
183	бы и	1	2
184	платон в	1	2
185	чуть ли	1	2
186	в нашем	1	2
187	в греции	1	2
188	двух других	1	2
189	и если	1	2
190	что она	1	2
191	после этого	1	2
192	он не	3	2
193	в силу	5	2
194	что ни	1	2
195	жалоб на	1	2
196	то ни	2	2
197	же не	4	2
198	об этом	4	2
199	второй половины	1	2
200	это не	2	2
201	этом смысле	3	2
202	надо считать	1	2
203	в это	2	2
204	как видно	1	2
205	не всегда	3	2
206	и такая	1	2
207	чем в	1	2
208	когда в	1	2
209	в следующем	1	2
210	всяком случае	2	2
211	представление о	2	2
212	были известны	1	2
213	не в	7	2
214	в конце	8	2
215	однако в	3	2
216	вовсе не	8	2
217	даже в	1	2
218	в одном	3	2
219	cgf i	1	2
220	что их	1	2
221	и после	3	2
222	не столь	3	2
223	в духе	3	2
224	на это	1	2
225	от которой	1	2
226	и это	1	2
227	говоря уже	1	2
228	середине iv	1	2
229	с самого	1	2
230	и что	6	2
231	римской империи	1	2
232	в состав	1	2
233	не приходит	1	2
234	или на	1	2
235	после того	3	2
236	времени в	1	2
237	и все	9	2
238	под именем	1	2
239	мы понимаем	1	2
240	нем не	1	2
241	в другой	1	2
242	вслед за	2	2
243	в античной	2	2
244	все время	3	2
245	же можно	1	2
246	и дает	1	2
247	философии и	1	2
248	тот же	3	2
249	с ними	1	2
250	в какой	2	2
251	и ее	1	2
252	с одной	3	2
253	и у	5	2
254	у того	1	2
255	одно из	1	2
256	не для	1	2
257	отношение к	2	2
258	от того	1	2
259	в других	3	2
260	нет и	1	2
261	видно из	1	2
262	со стороны	1	2
263	и к	4	2
264	до сих	2	2
265	с другой	6	2
266	нового времени	4	2
267	дошедших до	1	2
268	одной стороны	3	2
269	а на	1	2
270	для их	1	2
271	что из	1	2
272	если не	4	2
273	так называемых	1	2
274	мы находим	7	2
275	уже о	1	2
276	одновременно с	1	2
277	в ответ	1	2
278	как бы	6	2
279	сих пор	2	2
280	бы в	1	2
281	еще более	3	2
282	хотя бы	2	2
283	ни было	1	2
284	не говоря	1	2
285	к его	1	2
286	можно привести	1	2
287	из этого	4	2
288	в голову	1	2
289	из четырех	1	2
290	во всяком	2	2
291	в драматическом	1	1
292	в союзе	1	1
293	то на	1	1
294	как говорят	1	1
295	отношения к	1	1
296	и афины	1	1
297	о любви	1	1
298	самом деле	2	1
299	или к	2	1
300	так у	1	1
301	мере в	2	1
302	победы над	1	1
303	ii и	1	1
304	тот миг	1	1
305	по его	2	1
306	iv вв	1	1
307	еще остается	2	1
308	в и	1	1
309	на первый	1	1
310	брак в	1	1
311	они были	1	1
312	вв до	2	1
313	ему в	1	1
314	в достаточно	1	1
315	и самой	1	1
316	мужа в	1	1
317	теперь на	1	1
318	и самого	3	1
319	как ему	1	1
320	же мере	1	1
321	все эти	2	1
322	не был	1	1
323	время в	1	1
324	в чем	2	1
325	что люди	2	1
326	и землей	1	1
327	уверен в	1	1
328	только после	1	1
329	не без	1	1
330	в создании	1	1
331	то мы	1	1
332	сомневаться что	1	1
333	нет не	1	1
334	же она	1	1
335	находит возможным	1	1
336	значение и	2	1
337	свою жизнь	1	1
338	рассказывает как	1	1
339	не просто	5	1
340	в свои	1	1
341	эти внешние	1	1
342	в римской	1	1
343	первый взгляд	1	1
344	как сын	1	1
345	если она	1	1
346	и специально	1	1
347	которой они	1	1
348	стороны он	2	1
349	и нет	2	1
350	это был	1	1
351	однако не	1	1
352	в полном	1	1
353	еще больше	1	1
354	общины в	1	1
355	тем же	3	1
356	гораздо более	4	1
357	жизни в	4	1
358	и вслед	1	1
359	для которого	1	1
360	он дал	1	1
361	он изображен	1	1
362	из жизни	1	1
363	его мать	1	1
364	если мы	1	1
365	в себе	4	1
366	имеет для	1	1
367	на его	2	1
368	больше всего	1	1
369	главным образом	1	1
370	у а	1	1
371	в античном	5	1
372	заслугам на	1	1
373	до самого	1	1
374	и более	2	1
375	не могли	1	1
376	храмы и	1	1
377	н а	1	1
378	от нее	1	1
379	для античных	1	1
