N	3gram	Vinokur_St_1	Istorich
1	и т д	21	18
2	с другой стороны	6	8
3	в этом случае	2	7
4	с одной стороны	2	7
5	о том что	11	4
6	но все же	3	4
7	тем не менее	2	4
8	т е в	2	3
9	так же как	3	3
10	не может быть	5	3
11	после того как	1	3
12	для того чтобы	10	3
13	на том что	1	2
14	потому что он	1	2
15	если не считать	1	2
16	по отношению к	3	2
17	так как в	2	2
18	о том как	1	2
19	же как и	1	2
20	до сих пор	7	2
21	в таких случаях	1	2
22	в это время	1	2
23	в данном случае	6	2
24	в том чтобы	1	2
25	если бы мы	2	2
26	не только в	4	2
27	но и в	2	2
28	но это не	1	2
29	и таким образом	1	2
30	в том что	17	2
31	на то что	4	2
32	как и в	2	2
33	что и в	4	2
34	я думаю что	4	1
35	объясняется тем что	1	1
36	т е тот	1	1
37	он узнал о	1	1
38	а не в	1	1
39	но то что	1	1
40	на самом деле	6	1
41	в том числе	2	1
42	в соответствии с	1	1
43	свидетельствует о том	1	1
44	он не только	1	1
45	с точки зрения	8	1
46	но для нас	1	1
47	только в том	3	1
48	в зависимости от	1	1
49	что он не	1	1
50	ведь это не	1	1
51	на камне в	1	1
52	том числе и	2	1
53	то же время	4	1
54	точно так же	1	1
55	только тем что	1	1
56	а иногда и	2	1
57	без всякой надобности	1	1
58	дело не в	2	1
59	что там где	1	1
60	это может быть	1	1
61	то время как	1	1
62	думаю что это	1	1
63	то что у	2	1
64	не в том	2	1
65	показывает следующий случай	1	1
66	во всех этих	1	1
67	его и т	1	1
68	показывает что он	1	1
69	как и вообще	1	1
70	то что он	1	1
71	во всяком случае	6	1
72	в одно целое	1	1
73	который судя по	1	1
74	уже и сейчас	1	1
75	не в количестве	1	1
76	и в других	1	1
77	на той же	1	1
78	каждого из них	2	1
79	таким образом в	1	1
80	д и т	1	1
81	то обстоятельство что	2	1
82	в то время	2	1
83	возможно что в	2	1
84	хотя бы в	1	1
85	вопрос о том	2	1
86	в самом деле	5	1
87	и черты его	1	1
88	с этой теорией	1	1
89	о том чем	1	1
90	не оставляют в	1	1
91	в то же	4	1
92	в том смысле	2	1
93	во многих отношениях	1	1
94	т д и	2	1
