N	3gram	Losev_Prob_5	Dialekti
1	и т д	1	15
2	по крайней мере	4	9
3	с точки зрения	8	8
4	сама по себе	1	7
5	не потому что	1	6
6	в том что	8	6
7	то или иное	1	4
8	в связи с	7	4
9	то же время	1	4
10	о том что	9	4
11	с другой стороны	5	4
12	в том смысле	1	4
13	только тогда когда	3	4
14	что иное как	3	3
15	том смысле что	1	3
16	в самом деле	1	3
17	в таком случае	2	3
18	как будто бы	3	3
19	в то же	1	3
20	то время как	3	3
21	сам по себе	1	3
22	не что иное	3	3
23	содержит в себе	1	3
24	не может быть	2	3
25	вовсе не в	1	3
26	в то время	3	3
27	можно сказать что	3	3
28	не больше как	1	3
29	крайней мере в	1	2
30	потому что он	2	2
31	имеется в виду	1	2
32	до сих пор	2	2
33	и все в	1	2
34	говоря уже о	1	2
35	ни в какой	1	2
36	с тех пор	1	2
37	может быть только	3	2
38	и в частности	3	2
39	в данном случае	2	2
40	не только в	1	2
41	тем не менее	5	2
42	или по крайней	1	2
43	так или иначе	1	2
44	во всяком случае	2	2
45	от того что	1	2
46	с самого начала	1	2
47	и можно сказать	1	2
48	но это не	1	2
49	потому что они	2	2
50	в нем и	1	2
51	не говоря уже	1	2
52	бросается в глаза	1	1
53	все что угодно	1	1
54	и то что	3	1
55	что несмотря на	1	1
56	одному тому что	1	1
57	сказать что он	1	1
58	только потому что	1	1
59	по одному тому	1	1
60	зависит от того	1	1
61	не только о	1	1
62	равно как и	2	1
63	нет у него	1	1
64	на самом деле	1	1
65	имея в виду	1	1
66	и до сих	1	1
67	в этом смысле	3	1
68	и в целях	1	1
69	так что в	1	1
70	уже не в	1	1
71	о том как	1	1
72	так и его	1	1
73	да и то	1	1
74	важно то что	1	1
75	во что бы	1	1
76	не было и	1	1
77	мы находим в	2	1
78	и то и	1	1
79	его форму и	1	1
80	бы то ни	2	1
81	но и в	2	1
82	в этом отношении	1	1
83	точно так же	3	1
84	то и другое	2	1
85	вместе с тем	3	1
86	здесь в связи	1	1
87	говорить не о	1	1
88	ту или иную	1	1
89	в это время	2	1
90	что бы то	1	1
91	к науке и	1	1
92	как раз в	1	1
93	в виду не	1	1
94	крайней мере три	1	1
95	как человек и	1	1
96	в самом своем	1	1
97	с одной стороны	3	1
98	на первый взгляд	1	1
99	в конце концов	6	1
100	то ни стало	1	1
101	и в этом	1	1
102	здесь не больше	1	1
103	как и вообще	1	1
104	все же не	3	1
105	в нем не	1	1
106	и в том	1	1
107	с ним в	1	1
108	и как бы	1	1
109	однако как бы	1	1
110	и как будто	1	1
111	и вместе с	1	1
112	это и есть	1	1
113	связи с этим	1	1
114	мы должны сказать	1	1
115	внимание на тот	1	1
116	вопрос о том	1	1
117	сказать что здесь	1	1
118	несмотря на всю	1	1
119	той или иной	1	1
120	не менее в	1	1
121	но все же	2	1
122	но даже и	2	1
123	же мы находим	1	1
124	на всю ее	1	1
125	том что он	2	1
126	но в силу	1	1
127	к тому же	1	1
128	по себе а	1	1
129	на задний план	1	1
130	не больше чем	1	1
